
[00:00:00.000 --> 00:00:00.000]  
[00:00:00.000 --> 00:00:00.440]   Hot
[01:34:35.310 --> 01:34:35.480]   when
[01:34:35.480 --> 01:34:35.680]   the
[01:34:35.680 --> 01:34:36.080]   domain
[01:34:36.080 --> 01:34:36.280]   was
[01:34:36.280 --> 01:34:36.920]   invented
[01:34:38.660 --> 01:34:38.660]  
[01:34:38.660 --> 01:34:39.030]   Videos
[01:34:39.030 --> 01:34:39.210]  ,
[01:34:39.210 --> 01:34:39.220]   I
[01:34:39.220 --> 01:34:39.460]   mean
[01:34:39.460 --> 01:34:39.580]   it
[01:34:39.580 --> 01:34:39.760]   may
[01:34:39.760 --> 01:34:39.880]   be
[01:34:39.880 --> 01:34:40.250]   coming
[01:34:40.250 --> 01:34:40.660]   retro
[01:34:40.660 --> 01:34:40.680]   at
[01:34:40.680 --> 01:34:40.940]   this
[01:34:40.940 --> 01:34:41.300]   point
[01:34:41.300 --> 01:34:42.460]   It
[01:34:42.460 --> 01:34:43.620]  's
[01:34:43.620 --> 01:34:43.830]   gonna
[01:34:43.830 --> 01:34:43.900]   be
[01:34:43.900 --> 01:34:43.940]   a
[01:34:43.940 --> 01:34:44.190]   circle
[01:34:44.190 --> 01:34:44.270]   of
[01:34:44.270 --> 01:34:44.430]   cool
[01:34:44.430 --> 01:34:44.550]   and
[01:34:44.550 --> 01:34:44.710]   then
[01:34:44.710 --> 01:34:44.840]   unc
[01:34:44.840 --> 01:34:44.950]  ool
[01:34:44.950 --> 01:34:45.070]   and
[01:34:45.070 --> 01:34:45.230]   then
[01:34:45.230 --> 01:34:45.460]   cool
[01:34:45.460 --> 01:34:45.520]  .
[01:34:45.520 --> 01:34:45.620]   Yeah
[01:34:45.620 --> 01:34:45.820]  ,
[01:34:45.820 --> 01:34:46.160]   it
[01:34:46.160 --> 01:34:46.360]   may
[01:34:46.360 --> 01:34:46.570]   be
[01:34:46.570 --> 01:34:47.470]   entering
[01:34:47.470 --> 01:34:47.900]   like
[01:34:47.900 --> 01:34:48.030]   Pr
[01:34:48.030 --> 01:34:48.460]  oto
[01:34:48.460 --> 01:34:48.570]   retro
[01:34:48.570 --> 01:34:48.730]  .
[01:34:48.730 --> 01:34:48.920]   How
[01:34:48.920 --> 01:34:49.240]   about
[01:34:49.240 --> 01:34:49.490]   that
[01:34:49.490 --> 01:34:49.690]  ?
[01:34:49.690 --> 01:34:50.010]   I
[01:34:50.010 --> 01:34:50.040]   like
[01:34:50.040 --> 01:34:50.270]   that
[01:34:50.270 --> 01:34:50.590]   proto
[01:34:50.590 --> 01:34:50.980]   Rachel
[01:34:50.980 --> 01:34:51.170]  .
[01:34:51.170 --> 01:34:51.300]   Oh
[01:34:51.300 --> 01:34:51.430]  ,
[01:34:51.430 --> 01:34:51.570]   it
[01:34:51.570 --> 01:34:51.690]  's
[01:34:51.690 --> 01:34:51.900]   not
[01:34:51.900 --> 01:34:52.140]   full
[01:34:52.140 --> 01:34:52.540]   retro
[01:34:52.540 --> 01:34:52.770]  .
[01:34:52.770 --> 01:34:52.770]   It
[01:34:52.770 --> 01:34:52.860]  's
[01:34:52.860 --> 01:34:53.080]   proto
[01:34:53.080 --> 01:34:53.340]   retro
[01:34:53.340 --> 01:34:53.490]   So
[01:34:53.490 --> 01:34:53.880]   maybe
[01:34:53.880 --> 01:34:54.230]   retro
[01:34:54.230 --> 01:34:54.340]   in
[01:34:54.340 --> 01:34:54.630]   like
[01:34:54.630 --> 01:34:54.920]   five
[01:34:54.920 --> 01:34:55.280]   years
[01:34:55.280 --> 01:34:55.570]   from
[01:34:55.570 --> 01:34:55.820]   now
[01:34:55.820 --> 01:34:55.970]  ,
[01:34:55.970 --> 01:34:56.130]   so
[01:34:56.130 --> 01:34:56.660]   maybe
[01:34:56.660 --> 01:34:56.830]   hold
[01:34:56.830 --> 01:34:56.990]   on
[01:34:56.990 --> 01:34:57.150]   to
[01:34:57.150 --> 01:34:57.330]   it
[01:34:57.330 --> 01:34:57.820]   longer
[01:34:57.820 --> 01:34:58.080]  .
[01:34:58.080 --> 01:34:58.440]   I
[01:34:58.440 --> 01:34:58.470]   don
[01:34:58.470 --> 01:34:58.720]  't
[01:34:58.720 --> 01:34:59.060]   know
[01:34:59.060 --> 01:34:59.400]   but
[01:34:59.400 --> 01:34:59.880]   right
[01:34:59.880 --> 01:35:00.200]   now
[01:35:00.200 --> 01:35:00.410]   It
[01:35:00.410 --> 01:35:00.610]  's
[01:35:00.610 --> 01:35:01.140]   still
[01:35:01.140 --> 01:35:01.600]   kind
[01:35:01.600 --> 01:35:01.760]   of
[01:35:01.760 --> 01:35:02.200]   lame
[01:35:02.200 --> 01:35:02.640]   Don
[01:35:02.640 --> 01:35:02.930]  't
[01:35:02.930 --> 01:35:03.370]   use
[01:35:03.370 --> 01:35:03.660]   an
[01:35:03.660 --> 01:35:04.700]   acronym
[01:35:04.700 --> 01:35:04.900]  
[01:35:04.900 --> 01:35:05.020]   Okay
[01:35:05.020 --> 01:35:05.170]  ,
[01:35:05.170 --> 01:35:05.490]   have
[01:35:05.490 --> 01:35:05.570]   a
[01:35:05.570 --> 01:35:05.980]   story
[01:35:05.980 --> 01:35:06.120]   you
[01:35:06.120 --> 01:35:06.580]   have
[01:35:06.580 --> 01:35:06.650]   people
[01:35:06.650 --> 01:35:07.020]   talking
[01:35:07.020 --> 01:35:07.280]   about
[01:35:07.280 --> 01:35:07.520]   that
[01:35:07.520 --> 01:35:07.660]   like
[01:35:07.660 --> 01:35:08.220]   why
[01:35:08.220 --> 01:35:08.520]   why
[01:35:08.520 --> 01:35:08.580]   did
[01:35:08.580 --> 01:35:08.730]   you
[01:35:08.730 --> 01:35:08.950]   pick
[01:35:08.950 --> 01:35:09.000]   X
[01:35:09.000 --> 01:35:09.170]   for
[01:35:09.170 --> 01:35:09.430]   your
[01:35:09.430 --> 01:35:09.610]   name
[01:35:09.610 --> 01:35:09.820]  ?
[01:35:09.820 --> 01:35:10.140]   Like
[01:35:10.140 --> 01:35:10.220]   why
[01:35:10.220 --> 01:35:10.610]   everything
[01:35:10.610 --> 01:35:10.700]  's
[01:35:10.700 --> 01:35:10.880]   time
[01:35:10.880 --> 01:35:11.110]   while
[01:35:11.110 --> 01:35:11.250]   you
[01:35:11.250 --> 01:35:11.430]   need
[01:35:11.430 --> 01:35:11.520]   to
[01:35:11.520 --> 01:35:11.700]   have
[01:35:11.700 --> 01:35:11.740]   a
[01:35:11.740 --> 01:35:12.040]   story
[01:35:12.040 --> 01:35:12.150]   If
[01:35:12.150 --> 01:35:12.760]   people
[01:35:12.760 --> 01:35:13.040]   like
[01:35:13.040 --> 01:35:13.270]   stories
[01:35:13.270 --> 01:35:13.600]   right
[01:35:13.600 --> 01:35:13.850]   like
[01:35:13.850 --> 01:35:14.030]   you
[01:35:14.030 --> 01:35:14.420]  're
[01:35:14.420 --> 01:35:14.770]   pitching
[01:35:14.770 --> 01:35:14.930]   to
[01:35:14.930 --> 01:35:15.140]   tech
[01:35:15.140 --> 01:35:15.530]   crunch
[01:35:15.530 --> 01:35:15.800]   have
[01:35:15.800 --> 01:35:15.850]   a
[01:35:15.850 --> 01:35:16.170]   story
[01:35:16.170 --> 01:35:16.360]   you
[01:35:16.360 --> 01:35:16.550]  're
[01:35:16.550 --> 01:35:17.000]   talking
[01:35:17.000 --> 01:35:17.130]   to
[01:35:17.130 --> 01:35:17.420]   blog
[01:35:17.420 --> 01:35:17.650]  gers
[01:35:17.650 --> 01:35:17.910]   have
[01:35:17.910 --> 01:35:17.970]   a
[01:35:17.970 --> 01:35:18.400]   story
[01:35:18.400 --> 01:35:18.580]   You
[01:35:18.580 --> 01:35:19.540]   know
[01:35:19.540 --> 01:35:19.600]   communicate
[01:35:19.600 --> 01:35:19.840]   with
[01:35:19.840 --> 01:35:20.100]   their
[01:35:20.100 --> 01:35:20.670]   customers
[01:35:20.670 --> 01:35:20.920]   have
[01:35:20.920 --> 01:35:20.980]   a
[01:35:20.980 --> 01:35:21.340]   story
[01:35:21.340 --> 01:35:21.540]  .
[01:35:21.540 --> 01:35:21.620]   I
[01:35:21.620 --> 01:35:22.240]   guess
[01:35:22.240 --> 01:35:22.310]   people
[01:35:22.310 --> 01:35:22.420]   don
[01:35:22.420 --> 01:35:22.580]  't
[01:35:22.580 --> 01:35:22.750]   just
[01:35:22.750 --> 01:35:22.980]   like
[01:35:22.980 --> 01:35:23.260]   just
[01:35:23.260 --> 01:35:23.480]   flat
[01:35:23.480 --> 01:35:23.490]  -
[01:35:23.490 --> 01:35:23.660]  out
[01:35:23.660 --> 01:35:23.990]   facts
[01:35:23.990 --> 01:35:24.260]   facts
[01:35:24.260 --> 01:35:24.380]   are
[01:35:24.380 --> 01:35:24.540]   born
[01:35:24.540 --> 01:35:24.860]   people
[01:35:24.860 --> 01:35:25.030]   want
[01:35:25.030 --> 01:35:25.070]   a
[01:35:25.070 --> 01:35:25.300]   story
[01:35:25.300 --> 01:35:25.750]   Yeah
[01:35:25.750 --> 01:35:25.830]  ,
[01:35:25.830 --> 01:35:26.050]   like
[01:35:26.050 --> 01:35:26.500]   Justin
[01:35:26.500 --> 01:35:26.800]   tell
[01:35:26.800 --> 01:35:26.960]   me
[01:35:26.960 --> 01:35:27.020]   a
[01:35:27.020 --> 01:35:27.250]   story
[01:35:27.250 --> 01:35:27.790]  .
[01:35:27.790 --> 01:35:27.840]   Well
[01:35:27.840 --> 01:35:28.170]   stories
[01:35:28.170 --> 01:35:28.330]   are
[01:35:28.330 --> 01:35:28.870]   incredibly
[01:35:28.870 --> 01:35:29.360]   important
[01:35:29.360 --> 01:35:29.740]   stories
[01:35:29.740 --> 01:35:29.940]   and
[01:35:29.940 --> 01:35:30.590]   metaph
[01:35:30.590 --> 01:35:30.940]  ors
[01:35:30.940 --> 01:35:30.940]  
[01:35:30.940 --> 01:35:31.040]   If
[01:35:31.040 --> 01:35:31.280]   I
[01:35:31.280 --> 01:35:31.380]   don
[01:35:31.380 --> 01:35:31.390]  't
[01:35:31.390 --> 01:35:31.740]   metaph
[01:35:31.740 --> 01:35:31.900]  ors
[01:35:31.900 --> 01:35:32.080]  ,
[01:35:32.080 --> 01:35:32.110]   I
[01:35:32.110 --> 01:35:32.370]   think
[01:35:32.370 --> 01:35:32.490]   is
[01:35:32.490 --> 01:35:32.710]   like
[01:35:32.710 --> 01:35:32.880]   one
[01:35:32.880 --> 01:35:32.990]   of
[01:35:32.990 --> 01:35:33.290]   the
[01:35:33.290 --> 01:35:33.390]   most
[01:35:33.390 --> 01:35:33.860]   powerful
[01:35:33.860 --> 01:35:34.210]   things
[01:35:34.210 --> 01:35:34.620]   because
[01:35:34.620 --> 01:35:34.760]   it
[01:35:34.760 --> 01:35:35.150]   really
[01:35:35.150 --> 01:35:35.370]   helps
[01:35:35.370 --> 01:35:35.720]   people
[01:35:35.720 --> 01:35:36.500]   understand
[01:35:36.500 --> 01:35:37.860]   Something
[01:35:37.860 --> 01:35:38.030]   like
[01:35:38.030 --> 01:35:38.190]   my
[01:35:38.190 --> 01:35:38.640]   Ruby
[01:35:38.640 --> 01:35:39.020]   PHP
[01:35:39.020 --> 01:35:41.220]   Yeah
[01:35:41.220 --> 01:35:41.220]  ,
[01:35:41.220 --> 01:35:41.220]   exactly
[01:35:41.220 --> 01:35:43.260]   Okay
[01:35:43.260 --> 01:35:43.370]  ,
[01:35:43.370 --> 01:35:43.540]   pay
[01:35:43.540 --> 01:35:44.050]   attention
[01:35:44.050 --> 01:35:44.160]   to
[01:35:44.160 --> 01:35:44.670]   character
[01:35:44.670 --> 01:35:45.180]   sequences
[01:35:45.180 --> 01:35:45.290]   in
[01:35:45.290 --> 01:35:45.610]   multi
[01:35:45.610 --> 01:35:45.900]   words
[01:35:45.900 --> 01:35:46.250]  ,
[01:35:46.250 --> 01:35:46.780]   huh
[01:35:46.780 --> 01:35:46.870]  ,
[01:35:46.870 --> 01:35:47.050]   that
[01:35:47.050 --> 01:35:47.140]  's
[01:35:47.140 --> 01:35:47.300]   one
[01:35:47.300 --> 01:35:47.660]   this
[01:35:47.660 --> 01:35:47.670]   one
[01:35:47.670 --> 01:35:47.770]  's
[01:35:47.770 --> 01:35:47.820]   a
[01:35:47.820 --> 01:35:47.980]   bit
[01:35:47.980 --> 01:35:48.340]   subtle
[01:35:48.340 --> 01:35:48.590]   But
[01:35:48.590 --> 01:35:48.750]   if
[01:35:48.750 --> 01:35:49.000]   you
[01:35:49.000 --> 01:35:49.400]   have
[01:35:49.400 --> 01:35:49.410]   a
[01:35:49.410 --> 01:35:49.780]   name
[01:35:49.780 --> 01:35:50.140]   that
[01:35:50.140 --> 01:35:50.340]   is
[01:35:50.340 --> 01:35:50.520]   two
[01:35:50.520 --> 01:35:50.820]   words
[01:35:50.820 --> 01:35:51.120]   stuck
[01:35:51.120 --> 01:35:51.640]   together
[01:35:51.640 --> 01:35:51.940]   then
[01:35:51.940 --> 01:35:52.100]   be
[01:35:52.100 --> 01:35:52.660]   mindful
[01:35:52.660 --> 01:35:52.860]   What
[01:35:52.860 --> 01:35:53.280]   character
[01:35:53.280 --> 01:35:53.460]   ends
[01:35:53.460 --> 01:35:53.690]   the
[01:35:53.690 --> 01:35:53.890]   first
[01:35:53.890 --> 01:35:54.040]   word
[01:35:54.040 --> 01:35:54.180]   and
[01:35:54.180 --> 01:35:54.370]   what
[01:35:54.370 --> 01:35:54.670]   starts
[01:35:54.670 --> 01:35:54.810]   the
[01:35:54.810 --> 01:35:55.140]   second
[01:35:55.140 --> 01:35:55.180]  ?
[01:35:55.180 --> 01:35:55.390]   I
[01:35:55.390 --> 01:35:55.390]  'd
[01:35:55.390 --> 01:35:55.820]   stay
[01:35:55.820 --> 01:35:55.970]   away
[01:35:55.970 --> 01:35:56.340]   from
[01:35:56.340 --> 01:35:56.660]   names
[01:35:56.660 --> 01:35:56.850]   where
[01:35:56.850 --> 01:35:57.010]   both
[01:35:57.010 --> 01:35:57.090]   of
[01:35:57.090 --> 01:35:57.280]   these
[01:35:57.280 --> 01:35:57.550]   letters
[01:35:57.550 --> 01:35:57.670]   are
[01:35:57.670 --> 01:35:57.790]   the
[01:35:57.790 --> 01:35:57.980]   same
[01:35:57.980 --> 01:35:58.580]   example
[01:35:58.580 --> 01:35:58.670]   if
[01:35:58.670 --> 01:35:58.820]   your
[01:35:58.820 --> 01:35:59.100]   company
[01:35:59.100 --> 01:35:59.260]   name
[01:35:59.260 --> 01:35:59.340]   is
[01:35:59.340 --> 01:35:59.700]   something
[01:35:59.700 --> 01:35:59.860]   like
[01:35:59.860 --> 01:36:00.100]   better
[01:36:00.100 --> 01:36:00.400]   reading
[01:36:00.580 --> 01:36:00.580]  
[01:36:00.580 --> 01:36:00.730]   It
[01:36:00.730 --> 01:36:00.860]  's
[01:36:00.860 --> 01:36:01.310]   sub
[01:36:01.310 --> 01:36:01.380]  opt
[01:36:01.380 --> 01:36:01.600]  imal
[01:36:01.600 --> 01:36:02.120]   because
[01:36:02.120 --> 01:36:02.560]   better
[01:36:02.560 --> 01:36:02.910]   ends
[01:36:02.910 --> 01:36:03.140]   with
[01:36:03.140 --> 01:36:03.290]   an
[01:36:03.290 --> 01:36:03.360]   R
[01:36:03.360 --> 01:36:03.580]   and
[01:36:03.580 --> 01:36:03.820]   did
[01:36:03.820 --> 01:36:03.950]   it
[01:36:03.950 --> 01:36:04.100]   at
[01:36:04.100 --> 01:36:04.320]   why
[01:36:04.320 --> 01:36:04.700]   okay
[01:36:04.700 --> 01:36:04.840]  ,
[01:36:04.840 --> 01:36:05.160]   nor
[01:36:05.160 --> 01:36:05.350]   that
[01:36:05.350 --> 01:36:05.490]  's
[01:36:05.490 --> 01:36:05.820]   okay
[01:36:05.820 --> 01:36:06.020]   But
[01:36:06.020 --> 01:36:06.290]   when
[01:36:06.290 --> 01:36:06.520]   you
[01:36:06.520 --> 01:36:06.760]   type
[01:36:06.760 --> 01:36:06.890]   it
[01:36:06.890 --> 01:36:07.090]   out
[01:36:07.090 --> 01:36:07.220]   as
[01:36:07.220 --> 01:36:07.280]   a
[01:36:07.280 --> 01:36:07.540]   URL
[01:36:07.540 --> 01:36:07.930]   people
[01:36:07.930 --> 01:36:08.190]   will
[01:36:08.190 --> 01:36:08.510]   often
[01:36:08.510 --> 01:36:08.700]   see
[01:36:08.700 --> 01:36:09.090]   better
[01:36:09.090 --> 01:36:09.580]   reading
[01:36:09.580 --> 01:36:09.920]   Which
[01:36:09.920 --> 01:36:10.320]   is
[01:36:10.320 --> 01:36:10.370]   not
[01:36:10.370 --> 01:36:11.020]   terrible
[01:36:11.020 --> 01:36:11.100]  ,
[01:36:11.100 --> 01:36:11.240]   but
[01:36:11.240 --> 01:36:11.530]   does
[01:36:11.530 --> 01:36:11.680]   cause
[01:36:11.680 --> 01:36:11.820]   the
[01:36:11.820 --> 01:36:12.060]   brain
[01:36:12.060 --> 01:36:12.180]   to
[01:36:12.180 --> 01:36:12.390]   pause
[01:36:12.390 --> 01:36:12.540]   for
[01:36:12.540 --> 01:36:12.570]   a
[01:36:12.570 --> 01:36:12.710]   mic
[01:36:12.710 --> 01:36:12.910]  rose
[01:36:12.910 --> 01:36:13.090]  cond
[01:36:13.090 --> 01:36:13.440]   because
[01:36:13.440 --> 01:36:13.510]   it
[01:36:13.510 --> 01:36:13.750]   feels
[01:36:13.750 --> 01:36:13.790]   a
[01:36:13.790 --> 01:36:13.930]   tad
[01:36:13.930 --> 01:36:14.460]   unnatural
[01:36:14.460 --> 01:36:14.730]   Yeah
[01:36:14.730 --> 01:36:14.990]  ,
[01:36:14.990 --> 01:36:14.990]   it
[01:36:14.990 --> 01:36:15.600]  's
[01:36:15.600 --> 01:36:15.860]   interesting
[01:36:15.860 --> 01:36:16.070]   and
[01:36:16.070 --> 01:36:16.140]   I
[01:36:16.140 --> 01:36:16.250]  'd
[01:36:16.250 --> 01:36:16.580]   be
[01:36:16.580 --> 01:36:16.600]   rem
[01:36:16.600 --> 01:36:16.840]  iss
[01:36:16.840 --> 01:36:16.910]   if
[01:36:16.910 --> 01:36:16.970]   I
[01:36:16.970 --> 01:36:17.240]   didn
[01:36:17.240 --> 01:36:17.370]  't
[01:36:17.370 --> 01:36:17.710]   bring
[01:36:17.710 --> 01:36:17.840]   up
[01:36:17.840 --> 01:36:18.040]   the
[01:36:18.040 --> 01:36:18.440]   widely
[01:36:18.440 --> 01:36:19.020]   popular
[01:36:19.020 --> 01:36:19.330]   Exam
[01:36:19.330 --> 01:36:19.480]  ple
[01:36:19.480 --> 01:36:20.110]   of
[01:36:20.110 --> 01:36:20.570]   unfortunate
[01:36:20.570 --> 01:36:21.290]   character
[01:36:21.290 --> 01:36:21.970]   sequences
[01:36:21.970 --> 01:36:22.520]   experts
[01:36:22.520 --> 01:36:23.170]   exchange
[01:36:23.170 --> 01:36:23.500]   comm
[01:36:23.500 --> 01:36:24.300]   right
[01:36:24.300 --> 01:36:24.530]   properly
[01:36:24.530 --> 01:36:24.930]  .
[01:36:24.930 --> 01:36:25.000]   The
[01:36:25.000 --> 01:36:25.320]   name
[01:36:25.320 --> 01:36:25.480]   is
[01:36:25.480 --> 01:36:25.800]   just
[01:36:25.800 --> 01:36:26.120]   fine
[01:36:26.120 --> 01:36:26.730]   experts
[01:36:26.730 --> 01:36:27.340]   exchange
[01:36:27.340 --> 01:36:27.500]  .
[01:36:27.500 --> 01:36:27.620]   Oh
[01:36:28.460 --> 01:36:28.460]  
[01:36:28.460 --> 01:36:28.850]   Which
[01:36:28.850 --> 01:36:28.900]   is
[01:36:28.900 --> 01:36:29.150]   what
[01:36:29.150 --> 01:36:29.480]   the
[01:36:29.480 --> 01:36:29.590]   site
[01:36:29.590 --> 01:36:29.970]   owners
[01:36:29.970 --> 01:36:30.500]   intended
[01:36:30.500 --> 01:36:30.600]  ,
[01:36:30.600 --> 01:36:30.800]   but
[01:36:30.800 --> 01:36:30.910]   it
[01:36:30.910 --> 01:36:31.230]   turns
[01:36:31.230 --> 01:36:31.580]   out
[01:36:31.580 --> 01:36:31.670]   that
[01:36:31.670 --> 01:36:31.920]   this
[01:36:31.920 --> 01:36:32.110]   can
[01:36:32.110 --> 01:36:32.230]   be
[01:36:32.230 --> 01:36:32.800]   confused
[01:36:32.800 --> 01:36:32.990]   with
[01:36:32.990 --> 01:36:33.390]   expert
[01:36:33.390 --> 01:36:33.700]   sex
[01:36:33.700 --> 01:36:34.180]   change
[01:36:34.180 --> 01:36:35.100]   That
[01:36:35.100 --> 01:36:36.000]   path
[01:36:36.000 --> 01:36:36.740]   was
[01:36:36.740 --> 01:36:37.820]   worth
[01:36:37.820 --> 01:36:38.500]   me
[01:36:38.500 --> 01:36:39.890]   reading
[01:36:39.890 --> 01:36:41.540]   through
[01:36:41.540 --> 01:36:42.180]   the
[01:36:42.180 --> 01:36:43.600]   entire
[01:36:43.600 --> 01:36:44.060]   paragraph
[01:36:44.060 --> 01:36:44.290]   any
[01:36:44.290 --> 01:36:44.830]   website
[01:36:44.830 --> 01:36:45.140]   with
[01:36:45.140 --> 01:36:45.840]   happiness
[01:36:45.840 --> 01:36:46.000]   in
[01:36:46.000 --> 01:36:46.180]   it
[01:36:46.180 --> 01:36:46.420]   in
[01:36:46.420 --> 01:36:46.750]   In
[01:36:46.750 --> 01:36:47.070]   the
[01:36:47.070 --> 01:36:47.490]   name
[01:36:47.490 --> 01:36:47.960]   also
[01:36:47.960 --> 01:36:48.350]   has
[01:36:48.350 --> 01:36:48.930]   penis
[01:36:48.930 --> 01:36:49.150]   in
[01:36:49.150 --> 01:36:49.420]   it
[01:36:49.420 --> 01:36:49.590]  .
[01:36:49.590 --> 01:36:49.670]   So
[01:36:49.670 --> 01:36:49.910]   that
[01:36:49.910 --> 01:36:49.970]  's
[01:36:49.970 --> 01:36:50.090]   no
[01:36:50.090 --> 01:36:50.300]   good
[01:36:50.300 --> 01:36:50.360]  ,
[01:36:50.360 --> 01:36:50.930]   right
[01:36:50.930 --> 01:36:51.260]  ?
[01:36:51.260 --> 01:36:51.660]   Se
[01:36:51.660 --> 01:36:51.900]  ek
[01:36:51.900 --> 01:36:53.360]   timeless
[01:36:53.360 --> 01:36:53.550]   instead
[01:36:53.550 --> 01:36:53.760]   of
[01:36:53.760 --> 01:36:54.080]   trendy
[01:36:54.080 --> 01:36:54.840]   it
[01:36:54.840 --> 01:36:55.140]   see
[01:36:55.140 --> 01:36:55.240]   oh
[01:36:55.240 --> 01:36:55.340]  ,
[01:36:55.340 --> 01:36:55.550]   here
[01:36:55.550 --> 01:36:55.650]   we
[01:36:55.650 --> 01:36:55.800]   go
[01:36:55.800 --> 01:36:55.860]  .
[01:36:55.860 --> 01:36:55.980]   Wait
[01:36:55.980 --> 01:36:56.050]  ,
[01:36:56.050 --> 01:36:56.110]   so
[01:36:56.110 --> 01:36:56.190]   we
[01:36:56.190 --> 01:36:56.340]   said
[01:36:56.340 --> 01:36:56.580]   okay
[01:36:56.580 --> 01:36:56.580]  
[01:36:56.580 --> 01:36:56.690]   It
[01:36:56.690 --> 01:36:56.960]   seems
[01:36:56.960 --> 01:36:57.180]   that
[01:36:57.180 --> 01:36:57.450]   every
[01:36:57.450 --> 01:36:57.990]   generation
[01:36:57.990 --> 01:36:58.110]   of
[01:36:58.110 --> 01:36:58.590]   startups
[01:36:58.590 --> 01:36:58.760]   has
[01:36:58.760 --> 01:36:59.210]   their
[01:36:59.210 --> 01:36:59.250]   own
[01:36:59.250 --> 01:36:59.620]   trendy
[01:36:59.620 --> 01:37:00.170]   approach
[01:37:00.170 --> 01:37:00.240]   to
[01:37:00.240 --> 01:37:00.600]   names
[01:37:00.600 --> 01:37:01.100]   examples
[01:37:01.100 --> 01:37:01.250]   Are
[01:37:01.250 --> 01:37:01.450]   they
[01:37:01.450 --> 01:37:01.890]   dropping
[01:37:01.890 --> 01:37:02.120]   valve
[01:37:02.120 --> 01:37:02.560]   thing
[01:37:02.560 --> 01:37:02.580]   like
[01:37:02.580 --> 01:37:02.900]   flick
[01:37:02.900 --> 01:37:02.940]  er
[01:37:02.940 --> 01:37:03.090]   the
[01:37:03.090 --> 01:37:03.500]   breaking
[01:37:03.500 --> 01:37:03.600]   up
[01:37:03.600 --> 01:37:03.820]  ?
[01:37:03.820 --> 01:37:04.020]   It
[01:37:04.020 --> 01:37:04.120]  's
[01:37:04.120 --> 01:37:04.500]   delicious
[01:37:04.500 --> 01:37:04.660]   or
[01:37:04.660 --> 01:37:04.880]   the
[01:37:04.880 --> 01:37:05.480]   newly
[01:37:05.480 --> 01:37:06.180]   fashionable
[01:37:06.180 --> 01:37:06.800]   dot
[01:37:06.800 --> 01:37:06.980]   L
[01:37:06.980 --> 01:37:07.040]   y
[01:37:07.040 --> 01:37:07.380]   names
[01:37:07.380 --> 01:37:08.220]   I
[01:37:08.220 --> 01:37:08.340]   just
[01:37:08.340 --> 01:37:09.150]   that
[01:37:09.150 --> 01:37:09.500]   names
[01:37:09.500 --> 01:37:10.150]   that
[01:37:10.150 --> 01:37:10.170]   don
[01:37:10.170 --> 01:37:10.380]  't
[01:37:10.380 --> 01:37:10.820]   necessarily
[01:37:10.820 --> 01:37:11.300]   indicate
[01:37:11.300 --> 01:37:11.590]   When
[01:37:11.590 --> 01:37:12.130]   you
[01:37:12.130 --> 01:37:12.300]   started
[01:37:12.300 --> 01:37:12.500]   are
[01:37:12.500 --> 01:37:12.580]   a
[01:37:12.580 --> 01:37:12.870]   good
[01:37:12.870 --> 01:37:13.260]   thing
[01:37:13.260 --> 01:37:13.780]   on
[01:37:13.780 --> 01:37:13.960]   the
[01:37:13.960 --> 01:37:14.080]   on
[01:37:14.080 --> 01:37:14.260]   the
[01:37:14.260 --> 01:37:14.440]   off
[01:37:14.440 --> 01:37:14.810]   chance
[01:37:14.810 --> 01:37:14.970]   your
[01:37:14.970 --> 01:37:15.230]   company
[01:37:15.230 --> 01:37:15.340]   out
[01:37:15.340 --> 01:37:15.370]  l
[01:37:15.370 --> 01:37:15.540]  ives
[01:37:15.540 --> 01:37:15.580]   a
[01:37:15.580 --> 01:37:15.970]   particular
[01:37:15.970 --> 01:37:16.080]   f
[01:37:16.080 --> 01:37:16.220]  atter
[01:37:16.220 --> 01:37:16.580]   trend
[01:37:16.580 --> 01:37:16.880]   pick
[01:37:16.880 --> 01:37:16.950]   a
[01:37:16.950 --> 01:37:17.260]   name
[01:37:17.260 --> 01:37:17.600]   That
[01:37:17.600 --> 01:37:17.690]   is
[01:37:17.690 --> 01:37:18.660]   timeless
[01:37:18.660 --> 01:37:19.060]   one
[01:37:19.060 --> 01:37:19.350]   one
