
[00:00:00.000 --> 00:00:00.080]  
[00:00:00.080 --> 00:00:00.720]   Jing
[01:17:23.150 --> 01:17:23.340]  ,"
[01:17:23.340 --> 01:17:23.710]   right
[01:17:23.710 --> 01:17:24.000]  ?
[01:17:24.000 --> 01:17:24.000]  
[01:17:24.000 --> 01:17:24.300]   You
[01:17:24.300 --> 01:17:24.660]   know
[01:17:24.660 --> 01:17:25.050]   where
[01:17:25.050 --> 01:17:25.130]   "
[01:17:25.130 --> 01:17:25.200]  L
[01:17:25.200 --> 01:17:25.470]  ost
[01:17:25.470 --> 01:17:25.550]  "
[01:17:25.550 --> 01:17:26.060]   would
[01:17:26.060 --> 01:17:26.340]   drag
[01:17:26.340 --> 01:17:26.780]   stuff
[01:17:26.780 --> 01:17:27.000]   on
[01:17:27.000 --> 01:17:27.350]   for
[01:17:27.350 --> 01:17:27.550]   months
[01:17:27.550 --> 01:17:27.670]   or
[01:17:27.670 --> 01:17:28.000]   years
[01:17:28.000 --> 01:17:28.000]  ,
[01:17:28.000 --> 01:17:28.210]   you
[01:17:28.210 --> 01:17:28.420]   don
[01:17:28.420 --> 01:17:28.560]  't
[01:17:28.560 --> 01:17:28.840]   know
[01:17:28.840 --> 01:17:29.000]  ,
[01:17:29.000 --> 01:17:29.370]   and
[01:17:29.370 --> 01:17:30.000]   maybe
[01:17:30.000 --> 01:17:30.190]   "
[01:17:30.190 --> 01:17:30.690]  L
[01:17:30.690 --> 01:17:30.810]  ost
[01:17:30.810 --> 01:17:31.000]  "
[01:17:31.000 --> 01:17:31.380]   probably
[01:17:31.380 --> 01:17:31.540]   did
[01:17:31.540 --> 01:17:31.610]   it
[01:17:31.610 --> 01:17:31.700]   to
[01:17:31.700 --> 01:17:31.750]   a
[01:17:31.750 --> 01:17:32.000]   fault
[01:17:32.000 --> 01:17:32.000]  .
[01:17:32.000 --> 01:17:32.070]   -
[01:17:32.070 --> 01:17:32.370]   Well
[01:17:32.370 --> 01:17:32.520]  ,
[01:17:32.520 --> 01:17:33.050]   because
[01:17:33.050 --> 01:17:33.280]   she
[01:17:33.280 --> 01:17:33.510]   was
[01:17:33.510 --> 01:17:33.750]   the
[01:17:33.750 --> 01:17:34.040]   star
[01:17:34.040 --> 01:17:34.220]   of
[01:17:34.220 --> 01:17:34.430]   the
[01:17:34.430 --> 01:17:34.780]   show
[01:17:34.780 --> 01:17:35.000]  .
[01:17:35.000 --> 01:17:35.240]   They
[01:17:35.240 --> 01:17:35.480]   just
[01:17:35.480 --> 01:17:35.970]   started
[01:17:35.970 --> 01:17:36.110]   off
[01:17:36.110 --> 01:17:36.310]   with
[01:17:36.310 --> 01:17:36.560]   the
[01:17:36.560 --> 01:17:36.800]   wrong
[01:17:36.800 --> 01:17:37.090]   thing
[01:17:37.090 --> 01:17:37.200]  ,
[01:17:37.200 --> 01:17:37.210]   didn
[01:17:37.210 --> 01:17:37.520]  't
[01:17:37.520 --> 01:17:37.800]   they
[01:17:37.800 --> 01:17:38.000]  ?
[01:17:38.000 --> 01:17:38.350]   But
[01:17:38.350 --> 01:17:38.490]   that
[01:17:38.490 --> 01:17:38.840]   actor
[01:17:38.840 --> 01:17:39.030]  ,
[01:17:39.030 --> 01:17:39.270]   Hugo
[01:17:39.270 --> 01:17:39.400]  ,
[01:17:39.400 --> 01:17:39.540]   as
[01:17:39.540 --> 01:17:39.840]   well
[01:17:39.840 --> 01:17:40.000]  ,
[01:17:40.000 --> 01:17:40.060]   I
[01:17:40.060 --> 01:17:40.240]   don
[01:17:40.240 --> 01:17:40.380]  't
[01:17:40.380 --> 01:17:40.710]   think
[01:17:40.710 --> 01:17:40.840]   he
[01:17:40.840 --> 01:17:41.000]   is
[01:17:41.000 --> 01:17:42.000]   particularly
[01:17:42.000 --> 01:17:42.000]  ,
[01:17:42.000 --> 01:17:42.180]   he
[01:17:42.180 --> 01:17:42.400]   wasn
[01:17:42.400 --> 01:17:42.560]  't
[01:17:42.560 --> 01:17:42.860]   very
[01:17:42.860 --> 01:17:43.480]   convincing
[01:17:43.480 --> 01:17:43.610]   in
[01:17:43.610 --> 01:17:43.810]   his
[01:17:43.810 --> 01:17:44.000]  --
[01:17:44.000 --> 01:17:44.090]   -
[01:17:44.090 --> 01:17:44.090]   Oh
[01:17:44.090 --> 01:17:44.130]  ,
[01:17:44.130 --> 01:17:44.240]   you
[01:17:44.240 --> 01:17:44.440]  're
[01:17:44.440 --> 01:17:44.540]   talking
[01:17:44.540 --> 01:17:44.690]   about
[01:17:44.690 --> 01:17:44.740]   "
[01:17:44.740 --> 01:17:44.750]  L
[01:17:44.750 --> 01:17:44.840]  ost
[01:17:44.840 --> 01:17:45.000]  "?
[01:17:45.000 --> 01:17:45.090]   -
[01:17:45.090 --> 01:17:45.270]   No
[01:17:45.270 --> 01:17:45.440]  ,
[01:17:45.440 --> 01:17:45.690]   I
[01:17:45.690 --> 01:17:45.720]  'm
[01:17:45.720 --> 01:17:46.350]   talking
[01:17:46.350 --> 01:17:46.800]   about
[01:17:46.800 --> 01:17:47.000]  ,
[01:17:47.000 --> 01:17:47.180]   no
[01:17:47.180 --> 01:17:47.360]  ,
[01:17:47.360 --> 01:17:47.740]   Hugo
[01:17:47.740 --> 01:17:48.000]  .
[01:17:48.000 --> 01:17:48.320]   Yeah
[01:17:48.320 --> 01:17:48.370]  ,
[01:17:48.370 --> 01:17:48.620]   well
[01:17:48.620 --> 01:17:48.740]  ,
[01:17:48.740 --> 01:17:48.990]   Hugo
[01:17:48.990 --> 01:17:49.180]  's
[01:17:49.180 --> 01:17:49.360]   also
[01:17:49.360 --> 01:17:49.530]   on
[01:17:49.530 --> 01:17:49.540]   "
[01:17:49.540 --> 01:17:49.600]  L
[01:17:49.600 --> 01:17:49.780]  ost
[01:17:49.780 --> 01:17:50.000]  ,"
[01:17:50.000 --> 01:17:50.210]   but
[01:17:50.210 --> 01:17:50.220]   it
[01:17:50.220 --> 01:17:50.310]  's
[01:17:50.310 --> 01:17:50.500]   the
[01:17:50.500 --> 01:17:50.890]   different
[01:17:50.890 --> 01:17:51.060]   Hugo
[01:17:51.060 --> 01:17:51.120]   in
[01:17:51.120 --> 01:17:51.250]   the
[01:17:51.250 --> 01:17:51.480]   event
[01:17:51.480 --> 01:17:51.570]  ,
[01:17:51.570 --> 01:17:51.800]   right
[01:17:51.800 --> 01:17:52.000]  ?
[01:17:52.000 --> 01:17:52.010]  
[01:17:52.010 --> 01:17:52.740]   That
[01:17:52.740 --> 01:17:52.770]   guy
[01:17:52.770 --> 01:17:53.060]   who
[01:17:53.060 --> 01:17:53.270]  's
[01:17:53.270 --> 01:17:53.590]   the
[01:17:53.590 --> 01:17:54.280]   leader
[01:17:54.280 --> 01:17:54.440]  's
[01:17:54.440 --> 01:17:54.760]   son
[01:17:54.760 --> 01:17:55.000]  ,
[01:17:55.000 --> 01:17:55.330]   somehow
[01:17:55.330 --> 01:17:55.850]   he
[01:17:55.850 --> 01:17:56.620]   just
[01:17:56.620 --> 01:17:56.780]   didn
[01:17:56.780 --> 01:17:56.810]  't
[01:17:56.810 --> 01:17:57.280]   pull
[01:17:57.280 --> 01:17:57.380]   it
[01:17:57.380 --> 01:17:57.670]   off
[01:17:57.670 --> 01:17:58.000]  .
[01:17:58.000 --> 01:17:58.120]   -
[01:17:58.120 --> 01:17:58.240]   Oh
[01:17:58.240 --> 01:17:58.400]  ,
[01:17:58.400 --> 01:17:58.480]   I
[01:17:58.480 --> 01:17:58.730]   don
[01:17:58.730 --> 01:17:59.220]  't
[01:17:59.220 --> 01:17:59.380]   know
[01:17:59.380 --> 01:17:59.420]  ,
[01:17:59.420 --> 01:17:59.710]   yeah
[01:17:59.710 --> 01:18:00.000]  .
[01:18:00.000 --> 01:18:00.140]   See
[01:18:00.140 --> 01:18:00.230]  ,
[01:18:00.230 --> 01:18:00.270]   I
[01:18:00.270 --> 01:18:00.510]   think
[01:18:00.510 --> 01:18:00.700]   that
[01:18:00.700 --> 01:18:00.790]  's
[01:18:00.790 --> 01:18:00.940]   the
[01:18:00.940 --> 01:18:01.170]   least
[01:18:01.170 --> 01:18:01.260]   of
[01:18:01.260 --> 01:18:01.400]   the
[01:18:01.400 --> 01:18:01.810]   problems
[01:18:01.810 --> 01:18:02.000]  .
[01:18:02.000 --> 01:18:02.100]   It
[01:18:02.100 --> 01:18:02.200]  's
[01:18:02.200 --> 01:18:02.410]   not
[01:18:02.410 --> 01:18:02.500]   the
[01:18:02.500 --> 01:18:02.810]   actors
[01:18:02.810 --> 01:18:03.000]  .
[01:18:03.000 --> 01:18:03.160]   The
[01:18:03.160 --> 01:18:03.490]   actors
[01:18:03.490 --> 01:18:03.690]   are
[01:18:03.690 --> 01:18:03.870]   fine
[01:18:03.870 --> 01:18:04.000]  ,
[01:18:04.000 --> 01:18:04.110]   it
[01:18:04.110 --> 01:18:04.210]  's
[01:18:04.210 --> 01:18:04.430]   like
[01:18:04.430 --> 01:18:04.610]   the
[01:18:04.610 --> 01:18:05.220]   production
[01:18:05.220 --> 01:18:05.530]   value
[01:18:05.530 --> 01:18:05.570]  's
[01:18:05.570 --> 01:18:05.790]   fine
[01:18:05.790 --> 01:18:06.000]  .
[01:18:06.000 --> 01:18:06.140]   It
[01:18:06.140 --> 01:18:06.180]  's
[01:18:06.180 --> 01:18:06.360]   just
[01:18:06.360 --> 01:18:06.570]   that
[01:18:06.570 --> 01:18:06.720]   they
[01:18:06.720 --> 01:18:06.850]  're
[01:18:06.850 --> 01:18:07.160]   sitting
[01:18:07.160 --> 01:18:07.520]   with
[01:18:07.520 --> 01:18:07.580]   this
[01:18:07.580 --> 01:18:07.650]   big
[01:18:07.650 --> 01:18:08.000]   mystery
[01:18:08.000 --> 01:18:09.000]  ,
[01:18:09.000 --> 01:18:09.110]   and
[01:18:09.110 --> 01:18:09.260]   then
[01:18:09.260 --> 01:18:09.440]   they
[01:18:09.440 --> 01:18:09.560]   tell
[01:18:09.560 --> 01:18:09.630]   us
[01:18:09.630 --> 01:18:09.820]   right
[01:18:09.820 --> 01:18:10.000]   away
[01:18:10.000 --> 01:18:10.000]  ,
[01:18:10.000 --> 01:18:10.080]   and
[01:18:10.080 --> 01:18:10.130]   it
[01:18:10.130 --> 01:18:10.180]  's
[01:18:10.180 --> 01:18:10.280]   like
[01:18:10.280 --> 01:18:10.330]  ,
[01:18:10.330 --> 01:18:10.350]   "
[01:18:10.350 --> 01:18:10.400]  Oh
[01:18:10.400 --> 01:18:10.450]  ,
[01:18:10.450 --> 01:18:10.530]   the
[01:18:10.530 --> 01:18:10.710]   mystery
[01:18:10.710 --> 01:18:10.760]  's
[01:18:10.760 --> 01:18:10.870]   over
[01:18:10.870 --> 01:18:11.000]  ,"
[01:18:11.000 --> 01:18:11.040]   we
[01:18:11.040 --> 01:18:11.100]  're
[01:18:11.100 --> 01:18:11.250]   telling
[01:18:11.250 --> 01:18:11.310]   you
[01:18:11.310 --> 01:18:11.370]   the
[01:18:11.370 --> 01:18:11.500]   second
[01:18:11.500 --> 01:18:11.590]   that
[01:18:11.590 --> 01:18:11.680]   they
[01:18:11.680 --> 01:18:11.740]  're
[01:18:11.740 --> 01:18:11.870]   aliens
[01:18:11.870 --> 01:18:12.000]  .
[01:18:12.000 --> 01:18:12.280]   You
[01:18:12.280 --> 01:18:12.580]  're
[01:18:12.580 --> 01:18:12.960]   like
[01:18:12.960 --> 01:18:13.150]  ,
[01:18:13.150 --> 01:18:13.220]   "
[01:18:13.220 --> 01:18:13.720]  Okay
[01:18:13.720 --> 01:18:14.000]  ."
[01:18:14.000 --> 01:18:14.110]   You
[01:18:14.110 --> 01:18:14.260]   didn
[01:18:14.260 --> 01:18:14.330]  't
[01:18:14.330 --> 01:18:14.520]   leave
[01:18:14.520 --> 01:18:14.590]   us
[01:18:14.590 --> 01:18:14.900]   hanging
[01:18:14.900 --> 01:18:15.000]  .
[01:18:15.000 --> 01:18:15.120]   It
[01:18:15.120 --> 01:18:15.240]  's
[01:18:15.240 --> 01:18:15.490]   like
[01:18:15.490 --> 01:18:15.680]   you
[01:18:15.680 --> 01:18:15.930]   kind
[01:18:15.930 --> 01:18:16.050]   of
[01:18:16.050 --> 01:18:16.300]   keep
[01:18:16.300 --> 01:18:16.490]   the
[01:18:16.490 --> 01:18:17.000]   mystery
[01:18:17.000 --> 01:18:17.000]  ,
[01:18:17.000 --> 01:18:17.120]   we
[01:18:17.120 --> 01:18:17.250]  'll
[01:18:17.250 --> 01:18:17.460]   keep
[01:18:17.460 --> 01:18:17.560]   it
[01:18:17.560 --> 01:18:17.820]   going
[01:18:17.820 --> 01:18:18.000]  .
[01:18:18.000 --> 01:18:18.060]   -
[01:18:18.060 --> 01:18:18.240]   The
[01:18:18.240 --> 01:18:18.800]   narrative
[01:18:18.800 --> 01:18:19.110]   drive
[01:18:19.110 --> 01:18:19.230]  ,
[01:18:19.230 --> 01:18:19.790]   basically
[01:18:19.790 --> 01:18:20.000]  .
[01:18:20.000 --> 01:18:20.000]  
[01:18:20.000 --> 01:18:20.100]   -
[01:18:20.100 --> 01:18:20.310]   We
[01:18:20.310 --> 01:18:20.730]   just
[01:18:20.730 --> 01:18:21.140]   didn
[01:18:21.140 --> 01:18:21.410]  't
[01:18:21.410 --> 01:18:21.770]   care
[01:18:21.770 --> 01:18:22.000]  ,
[01:18:22.000 --> 01:18:22.000]   you
[01:18:22.000 --> 01:18:22.000]   know
[01:18:22.000 --> 01:18:22.000]  ?
[01:18:22.000 --> 01:18:22.180]   And
[01:18:22.180 --> 01:18:22.430]   yeah
[01:18:22.430 --> 01:18:22.550]  ,
[01:18:22.550 --> 01:18:22.610]   I
[01:18:22.610 --> 01:18:22.860]   mean
[01:18:22.860 --> 01:18:23.000]  ,
[01:18:23.000 --> 01:18:23.080]   "
[01:18:23.080 --> 01:18:23.160]  E
[01:18:23.160 --> 01:18:23.240]  vent
[01:18:23.240 --> 01:18:23.280]  "
[01:18:23.280 --> 01:18:23.360]   is
[01:18:23.360 --> 01:18:23.480]   one
[01:18:23.480 --> 01:18:23.620]   of
[01:18:23.620 --> 01:18:23.760]   those
[01:18:23.760 --> 01:18:24.000]   shows
[01:18:24.000 --> 01:18:24.230]   that
[01:18:24.230 --> 01:18:24.280]   I
[01:18:24.280 --> 01:18:24.630]   wanted
[01:18:24.630 --> 01:18:24.740]   to
[01:18:24.740 --> 01:18:25.020]   like
[01:18:25.020 --> 01:18:25.040]   '
[01:18:25.040 --> 01:18:25.230]  cause
[01:18:25.230 --> 01:18:25.300]   I
[01:18:25.300 --> 01:18:25.500]   needed
[01:18:25.500 --> 01:18:25.540]   a
[01:18:25.540 --> 01:18:25.690]   show
[01:18:25.690 --> 01:18:25.770]   to
[01:18:25.770 --> 01:18:26.000]   watch
[01:18:26.000 --> 01:18:26.000]  ,
[01:18:26.000 --> 01:18:26.190]   and
[01:18:26.190 --> 01:18:26.330]   it
[01:18:26.330 --> 01:18:26.460]  's
[01:18:26.460 --> 01:18:26.780]   just
[01:18:26.780 --> 01:18:27.160]   making
[01:18:27.160 --> 01:18:27.270]   it
[01:18:27.270 --> 01:18:27.680]   really
[01:18:27.680 --> 01:18:28.000]   hard
[01:18:28.000 --> 01:18:28.140]   for
[01:18:28.140 --> 01:18:28.230]   me
[01:18:28.230 --> 01:18:28.280]   '
[01:18:28.280 --> 01:18:28.500]  cause
[01:18:28.500 --> 01:18:28.590]   it
[01:18:28.590 --> 01:18:28.820]   sucks
[01:18:28.820 --> 01:18:29.000]  .
[01:18:29.000 --> 01:18:29.310]   But
[01:18:29.310 --> 01:18:29.870]   anyway
[01:18:29.870 --> 01:18:30.060]  ,
[01:18:30.060 --> 01:18:30.150]   I
[01:18:30.150 --> 01:18:30.340]  'm
[01:18:30.340 --> 01:18:30.820]   still
[01:18:30.820 --> 01:18:31.600]   watching
[01:18:31.600 --> 01:18:31.780]   it
[01:18:31.780 --> 01:18:32.000]  ,
[01:18:32.000 --> 01:18:32.330]   but
[01:18:32.330 --> 01:18:32.440]   I
[01:18:32.440 --> 01:18:32.690]  'm
[01:18:32.690 --> 01:18:33.210]   gonna
[01:18:33.210 --> 01:18:33.540]   get
[01:18:33.540 --> 01:18:33.760]   to
[01:18:33.760 --> 01:18:34.090]   the
[01:18:34.090 --> 01:18:34.640]   point
[01:18:34.640 --> 01:18:35.000]  .
[01:18:35.000 --> 01:18:35.110]   So
[01:18:35.110 --> 01:18:35.280]   the
[01:18:35.280 --> 01:18:35.540]   point
[01:18:35.540 --> 01:18:35.650]   is
[01:18:35.650 --> 01:18:35.870]   this
[01:18:35.870 --> 01:18:36.000]  ,
[01:18:36.000 --> 01:18:36.150]   the
[01:18:36.150 --> 01:18:36.470]   reason
[01:18:36.470 --> 01:18:36.510]   I
[01:18:36.510 --> 01:18:36.870]   bring
[01:18:36.870 --> 01:18:37.000]   it
[01:18:37.000 --> 01:18:37.000]   up
[01:18:37.000 --> 01:18:37.000]  ,
[01:18:37.000 --> 01:18:37.320]   that
[01:18:37.320 --> 01:18:37.480]   we
[01:18:37.480 --> 01:18:37.710]  're
[01:18:37.710 --> 01:18:38.260]   talking
[01:18:38.260 --> 01:18:38.650]   about
[01:18:38.650 --> 01:18:38.980]   this
[01:18:38.980 --> 01:18:39.000]  ,
[01:18:39.000 --> 01:18:39.070]   is
[01:18:39.070 --> 01:18:39.180]   I
[01:18:39.180 --> 01:18:39.190]   said
[01:18:39.190 --> 01:18:39.230]  ,
[01:18:39.230 --> 01:18:39.250]   "
[01:18:39.250 --> 01:18:39.330]  You
[01:18:39.330 --> 01:18:39.440]   know
[01:18:39.440 --> 01:18:39.590]   what
[01:18:39.590 --> 01:18:39.600]  's
[01:18:39.600 --> 01:18:40.000]   interesting
[01:18:40.000 --> 01:18:40.000]  ?"
[01:18:40.000 --> 01:18:40.130]   I
[01:18:40.130 --> 01:18:40.620]   just
[01:18:40.620 --> 01:18:41.120]   read
[01:18:41.120 --> 01:18:41.620]   this
[01:18:41.620 --> 01:18:42.360]   recent
[01:18:42.360 --> 01:18:43.000]   email
[01:18:43.000 --> 01:18:43.220]   from
[01:18:43.220 --> 01:18:43.490]   Jason
[01:18:43.490 --> 01:18:43.650]   Kal
[01:18:43.650 --> 01:18:43.760]  ac
[01:18:43.760 --> 01:18:43.870]  an
[01:18:43.870 --> 01:18:44.000]  is
[01:18:44.000 --> 01:18:44.290]   that
[01:18:44.290 --> 01:18:44.440]   he
[01:18:44.440 --> 01:18:44.720]   sent
[01:18:44.720 --> 01:18:44.860]   on
[01:18:44.860 --> 01:18:45.080]   his
[01:18:45.080 --> 01:18:45.450]   email
[01:18:45.450 --> 01:18:45.740]   list
[01:18:45.740 --> 01:18:46.000]  .
[01:18:46.000 --> 01:18:46.180]   -
[01:18:46.180 --> 01:18:46.670]   Right
[01:18:46.670 --> 01:18:47.000]  .
[01:18:47.000 --> 01:18:47.000]  
[01:18:47.000 --> 01:18:47.080]   -
[01:18:47.080 --> 01:18:47.340]   And
[01:18:47.340 --> 01:18:47.510]   he
[01:18:47.510 --> 01:18:48.150]   said
[01:18:48.150 --> 01:18:48.190]   that
[01:18:48.190 --> 01:18:48.370]   he
[01:18:48.370 --> 01:18:48.620]   had
[01:18:48.620 --> 01:18:49.000]   been
[01:18:49.000 --> 01:18:50.000]   really
[01:18:50.000 --> 01:18:51.040]   attacking
[01:18:51.040 --> 01:18:52.000]   Facebook
[01:18:52.000 --> 01:18:52.190]   and
[01:18:52.190 --> 01:18:52.570]   Zucker
[01:18:52.570 --> 01:18:52.820]  berg
[01:18:52.820 --> 01:18:53.140]   about
[01:18:53.140 --> 01:18:53.460]   their
[01:18:53.460 --> 01:18:54.000]   policies
[01:18:54.000 --> 01:18:54.060]   of
[01:18:54.060 --> 01:18:54.150]   how
[01:18:54.150 --> 01:18:54.270]   they
[01:18:54.270 --> 01:18:54.330]  'd
[01:18:54.330 --> 01:18:54.450]   roll
[01:18:54.450 --> 01:18:54.540]   out
[01:18:54.540 --> 01:18:54.740]   these
[01:18:54.740 --> 01:18:55.000]   features
[01:18:55.000 --> 01:18:55.000]  ,
[01:18:55.000 --> 01:18:55.250]   and
[01:18:55.250 --> 01:18:55.410]   it
[01:18:55.410 --> 01:18:55.820]   would
[01:18:55.820 --> 01:18:56.150]   kind
[01:18:56.150 --> 01:18:56.310]   of
[01:18:56.310 --> 01:18:56.640]   turn
[01:18:56.640 --> 01:18:57.010]   over
[01:18:57.010 --> 01:18:57.080]   a
[01:18:57.080 --> 01:18:57.320]   lot
[01:18:57.320 --> 01:18:57.480]   of
[01:18:57.480 --> 01:18:58.000]   things
[01:18:58.000 --> 01:18:58.120]   that
[01:18:58.120 --> 01:18:58.240]   were
[01:18:58.240 --> 01:18:58.450]   private
[01:18:58.450 --> 01:18:58.590]   and
[01:18:58.590 --> 01:18:58.660]   make
[01:18:58.660 --> 01:18:58.780]   them
[01:18:58.780 --> 01:18:59.000]   public
[01:18:59.000 --> 01:18:59.000]  ,
[01:18:59.000 --> 01:18:59.220]   and
[01:18:59.220 --> 01:18:59.440]   all
[01:18:59.440 --> 01:18:59.810]   these
[01:18:59.810 --> 01:19:00.180]   kinds
[01:19:00.180 --> 01:19:00.400]   of
[01:19:00.400 --> 01:19:00.760]   things
[01:19:00.760 --> 01:19:01.000]  .
[01:19:01.000 --> 01:19:01.050]   -
[01:19:01.050 --> 01:19:01.200]   Yeah
[01:19:01.200 --> 01:19:01.280]  ,
[01:19:01.280 --> 01:19:01.360]   he
[01:19:01.360 --> 01:19:01.440]  'd
[01:19:01.440 --> 01:19:01.600]   done
[01:19:01.600 --> 01:19:01.820]   quite
[01:19:01.820 --> 01:19:01.890]   a
[01:19:01.890 --> 01:19:02.000]   lot
[01:19:02.000 --> 01:19:02.140]   of
[01:19:02.140 --> 01:19:02.440]   very
[01:19:02.440 --> 01:19:02.560]   sc
[01:19:02.560 --> 01:19:02.700]  at
[01:19:02.700 --> 01:19:03.000]  hing
[01:19:03.000 --> 01:19:03.440]   attacks
[01:19:03.440 --> 01:19:03.540]   on
[01:19:03.540 --> 01:19:04.000]   them
[01:19:04.000 --> 01:19:04.000]  .
[01:19:04.000 --> 01:19:04.230]   -
[01:19:04.230 --> 01:19:04.430]   Yeah
[01:19:04.430 --> 01:19:04.460]  ,
[01:19:04.460 --> 01:19:04.800]   really
[01:19:04.800 --> 01:19:05.050]   bang
[01:19:05.050 --> 01:19:05.170]  ed
[01:19:05.170 --> 01:19:05.290]   on
[01:19:05.290 --> 01:19:05.540]   them
[01:19:05.540 --> 01:19:05.600]   a
[01:19:05.600 --> 01:19:05.790]   lot
[01:19:05.790 --> 01:19:06.000]  .
[01:19:06.000 --> 01:19:06.500]   And
[01:19:06.500 --> 01:19:06.580]   so
[01:19:06.580 --> 01:19:07.530]   he
[01:19:07.530 --> 01:19:07.660]   met
[01:19:07.660 --> 01:19:08.000]  ,
[01:19:08.000 --> 01:19:08.090]   I
[01:19:08.090 --> 01:19:08.540]   guess
[01:19:08.540 --> 01:19:08.720]   he
[01:19:08.720 --> 01:19:09.000]   was
[01:19:09.000 --> 01:19:09.170]   at
[01:19:09.170 --> 01:19:09.680]   some
[01:19:09.680 --> 01:19:10.000]   event
[01:19:10.000 --> 01:19:10.120]   or
[01:19:10.120 --> 01:19:10.790]   conference
[01:19:10.790 --> 01:19:10.920]   or
[01:19:10.920 --> 01:19:11.510]   something
[01:19:11.510 --> 01:19:11.640]   or
[01:19:11.640 --> 01:19:12.000]   party
[01:19:12.000 --> 01:19:12.000]  ,
[01:19:12.000 --> 01:19:12.160]   and
[01:19:12.160 --> 01:19:12.270]   he
[01:19:12.270 --> 01:19:12.430]   was
[01:19:12.430 --> 01:19:13.000]   introduced
[01:19:13.000 --> 01:19:13.400]   to
[01:19:13.400 --> 01:19:14.000]   two
[01:19:14.000 --> 01:19:14.180]   of
[01:19:14.180 --> 01:19:14.450]   the
[01:19:14.450 --> 01:19:15.400]   senior
[01:19:15.400 --> 01:19:15.510]   Facebook
[01:19:15.510 --> 01:19:16.000]   developers
[01:19:16.000 --> 01:19:16.000]  
[01:19:16.000 --> 01:19:16.160]   who
[01:19:16.160 --> 01:19:16.340]   had
[01:19:16.340 --> 01:19:16.570]   been
[01:19:16.570 --> 01:19:16.860]   there
[01:19:16.860 --> 01:19:17.150]   since
[01:19:17.150 --> 01:19:17.380]   very
[01:19:17.380 --> 01:19:17.670]   early
[01:19:17.670 --> 01:19:17.780]   on
[01:19:17.780 --> 01:19:18.000]  .
[01:19:18.000 --> 01:19:18.140]   And
[01:19:18.140 --> 01:19:18.330]   he
[01:19:18.330 --> 01:19:18.730]   said
[01:19:18.730 --> 01:19:18.790]   it
[01:19:18.790 --> 01:19:18.930]   was
[01:19:18.930 --> 01:19:19.200]   kind
[01:19:19.200 --> 01:19:19.320]   of
[01:19:19.320 --> 01:19:19.810]   awkward
[01:19:19.810 --> 01:19:20.000]  ,
[01:19:20.000 --> 01:19:20.130]   he
[01:19:20.130 --> 01:19:20.270]   was
[01:19:20.270 --> 01:19:20.490]   kind
[01:19:20.490 --> 01:19:20.670]   of
[01:19:20.670 --> 01:19:21.000]   waiting
[01:19:21.000 --> 01:19:21.000]   for
[01:19:21.000 --> 01:19:21.000]   those
[01:19:21.000 --> 01:19:21.000]   guys
[01:19:21.000 --> 01:19:21.170]   to
[01:19:21.170 --> 01:19:21.480]   just
[01:19:21.480 --> 01:19:21.950]   really
[01:19:21.950 --> 01:19:22.320]   lay
[01:19:22.320 --> 01:19:22.520]   into
[01:19:22.520 --> 01:19:22.750]   him
[01:19:22.750 --> 01:19:23.000]  .
[01:19:23.000 --> 01:19:23.360]   But
[01:19:23.360 --> 01:19:23.780]   as
[01:19:23.780 --> 01:19:23.810]   it
[01:19:23.810 --> 01:19:24.410]   turns
[01:19:24.410 --> 01:19:24.740]   out
[01:19:24.740 --> 01:19:25.000]  ,
[01:19:25.000 --> 01:19:25.000]   they
[01:19:25.000 --> 01:19:25.000]   were
[01:19:25.000 --> 01:19:25.000]   kind
[01:19:25.000 --> 01:19:25.000]   of
[01:19:25.000 --> 01:19:25.000]   nice
[01:19:25.000 --> 01:19:25.000]  ,
[01:19:25.000 --> 01:19:25.280]   they
[01:19:25.280 --> 01:19:25.580]   were
[01:19:25.580 --> 01:19:25.880]   like
[01:19:25.880 --> 01:19:26.000]  ,
[01:19:26.000 --> 01:19:26.020]   "
[01:19:26.020 --> 01:19:26.120]  Yeah
[01:19:26.120 --> 01:19:26.170]  ,
[01:19:26.170 --> 01:19:26.300]   we
[01:19:26.300 --> 01:19:26.320]   like
[01:19:26.320 --> 01:19:26.420]   your
[01:19:26.420 --> 01:19:26.600]   writing
[01:19:26.600 --> 01:19:26.680]  ,"
[01:19:26.680 --> 01:19:26.730]   or
[01:19:26.730 --> 01:19:27.000]   whatever
[01:19:27.000 --> 01:19:27.000]  .
[01:19:27.000 --> 01:19:27.140]   And
[01:19:27.140 --> 01:19:27.230]   he
[01:19:27.230 --> 01:19:27.400]   said
[01:19:27.400 --> 01:19:27.510]  ,
[01:19:27.510 --> 01:19:27.550]   "
[01:19:27.550 --> 01:19:27.770]  Well
[01:19:27.770 --> 01:19:27.830]  ,
[01:19:27.830 --> 01:19:27.970]   let
[01:19:27.970 --> 01:19:28.060]   me
[01:19:28.060 --> 01:19:28.200]   ask
[01:19:28.200 --> 01:19:28.340]   you
[01:19:28.340 --> 01:19:28.400]   a
[01:19:28.400 --> 01:19:28.760]   question
