
[00:00:00.000 --> 00:00:00.500]  
[00:00:00.500 --> 00:00:00.520]   A
[01:24:43.790 --> 01:24:44.190]   couple
[01:24:44.190 --> 01:24:44.320]   of
[01:24:44.320 --> 01:24:44.580]   days
[01:24:44.580 --> 01:24:44.630]  .
[01:24:44.630 --> 01:24:45.000]   So
[01:24:45.000 --> 01:24:45.070]  ,
[01:24:45.070 --> 01:24:45.220]   then
[01:24:45.220 --> 01:24:45.380]   you
[01:24:45.380 --> 01:24:45.560]   put
[01:24:45.560 --> 01:24:45.800]   the
[01:24:45.800 --> 01:24:46.700]   cry
[01:24:46.700 --> 01:24:48.570]  ogenic
[01:24:48.570 --> 01:24:48.840]   company
[01:24:48.840 --> 01:24:48.950]   or
[01:24:48.950 --> 01:24:49.400]   whatever
[01:24:49.400 --> 01:24:49.500]   in
[01:24:49.500 --> 01:24:49.650]   the
[01:24:49.650 --> 01:24:49.850]   area
[01:24:49.850 --> 01:24:50.000]   and
[01:24:50.000 --> 01:24:50.150]   you
[01:24:50.150 --> 01:24:50.300]   say
[01:24:50.300 --> 01:24:50.400]  ,
[01:24:50.400 --> 01:24:50.450]   "
[01:24:50.450 --> 01:24:50.700]  There
[01:24:50.700 --> 01:24:50.800]  ,
[01:24:50.800 --> 01:24:50.920]   Lord
[01:24:50.920 --> 01:24:51.090]  ,
[01:24:51.090 --> 01:24:51.190]   he
[01:24:51.190 --> 01:24:51.700]  's
[01:24:51.700 --> 01:24:51.730]   probably
[01:24:51.730 --> 01:24:51.950]   going
[01:24:51.950 --> 01:24:52.080]   to
[01:24:52.080 --> 01:24:52.150]   go
[01:24:52.150 --> 01:24:52.300]   any
[01:24:52.300 --> 01:24:52.620]   time
[01:24:52.620 --> 01:24:52.760]  ."
[01:24:52.760 --> 01:24:52.840]   And
[01:24:52.840 --> 01:24:53.240]   so
[01:24:53.240 --> 01:24:53.240]  ,
[01:24:53.240 --> 01:24:53.450]   when
[01:24:53.450 --> 01:24:53.620]   they
[01:24:53.620 --> 01:24:53.760]   get
[01:24:53.760 --> 01:24:54.070]   close
[01:24:54.070 --> 01:24:54.090]  ,
[01:24:54.090 --> 01:24:54.280]   then
[01:24:54.280 --> 01:24:54.470]   they
[01:24:54.470 --> 01:24:54.660]   have
[01:24:54.660 --> 01:24:54.960]   people
[01:24:54.960 --> 01:24:55.180]   right
[01:24:55.180 --> 01:24:55.240]   there
[01:24:55.240 --> 01:24:55.640]  ,
[01:24:55.640 --> 01:24:55.740]   you
[01:24:55.740 --> 01:24:55.750]   know
[01:24:55.750 --> 01:24:55.800]  ,
[01:24:55.800 --> 01:24:55.890]   they
[01:24:55.890 --> 01:24:55.960]  're
[01:24:55.960 --> 01:24:56.680]   waiting
[01:24:56.680 --> 01:24:56.680]  .
[01:24:56.680 --> 01:24:56.800]  
[01:24:56.800 --> 01:24:56.830]   And
[01:24:56.830 --> 01:24:56.960]   then
[01:24:56.960 --> 01:24:57.120]   when
[01:24:57.120 --> 01:24:57.240]   you
[01:24:57.240 --> 01:24:57.320]   go
[01:24:57.320 --> 01:24:57.520]   under
[01:24:57.520 --> 01:24:57.600]  ,
[01:24:57.600 --> 01:24:57.720]   the
[01:24:57.720 --> 01:24:58.020]   minute
[01:24:58.020 --> 01:24:58.120]   when
[01:24:58.120 --> 01:24:58.270]   they
[01:24:58.270 --> 01:24:58.680]   pronounce
[01:24:58.680 --> 01:24:59.000]   that
[01:24:59.000 --> 01:24:59.220]   you
[01:24:59.220 --> 01:24:59.430]  're
[01:24:59.430 --> 01:24:59.560]   dead
[01:24:59.560 --> 01:24:59.880]  ,
[01:24:59.880 --> 01:25:00.070]   they
[01:25:00.070 --> 01:25:00.260]   take
[01:25:00.260 --> 01:25:00.440]   over
[01:25:00.440 --> 01:25:00.510]  ,
[01:25:00.510 --> 01:25:00.690]   they
[01:25:00.690 --> 01:25:00.870]   have
[01:25:00.870 --> 01:25:01.240]   this
[01:25:01.240 --> 01:25:01.380]   process
[01:25:01.380 --> 01:25:01.610]   where
[01:25:01.610 --> 01:25:01.790]   they
[01:25:01.790 --> 01:25:02.020]   drain
[01:25:02.020 --> 01:25:02.160]   the
[01:25:02.160 --> 01:25:02.340]   body
[01:25:02.340 --> 01:25:02.480]   out
[01:25:02.480 --> 01:25:02.620]   and
[01:25:02.620 --> 01:25:02.800]   they
[01:25:02.800 --> 01:25:03.000]  --
[01:25:03.000 --> 01:25:03.050]   -
[01:25:03.050 --> 01:25:03.290]   They
[01:25:03.290 --> 01:25:03.550]   drain
[01:25:03.550 --> 01:25:03.680]   the
[01:25:03.680 --> 01:25:03.890]   body
[01:25:03.890 --> 01:25:04.040]   of
[01:25:04.040 --> 01:25:04.250]   blood
[01:25:04.250 --> 01:25:04.440]  ?
[01:25:04.440 --> 01:25:04.510]   -
[01:25:04.510 --> 01:25:04.820]   They
[01:25:04.820 --> 01:25:05.130]   draw
[01:25:05.130 --> 01:25:05.200]   a
[01:25:05.200 --> 01:25:05.510]   body
[01:25:05.510 --> 01:25:05.660]   of
[01:25:05.660 --> 01:25:06.040]   blood
[01:25:06.040 --> 01:25:06.270]   and
[01:25:06.270 --> 01:25:06.580]   they
[01:25:06.580 --> 01:25:07.040]   inject
[01:25:07.040 --> 01:25:07.190]   it
[01:25:07.190 --> 01:25:07.570]   with
[01:25:07.570 --> 01:25:07.760]   this
[01:25:07.760 --> 01:25:07.970]   sort
[01:25:07.970 --> 01:25:08.040]   of
[01:25:08.040 --> 01:25:08.300]   anti
[01:25:08.300 --> 01:25:08.360]  -
[01:25:08.360 --> 01:25:08.620]  free
[01:25:08.620 --> 01:25:08.760]  ze
[01:25:08.760 --> 01:25:09.000]   stuff
[01:25:09.000 --> 01:25:09.160]   that
[01:25:09.160 --> 01:25:09.640]   basically
[01:25:09.640 --> 01:25:10.230]   prevents
[01:25:10.230 --> 01:25:10.670]  --
[01:25:10.670 --> 01:25:10.850]   that
[01:25:10.850 --> 01:25:10.970]   when
[01:25:10.970 --> 01:25:11.190]   you
[01:25:11.190 --> 01:25:11.510]   are
[01:25:11.510 --> 01:25:11.850]   frozen
[01:25:11.850 --> 01:25:11.990]  ,
[01:25:11.990 --> 01:25:12.140]   it
[01:25:12.140 --> 01:25:12.730]   prevents
[01:25:12.730 --> 01:25:12.950]   the
[01:25:12.950 --> 01:25:13.320]   cells
[01:25:13.320 --> 01:25:13.620]   from
[01:25:13.620 --> 01:25:13.760]  --
[01:25:13.760 --> 01:25:14.470]   crystals
[01:25:14.470 --> 01:25:14.600]   from
[01:25:14.600 --> 01:25:14.820]   forming
[01:25:14.820 --> 01:25:14.920]   the
[01:25:14.920 --> 01:25:15.240]   cells
[01:25:15.240 --> 01:25:15.350]   and
[01:25:15.350 --> 01:25:15.780]   destroying
[01:25:15.780 --> 01:25:15.900]   the
[01:25:15.900 --> 01:25:16.070]   cell
[01:25:16.070 --> 01:25:16.310]   tissue
[01:25:16.310 --> 01:25:16.440]  .
[01:25:16.440 --> 01:25:16.570]   And
[01:25:16.570 --> 01:25:16.570]   they
[01:25:16.570 --> 01:25:17.100]  've
[01:25:17.100 --> 01:25:17.170]   gotten
[01:25:17.170 --> 01:25:17.350]   better
[01:25:17.350 --> 01:25:17.480]   and
[01:25:17.480 --> 01:25:17.720]   better
[01:25:17.720 --> 01:25:17.800]   at
[01:25:17.800 --> 01:25:17.970]   that
[01:25:17.970 --> 01:25:18.200]  .
[01:25:18.200 --> 01:25:18.290]   And
[01:25:18.290 --> 01:25:18.370]   it
[01:25:18.370 --> 01:25:18.680]   continues
[01:25:18.680 --> 01:25:18.760]   to
[01:25:18.760 --> 01:25:18.920]   get
[01:25:18.920 --> 01:25:19.160]   better
[01:25:19.160 --> 01:25:19.500]  .
[01:25:19.500 --> 01:25:19.580]   There
[01:25:19.580 --> 01:25:19.670]  's
[01:25:19.670 --> 01:25:19.750]   less
[01:25:19.750 --> 01:25:19.870]   and
[01:25:19.870 --> 01:25:20.040]   less
[01:25:20.040 --> 01:25:20.290]   damage
[01:25:20.290 --> 01:25:20.440]  .
[01:25:20.440 --> 01:25:20.490]   So
[01:25:20.490 --> 01:25:20.570]  ,
[01:25:20.570 --> 01:25:20.740]   what
[01:25:20.740 --> 01:25:20.860]   you
[01:25:20.860 --> 01:25:21.110]   really
[01:25:21.110 --> 01:25:21.230]   don
[01:25:21.230 --> 01:25:21.310]  't
[01:25:21.310 --> 01:25:21.720]   want
[01:25:21.720 --> 01:25:21.770]   is
[01:25:21.770 --> 01:25:22.280]   that
[01:25:22.280 --> 01:25:22.400]   the
[01:25:22.400 --> 01:25:22.600]   brain
[01:25:22.600 --> 01:25:22.760]   gets
[01:25:22.760 --> 01:25:23.000]   filled
[01:25:23.000 --> 01:25:23.160]   up
[01:25:23.160 --> 01:25:23.160]  
[01:25:23.160 --> 01:25:23.400]   with
[01:25:23.400 --> 01:25:23.420]   a
[01:25:23.420 --> 01:25:23.690]   bunch
[01:25:23.690 --> 01:25:23.780]   of
[01:25:23.780 --> 01:25:24.200]   crystals
[01:25:24.200 --> 01:25:24.540]   that
[01:25:24.540 --> 01:25:24.780]   destroy
[01:25:24.780 --> 01:25:24.930]   the
[01:25:24.930 --> 01:25:24.960]   brain
[01:25:24.960 --> 01:25:25.650]   tissue
[01:25:25.650 --> 01:25:25.730]   and
[01:25:25.730 --> 01:25:26.140]   therefore
[01:25:26.140 --> 01:25:26.310]   all
[01:25:26.310 --> 01:25:26.480]   your
[01:25:26.480 --> 01:25:26.900]   memories
[01:25:26.900 --> 01:25:27.080]  ,
[01:25:27.080 --> 01:25:27.230]   which
[01:25:27.230 --> 01:25:27.320]   is
[01:25:27.320 --> 01:25:27.980]   essentially
[01:25:27.980 --> 01:25:28.150]   who
[01:25:28.150 --> 01:25:28.360]   you
[01:25:28.360 --> 01:25:28.520]   are
[01:25:28.520 --> 01:25:28.640]  ,
[01:25:28.640 --> 01:25:28.670]   right
[01:25:28.670 --> 01:25:29.120]  ?
[01:25:29.120 --> 01:25:29.360]   That
[01:25:29.360 --> 01:25:29.790]   make
[01:25:29.790 --> 01:25:29.900]   sense
[01:25:29.900 --> 01:25:30.120]  ?
[01:25:30.120 --> 01:25:30.150]   -
[01:25:30.150 --> 01:25:30.430]   Yeah
[01:25:30.430 --> 01:25:30.520]  ,
[01:25:30.520 --> 01:25:30.540]   it
[01:25:30.540 --> 01:25:30.740]   makes
[01:25:30.740 --> 01:25:30.780]   a
[01:25:30.780 --> 01:25:30.910]   lot
[01:25:30.910 --> 01:25:31.000]   of
[01:25:31.000 --> 01:25:31.240]   sense
[01:25:31.240 --> 01:25:31.410]  .
[01:25:31.410 --> 01:25:31.940]   It
[01:25:31.940 --> 01:25:32.450]  's
[01:25:32.450 --> 01:25:32.480]   like
[01:25:32.480 --> 01:25:32.760]  --
[01:25:32.760 --> 01:25:32.830]   -
[01:25:32.830 --> 01:25:32.970]   It
[01:25:32.970 --> 01:25:33.110]  's
[01:25:33.110 --> 01:25:33.180]   a
[01:25:33.180 --> 01:25:33.390]   lot
[01:25:33.390 --> 01:25:33.720]   more
[01:25:33.720 --> 01:25:34.050]   sense
[01:25:34.050 --> 01:25:34.330]   than
[01:25:34.330 --> 01:25:34.540]   you
[01:25:34.540 --> 01:25:34.780]  're
[01:25:34.780 --> 01:25:35.040]   like
[01:25:35.040 --> 01:25:35.240]  ,
[01:25:35.240 --> 01:25:35.430]   your
[01:25:35.430 --> 01:25:35.620]   brain
[01:25:35.620 --> 01:25:35.700]  's
[01:25:35.700 --> 01:25:36.000]   filling
[01:25:36.000 --> 01:25:36.080]   up
[01:25:36.080 --> 01:25:36.280]   with
[01:25:36.280 --> 01:25:36.510]   memories
[01:25:36.510 --> 01:25:36.600]  .
[01:25:36.600 --> 01:25:36.670]   -
[01:25:36.670 --> 01:25:36.820]   It
[01:25:36.820 --> 01:25:37.190]   makes
[01:25:37.190 --> 01:25:37.260]   a
[01:25:37.260 --> 01:25:37.480]   lot
[01:25:37.480 --> 01:25:37.620]   of
[01:25:37.620 --> 01:25:38.010]   sense
[01:25:38.010 --> 01:25:38.220]   and
[01:25:38.220 --> 01:25:38.370]   it
[01:25:38.370 --> 01:25:38.510]  's
[01:25:38.510 --> 01:25:38.780]   like
[01:25:38.780 --> 01:25:38.840]  ,
[01:25:38.840 --> 01:25:39.170]   I
[01:25:39.170 --> 01:25:39.170]   don
[01:25:39.170 --> 01:25:39.250]  't
[01:25:39.250 --> 01:25:39.530]   think
[01:25:39.530 --> 01:25:39.540]  --
[01:25:39.540 --> 01:25:39.580]   I
[01:25:39.580 --> 01:25:39.750]   mean
[01:25:39.750 --> 01:25:39.880]  ,
[01:25:39.880 --> 01:25:40.520]   that
[01:25:40.520 --> 01:25:41.000]  --
[01:25:41.000 --> 01:25:41.060]   it
[01:25:41.060 --> 01:25:41.320]   feels
[01:25:41.320 --> 01:25:41.480]   like
[01:25:41.480 --> 01:25:41.570]   a
[01:25:41.570 --> 01:25:41.800]   bad
[01:25:41.800 --> 01:25:41.960]   thing
[01:25:41.960 --> 01:25:42.110]   to
[01:25:42.110 --> 01:25:42.640]   subject
[01:25:42.640 --> 01:25:42.940]   your
[01:25:42.940 --> 01:25:43.240]   like
[01:25:43.240 --> 01:25:43.380]  ,
[01:25:43.380 --> 01:25:43.650]   you
[01:25:43.650 --> 01:25:43.910]   know
[01:25:43.910 --> 01:25:44.060]  ,
[01:25:44.060 --> 01:25:44.350]   your
[01:25:44.350 --> 01:25:44.730]   loved
[01:25:44.730 --> 01:25:44.810]   ones
[01:25:44.810 --> 01:25:45.160]   to
[01:25:45.160 --> 01:25:45.690]  .
[01:25:45.690 --> 01:25:45.770]   Sorry
[01:25:45.770 --> 01:25:45.920]  ,
[01:25:45.920 --> 01:25:46.290]   honey
[01:25:46.290 --> 01:25:46.440]  ,
[01:25:46.440 --> 01:25:46.660]   you
[01:25:46.660 --> 01:25:46.880]  're
[01:25:46.880 --> 01:25:47.180]   like
[01:25:47.180 --> 01:25:47.330]  ,
[01:25:47.330 --> 01:25:47.960]   they
[01:25:47.960 --> 01:25:47.960]  're
[01:25:47.960 --> 01:25:48.120]   just
[01:25:48.120 --> 01:25:48.360]   gonna
[01:25:48.360 --> 01:25:48.360]  
[01:25:48.360 --> 01:25:48.560]   cut
[01:25:48.560 --> 01:25:48.740]   off
[01:25:48.740 --> 01:25:49.010]   your
[01:25:49.010 --> 01:25:49.450]   grandpa
[01:25:49.450 --> 01:25:49.640]   and
[01:25:49.640 --> 01:25:50.030]   fill
[01:25:50.030 --> 01:25:50.030]  --
[01:25:50.030 --> 01:25:50.220]   and
[01:25:50.220 --> 01:25:50.540]   drain
[01:25:50.540 --> 01:25:50.730]   his
[01:25:50.730 --> 01:25:51.140]   blood
[01:25:51.140 --> 01:25:51.240]   and
[01:25:51.240 --> 01:25:51.500]   fill
[01:25:51.500 --> 01:25:51.740]   up
[01:25:51.740 --> 01:25:51.820]   his
[01:25:51.820 --> 01:25:52.140]   veins
[01:25:52.140 --> 01:25:52.400]   with
[01:25:52.400 --> 01:25:52.600]  --
[01:25:52.600 --> 01:25:52.710]   -
[01:25:52.710 --> 01:25:53.050]   You
[01:25:53.050 --> 01:25:53.400]  're
[01:25:53.400 --> 01:25:53.640]   dead
[01:25:53.640 --> 01:25:53.640]  ,
[01:25:53.640 --> 01:25:53.870]   dear
[01:25:53.870 --> 01:25:53.940]   God
[01:25:53.940 --> 01:25:54.070]  .
[01:25:54.070 --> 01:25:54.200]   You
[01:25:54.200 --> 01:25:54.370]   know
[01:25:54.370 --> 01:25:54.460]  ,
[01:25:54.460 --> 01:25:54.530]   it
[01:25:54.530 --> 01:25:54.610]  's
[01:25:54.610 --> 01:25:54.780]   like
[01:25:54.780 --> 01:25:54.950]   when
[01:25:54.950 --> 01:25:55.030]   my
[01:25:55.030 --> 01:25:55.380]   mom
[01:25:55.380 --> 01:25:55.420]   passed
[01:25:55.420 --> 01:25:55.590]   away
[01:25:55.590 --> 01:25:55.800]  .
[01:25:55.800 --> 01:25:56.180]   You
[01:25:56.180 --> 01:25:57.070]   say
[01:25:57.070 --> 01:25:57.070]   your
[01:25:57.070 --> 01:25:57.830]   good
[01:25:57.830 --> 01:25:57.900]  by
[01:25:57.900 --> 01:25:58.080]  es
[01:25:58.080 --> 01:25:58.520]  .
[01:25:58.520 --> 01:25:59.800]   Everybody
[01:25:59.800 --> 01:26:00.040]   leaves
[01:26:00.040 --> 01:26:00.040]   the
[01:26:00.040 --> 01:26:00.280]   room
[01:26:00.280 --> 01:26:00.690]  .
[01:26:00.690 --> 01:26:01.040]   When
[01:26:01.040 --> 01:26:01.050]   people
[01:26:01.050 --> 01:26:01.280]   aren
[01:26:01.280 --> 01:26:01.410]  't
[01:26:01.410 --> 01:26:01.800]   hanging
[01:26:01.800 --> 01:26:02.150]   around
[01:26:02.150 --> 01:26:02.350]   the
[01:26:02.350 --> 01:26:02.570]   room
[01:26:02.570 --> 01:26:02.750]   for
[01:26:02.750 --> 01:26:03.120]   days
[01:26:03.120 --> 01:26:03.230]   with
[01:26:03.230 --> 01:26:03.300]   a
[01:26:03.300 --> 01:26:03.560]   corpse
[01:26:03.560 --> 01:26:03.930]  ,
[01:26:03.930 --> 01:26:03.930]   you
[01:26:03.930 --> 01:26:04.340]  're
[01:26:04.340 --> 01:26:04.350]   gone
[01:26:04.350 --> 01:26:04.600]  .
[01:26:04.600 --> 01:26:05.480]   Everybody
[01:26:05.480 --> 01:26:05.810]   leaves
[01:26:05.810 --> 01:26:05.970]  .
[01:26:05.970 --> 01:26:06.190]   They
[01:26:06.190 --> 01:26:06.300]   go
[01:26:06.300 --> 01:26:06.520]   home
[01:26:06.520 --> 01:26:06.680]   and
[01:26:06.680 --> 01:26:06.950]  ,
[01:26:06.950 --> 01:26:07.170]   you
[01:26:07.170 --> 01:26:07.230]   know
[01:26:07.230 --> 01:26:07.280]  ,
[01:26:07.280 --> 01:26:07.440]   and
[01:26:07.440 --> 01:26:07.550]   it
[01:26:07.550 --> 01:26:07.660]  's
[01:26:07.660 --> 01:26:08.150]   preparing
[01:26:08.150 --> 01:26:08.450]   for
[01:26:08.450 --> 01:26:08.480]   the
[01:26:08.480 --> 01:26:08.860]   funeral
[01:26:08.860 --> 01:26:09.240]   morning
[01:26:09.240 --> 01:26:09.400]  .
[01:26:09.400 --> 01:26:09.560]   The
[01:26:09.560 --> 01:26:09.880]   body
[01:26:09.880 --> 01:26:10.040]   is
[01:26:10.040 --> 01:26:10.180]   just
[01:26:10.180 --> 01:26:10.350]   there
[01:26:10.350 --> 01:26:10.450]  .
[01:26:10.450 --> 01:26:10.590]   What
[01:26:10.590 --> 01:26:10.830]   happens
[01:26:10.830 --> 01:26:10.900]   to
[01:26:10.900 --> 01:26:11.000]   the
[01:26:11.000 --> 01:26:11.140]   body
[01:26:11.140 --> 01:26:11.240]  ?
[01:26:11.240 --> 01:26:11.380]   Even
[01:26:11.380 --> 01:26:11.450]   if
[01:26:11.450 --> 01:26:11.550]   you
[01:26:11.550 --> 01:26:11.650]   don
[01:26:11.650 --> 01:26:11.720]  't
[01:26:11.720 --> 01:26:11.870]   have
[01:26:11.870 --> 01:26:12.100]   the
[01:26:12.100 --> 01:26:12.100]   body
[01:26:12.100 --> 01:26:12.240]  ,
[01:26:12.240 --> 01:26:12.380]   it
[01:26:12.380 --> 01:26:12.390]   gets
[01:26:12.390 --> 01:26:12.520]   sent
[01:26:12.520 --> 01:26:12.620]   off
[01:26:12.620 --> 01:26:12.830]   to
[01:26:12.830 --> 01:26:13.000]   either
[01:26:13.000 --> 01:26:13.000]  --
[01:26:13.000 --> 01:26:13.050]   -
[01:26:13.050 --> 01:26:13.200]   But
[01:26:13.200 --> 01:26:13.350]   can
[01:26:13.350 --> 01:26:13.550]   they
[01:26:13.550 --> 01:26:13.850]   really
[01:26:13.850 --> 01:26:14.050]   stop
[01:26:14.050 --> 01:26:14.150]  --
[01:26:14.150 --> 01:26:14.350]   stop
[01:26:14.350 --> 01:26:14.770]   crystall
[01:26:14.770 --> 01:26:15.140]  ization
[01:26:15.140 --> 01:26:15.320]   from
[01:26:15.320 --> 01:26:15.750]   happening
[01:26:15.750 --> 01:26:15.970]  ?
[01:26:15.970 --> 01:26:16.080]   I
[01:26:16.080 --> 01:26:16.590]   mean
[01:26:16.590 --> 01:26:16.840]  ,
[01:26:16.840 --> 01:26:16.900]   in
[01:26:16.900 --> 01:26:17.020]   your
[01:26:17.020 --> 01:26:17.170]   whole
[01:26:17.170 --> 01:26:17.290]   body
[01:26:17.290 --> 01:26:17.400]  ?
[01:26:17.400 --> 01:26:17.400]  
[01:26:17.400 --> 01:26:17.430]   -
[01:26:17.430 --> 01:26:17.570]   From
[01:26:17.570 --> 01:26:17.710]   what
[01:26:17.710 --> 01:26:17.740]   I
[01:26:17.740 --> 01:26:18.110]   understand
[01:26:18.110 --> 01:26:18.180]  --
[01:26:18.180 --> 01:26:18.210]   I
[01:26:18.210 --> 01:26:18.350]   mean
[01:26:18.350 --> 01:26:18.430]  ,
[01:26:18.430 --> 01:26:18.490]   it
[01:26:18.490 --> 01:26:18.560]  's
[01:26:18.560 --> 01:26:18.700]   not
[01:26:18.700 --> 01:26:18.840]   like
[01:26:18.840 --> 01:26:18.850]   I
[01:26:18.850 --> 01:26:19.080]   follow
[01:26:19.080 --> 01:26:19.200]   this
[01:26:19.200 --> 01:26:19.310]  .
[01:26:19.310 --> 01:26:19.340]   I
[01:26:19.340 --> 01:26:19.650]   check
[01:26:19.650 --> 01:26:19.720]   up
[01:26:19.720 --> 01:26:19.800]   on
[01:26:19.800 --> 01:26:19.960]   this
[01:26:19.960 --> 01:26:20.080]   about
[01:26:20.080 --> 01:26:20.200]   once
[01:26:20.200 --> 01:26:20.440]   every
[01:26:20.440 --> 01:26:20.620]   five
[01:26:20.620 --> 01:26:20.850]   years
[01:26:20.850 --> 01:26:21.030]   when
[01:26:21.030 --> 01:26:21.400]   Mitchell
[01:26:21.400 --> 01:26:21.640]   sends
[01:26:21.640 --> 01:26:21.720]   me
[01:26:21.720 --> 01:26:21.760]   a
[01:26:21.760 --> 01:26:21.940]   link
[01:26:21.940 --> 01:26:22.030]   or
[01:26:22.030 --> 01:26:22.070]   I
[01:26:22.070 --> 01:26:22.230]  'll
[01:26:22.230 --> 01:26:22.490]   happen
[01:26:22.490 --> 01:26:22.570]   to
[01:26:22.570 --> 01:26:22.730]   see
[01:26:22.730 --> 01:26:22.900]   some
[01:26:22.900 --> 01:26:23.080]  --
[01:26:23.080 --> 01:26:23.190]   a
[01:26:23.190 --> 01:26:24.440]   documentary
[01:26:24.440 --> 01:26:24.520]   or
[01:26:24.520 --> 01:26:24.760]   something
[01:26:24.760 --> 01:26:24.900]   on
[01:26:24.900 --> 01:26:25.040]   it
[01:26:25.040 --> 01:26:25.400]  .
[01:26:25.400 --> 01:26:25.490]   It
[01:26:25.490 --> 01:26:25.540]  's
[01:26:25.540 --> 01:26:25.760]   not
[01:26:25.760 --> 01:26:26.050]   like
[01:26:26.050 --> 01:26:26.150]   I
[01:26:26.150 --> 01:26:26.480]   spend
[01:26:26.480 --> 01:26:26.770]   much
[01:26:26.770 --> 01:26:27.060]   time
[01:26:27.060 --> 01:26:27.640]   thinking
[01:26:27.640 --> 01:26:28.130]   about
[01:26:28.130 --> 01:26:28.290]   this
[01:26:28.290 --> 01:26:28.500]  .
[01:26:28.500 --> 01:26:28.740]   But
[01:26:28.740 --> 01:26:29.260]   from
[01:26:29.260 --> 01:26:29.310]   what
[01:26:29.310 --> 01:26:29.380]   I
[01:26:29.380 --> 01:26:30.110]   understand
[01:26:30.110 --> 01:26:30.360]   is
[01:26:30.360 --> 01:26:30.360]  ,
[01:26:30.360 --> 01:26:30.740]   continue
[01:26:30.740 --> 01:26:30.830]   to
[01:26:30.830 --> 01:26:30.970]   get
[01:26:30.970 --> 01:26:31.300]   better
[01:26:31.300 --> 01:26:31.400]   and
[01:26:31.400 --> 01:26:31.690]   better
[01:26:31.690 --> 01:26:31.830]  .
[01:26:31.830 --> 01:26:32.010]   They
[01:26:32.010 --> 01:26:32.210]   keep
[01:26:32.210 --> 01:26:32.540]   finding
[01:26:32.540 --> 01:26:32.830]   better
[01:26:32.830 --> 01:26:32.970]   and
[01:26:32.970 --> 01:26:33.320]   better
[01:26:33.320 --> 01:26:34.440]   chemical
[01:26:34.440 --> 01:26:35.800]   solutions
[01:26:35.800 --> 01:26:36.030]   to
[01:26:36.030 --> 01:26:36.970]   minimize
[01:26:36.970 --> 01:26:37.250]   the
[01:26:37.250 --> 01:26:38.030]   crystal
[01:26:38.030 --> 01:26:38.830]   damage
[01:26:38.830 --> 01:26:39.080]  .
[01:26:39.080 --> 01:26:39.120]   -
[01:26:39.120 --> 01:26:39.210]   So
[01:26:39.210 --> 01:26:39.370]   then
[01:26:39.370 --> 01:26:39.540]   when
[01:26:39.540 --> 01:26:39.710]   they
[01:26:39.710 --> 01:26:39.960]   revive
[01:26:39.960 --> 01:26:40.080]   you
[01:26:40.080 --> 01:26:40.200]  ,
[01:26:40.200 --> 01:26:40.370]   they
[01:26:40.370 --> 01:26:40.990]  're
[01:26:40.990 --> 01:26:41.160]   gonna
[01:26:41.160 --> 01:26:41.400]   unf
[01:26:41.400 --> 01:26:41.640]  ree
[01:26:41.640 --> 01:26:41.820]  ze
[01:26:41.820 --> 01:26:42.280]   you
[01:26:42.280 --> 01:26:42.280]  .
[01:26:42.280 --> 01:26:42.580]   They
[01:26:42.580 --> 01:26:43.170]  're
[01:26:43.170 --> 01:26:43.240]   gonna
[01:26:43.240 --> 01:26:43.770]   pull
[01:26:43.770 --> 01:26:43.800]  --
[01:26:43.800 --> 01:26:43.960]   take
[01:26:43.960 --> 01:26:44.770]   the
[01:26:44.770 --> 01:26:44.990]   fluid
[01:26:44.990 --> 01:26:45.150]   out
[01:26:45.150 --> 01:26:45.330]   of
[01:26:45.330 --> 01:26:45.700]   your
[01:26:45.700 --> 01:26:45.880]  --
[01:26:45.880 --> 01:26:45.880]  
[01:26:45.880 --> 01:26:45.940]   -
[01:26:45.940 --> 01:26:46.280]   Re
[01:26:46.280 --> 01:26:46.460]  place
[01:26:46.460 --> 01:26:46.540]   it
[01:26:46.540 --> 01:26:46.810]   with
[01:26:46.810 --> 01:26:47.150]   blood
[01:26:47.150 --> 01:26:47.340]   and
[01:26:47.340 --> 01:26:48.240]   theoretically
[01:26:48.240 --> 01:26:48.440]  ,
[01:26:48.440 --> 01:26:48.750]   just
[01:26:48.750 --> 01:26:48.960]   like
[01:26:48.960 --> 01:26:49.040]   how
[01:26:49.040 --> 01:26:49.160]   we
[01:26:49.160 --> 01:26:49.320]   have
[01:26:49.320 --> 01:26:49.440]   all
[01:26:49.440 --> 01:26:49.660]   these
[01:26:49.660 --> 01:26:49.880]   amazing
[01:26:49.880 --> 01:26:50.360]   scientific
[01:26:50.360 --> 01:26:50.710]   things
[01:26:50.710 --> 01:26:50.830]   like
[01:26:50.830 --> 01:26:50.970]   DNA
[01:26:50.970 --> 01:26:51.110]   nan
[01:26:51.110 --> 01:26:51.200]  ob
[01:26:51.200 --> 01:26:51.340]  ots
[01:26:51.340 --> 01:26:51.530]   are
[01:26:51.530 --> 01:26:51.810]   killing
[01:26:51.810 --> 01:26:52.040]   leuke
