
[00:00:00.000 --> 00:00:00.000]  
[00:00:00.000 --> 00:00:00.070]   <
[01:31:27.650 --> 01:31:27.840]  's
[01:31:27.840 --> 01:31:27.920]   a
[01:31:27.920 --> 01:31:28.200]   l
[01:31:28.200 --> 01:31:28.270]   it
[01:31:28.270 --> 01:31:28.380]  's
[01:31:28.380 --> 01:31:28.470]   a
[01:31:28.470 --> 01:31:29.030]   better
[01:31:29.030 --> 01:31:29.680]   example
[01:31:29.680 --> 01:31:30.140]   proof
[01:31:30.140 --> 01:31:30.320]   ex
[01:31:30.320 --> 01:31:30.410]  a
[01:31:30.410 --> 01:31:30.610]   a
[01:31:30.610 --> 01:31:30.960]   proof
[01:31:30.960 --> 01:31:31.140]   of
[01:31:31.140 --> 01:31:31.790]   concept
[01:31:31.790 --> 01:31:32.340]   of
[01:31:32.340 --> 01:31:32.480]   what
[01:31:32.480 --> 01:31:32.520]  's
[01:31:32.520 --> 01:31:33.260]   possible
[01:31:33.260 --> 01:31:33.660]  .
[01:31:35.120 --> 01:31:35.170]  
[01:31:35.170 --> 01:31:35.260]   Um
[01:31:35.260 --> 01:31:35.400]   so
[01:31:35.400 --> 01:31:35.470]   I
[01:31:35.470 --> 01:31:35.680]   got
[01:31:35.680 --> 01:31:35.820]   an
[01:31:35.820 --> 01:31:36.390]   update
[01:31:36.390 --> 01:31:36.440]   on
[01:31:36.440 --> 01:31:36.460]   M
[01:31:36.460 --> 01:31:36.530]  _
[01:31:36.530 --> 01:31:36.600]  V
[01:31:36.600 --> 01:31:36.670]  _
[01:31:36.670 --> 01:31:37.030]   code
[01:31:37.030 --> 01:31:37.230]   club
[01:31:37.230 --> 01:31:37.370]   on
[01:31:37.370 --> 01:31:37.580]   our
[01:31:37.580 --> 01:31:38.090]   numbers
[01:31:38.090 --> 01:31:38.940]  . [SPEAKER_TURN]
[01:31:38.940 --> 01:31:39.830]   Oh
[01:31:39.830 --> 01:31:39.870]   okay
[01:31:39.870 --> 01:31:40.180]   so
[01:31:40.180 --> 01:31:40.540]   uh
[01:31:40.540 --> 01:31:40.820]   so
[01:31:40.820 --> 01:31:41.120]   uh [SPEAKER_TURN]
[01:31:41.120 --> 01:31:41.460]   So
[01:31:41.460 --> 01:31:42.200]   when
[01:31:42.200 --> 01:31:42.310]   I
[01:31:42.310 --> 01:31:43.880]   invested
[01:31:43.880 --> 01:31:44.010]   in
[01:31:44.010 --> 01:31:45.030]   June
[01:31:45.030 --> 01:31:45.350]   of
[01:31:45.350 --> 01:31:45.710]   last
[01:31:45.710 --> 01:31:46.490]   year
[01:31:46.490 --> 01:31:46.490]   I
[01:31:46.490 --> 01:31:46.790]   think
[01:31:46.790 --> 01:31:47.220]   it
[01:31:47.220 --> 01:31:47.290]   was
[01:31:47.290 --> 01:31:47.660]   eighty
[01:31:47.660 --> 01:31:48.330]   somewhere
[01:31:48.330 --> 01:31:49.290]   between
[01:31:49.290 --> 01:31:49.340]   eighty
[01:31:49.340 --> 01:31:49.510]   and
[01:31:49.510 --> 01:31:49.950]   ninety
[01:31:49.950 --> 01:31:50.170]   say
[01:31:50.170 --> 01:31:50.610]   eighty
[01:31:50.610 --> 01:31:50.900]   five
[01:31:50.900 --> 01:31:51.190]   kids
[01:31:51.190 --> 01:31:51.410]  .
[01:31:51.410 --> 01:31:51.550]   We
[01:31:51.550 --> 01:31:51.770]   now
[01:31:51.770 --> 01:31:52.140]   have
[01:31:52.140 --> 01:31:52.420]   two
[01:31:52.420 --> 01:31:52.420]   as
[01:31:52.420 --> 01:31:52.750]   of
[01:31:52.750 --> 01:31:52.850]   last
[01:31:52.850 --> 01:31:53.130]   week
[01:31:53.130 --> 01:31:53.290]   we
[01:31:53.290 --> 01:31:53.500]   had
[01:31:53.500 --> 01:31:53.720]   two
[01:31:53.720 --> 01:31:54.090]   sixty
[01:31:54.090 --> 01:31:54.330]   two
[01:31:54.330 --> 01:31:55.300]  . [SPEAKER_TURN]
[01:31:55.300 --> 01:31:55.330]   M
[01:31:55.330 --> 01:31:56.540]  m
[01:31:56.540 --> 01:31:56.710]  -
[01:31:56.710 --> 01:31:57.180]  h
[01:31:57.180 --> 01:31:58.120]  mm
[01:31:58.120 --> 01:31:59.560]  .
[01:32:01.700 --> 01:32:01.780]  
[01:32:01.780 --> 01:32:01.960]   Three
[01:32:01.960 --> 01:32:02.060]   or
[01:32:02.060 --> 01:32:02.160]   th
[01:32:02.160 --> 01:32:02.330]   two
[01:32:02.330 --> 01:32:02.620]   three
[01:32:02.620 --> 01:32:02.830]   times
[01:32:02.830 --> 01:32:03.090]   would
[01:32:03.090 --> 01:32:03.190]   be
[01:32:03.190 --> 01:32:03.400]   yeah
[01:32:03.400 --> 01:32:03.500]   it
[01:32:03.500 --> 01:32:03.600]  's
[01:32:03.600 --> 01:32:03.650]   a
[01:32:03.650 --> 01:32:04.070]   probably
[01:32:04.070 --> 01:32:04.280]   more
[01:32:04.280 --> 01:32:04.490]   like
[01:32:04.490 --> 01:32:04.800]   three
[01:32:04.800 --> 01:32:04.800]   I
[01:32:04.800 --> 01:32:05.060]   think
[01:32:05.060 --> 01:32:05.260]   I
[01:32:05.260 --> 01:32:05.370]   think
[01:32:05.370 --> 01:32:05.470]   uh
[01:32:05.470 --> 01:32:05.520]   I
[01:32:05.520 --> 01:32:05.780]   think
[01:32:05.780 --> 01:32:05.870]   as
[01:32:05.870 --> 01:32:05.960]   of
[01:32:05.960 --> 01:32:06.810]   September
[01:32:06.810 --> 01:32:06.850]   October
[01:32:06.850 --> 01:32:06.910]   we
[01:32:06.910 --> 01:32:07.060]  're
[01:32:07.060 --> 01:32:07.160]   ki
[01:32:07.160 --> 01:32:07.260]   we
[01:32:07.260 --> 01:32:07.410]  're
[01:32:07.410 --> 01:32:07.590]   in
[01:32:07.590 --> 01:32:07.770]   about
[01:32:07.770 --> 01:32:08.080]   twenty
[01:32:08.080 --> 01:32:08.440]   percent
[01:32:08.440 --> 01:32:08.490]   a
[01:32:08.490 --> 01:32:08.750]   month
[01:32:08.750 --> 01:32:09.500]  . [SPEAKER_TURN]
[01:32:09.500 --> 01:32:09.560]   That
[01:32:09.560 --> 01:32:10.220]  's
[01:32:10.220 --> 01:32:10.270]   great
[01:32:10.270 --> 01:32:10.500]  .
[01:32:10.500 --> 01:32:10.620]   So
[01:32:10.620 --> 01:32:10.890]   you
[01:32:10.890 --> 01:32:10.970]   so
[01:32:10.970 --> 01:32:11.180]   for
[01:32:11.180 --> 01:32:11.530]   Terry
[01:32:11.530 --> 01:32:11.670]  's
[01:32:11.670 --> 01:32:12.330]   benefit
[01:32:12.330 --> 01:32:12.520]   Jason
[01:32:12.520 --> 01:32:13.090]   invested
[01:32:13.090 --> 01:32:13.590]   seventy
[01:32:13.590 --> 01:32:13.910]   five
[01:32:13.910 --> 01:32:14.220]   grand
[01:32:14.220 --> 01:32:14.360]   in
[01:32:14.360 --> 01:32:14.430]   a
[01:32:14.430 --> 01:32:14.780]   start
[01:32:14.780 --> 01:32:14.850]  -
[01:32:14.850 --> 01:32:14.990]  up
[01:32:14.990 --> 01:32:15.280]   that
[01:32:15.280 --> 01:32:15.910]  's
[01:32:15.910 --> 01:32:16.040]   teaches
[01:32:16.040 --> 01:32:16.230]   kids
[01:32:16.230 --> 01:32:16.400]   how
[01:32:16.400 --> 01:32:16.550]   to
[01:32:16.550 --> 01:32:16.820]   code
[01:32:16.820 --> 01:32:17.030]   and
[01:32:17.030 --> 01:32:17.170]   it
[01:32:17.170 --> 01:32:17.300]  's
[01:32:17.300 --> 01:32:17.750]   gone
[01:32:17.750 --> 01:32:17.870]   from
[01:32:17.870 --> 01:32:18.300]   eighty
[01:32:18.300 --> 01:32:18.580]   kids
[01:32:18.580 --> 01:32:18.720]   to
[01:32:18.720 --> 01:32:18.930]   two
[01:32:18.930 --> 01:32:19.640]   hundred
[01:32:19.640 --> 01:32:20.400]   and [SPEAKER_TURN]
[01:32:20.400 --> 01:32:20.660]   S
[01:32:20.660 --> 01:32:20.660]  ixty
[01:32:20.660 --> 01:32:20.940]   two
[01:32:20.940 --> 01:32:21.400]  . [SPEAKER_TURN]
[01:32:21.400 --> 01:32:21.620]   That
[01:32:21.620 --> 01:32:21.870]  's
[01:32:21.870 --> 01:32:22.080]   pretty
[01:32:22.080 --> 01:32:22.440]   awesome
[01:32:22.440 --> 01:32:22.710]  .
[01:32:22.710 --> 01:32:22.790]   In
[01:32:22.790 --> 01:32:22.870]   how
[01:32:22.870 --> 01:32:22.990]   in
[01:32:22.990 --> 01:32:23.140]   how
[01:32:23.140 --> 01:32:23.360]   long
[01:32:23.360 --> 01:32:23.560]  ? [SPEAKER_TURN]
[01:32:23.560 --> 01:32:23.780]   How
[01:32:23.780 --> 01:32:24.070]   well
[01:32:24.070 --> 01:32:24.220]   it
[01:32:24.220 --> 01:32:24.450]  'll
[01:32:24.450 --> 01:32:24.750]   be
[01:32:24.750 --> 01:32:24.820]   oh
[01:32:24.820 --> 01:32:24.850]   I
[01:32:24.850 --> 01:32:25.190]   think
[01:32:25.190 --> 01:32:25.400]   in
[01:32:25.400 --> 01:32:25.640]   July
[01:32:25.640 --> 01:32:25.790]   so
[01:32:25.790 --> 01:32:25.940]   ma
[01:32:25.940 --> 01:32:26.230]   it
[01:32:26.230 --> 01:32:26.290]  's
[01:32:26.290 --> 01:32:26.600]   about
[01:32:26.600 --> 01:32:26.830]   ten
[01:32:26.830 --> 01:32:27.270]   months
[01:32:27.270 --> 01:32:28.140]  . [SPEAKER_TURN]
[01:32:28.140 --> 01:32:28.310]   That
[01:32:28.310 --> 01:32:28.390]  's
[01:32:28.390 --> 01:32:28.760]   pretty
[01:32:28.760 --> 01:32:28.810]   cool
[01:32:28.810 --> 01:32:29.300]  . [SPEAKER_TURN]
[01:32:29.300 --> 01:32:29.340]   I
[01:32:29.340 --> 01:32:29.580]   guess
[01:32:29.580 --> 01:32:29.710]   they
[01:32:29.710 --> 01:32:30.030]   invested
[01:32:30.030 --> 01:32:30.120]   in
[01:32:30.120 --> 01:32:30.280]   July
[01:32:30.280 --> 01:32:30.360]   so
[01:32:30.360 --> 01:32:30.570]   about
[01:32:30.570 --> 01:32:30.720]   ten
[01:32:30.720 --> 01:32:30.940]   months
[01:32:30.940 --> 01:32:31.120]  .
[01:32:31.680 --> 01:32:31.760]  
[01:32:31.760 --> 01:32:32.060]   though
[01:32:32.060 --> 01:32:32.220]  ,
[01:32:32.220 --> 01:32:32.300]   it
[01:32:32.300 --> 01:32:32.470]  's
[01:32:32.470 --> 01:32:32.560]   it
[01:32:32.560 --> 01:32:32.660]  's
[01:32:32.660 --> 01:32:32.780]   it
[01:32:32.780 --> 01:32:32.900]  's
[01:32:32.900 --> 01:32:33.280]   coming
[01:32:33.280 --> 01:32:33.660]   along
[01:32:33.660 --> 01:32:33.720]  ,
[01:32:33.720 --> 01:32:33.960]   it
[01:32:33.960 --> 01:32:34.140]  's
[01:32:34.140 --> 01:32:34.280]   doing
[01:32:34.280 --> 01:32:34.550]   well
[01:32:34.550 --> 01:32:34.650]  ,
[01:32:34.650 --> 01:32:34.840]   but
[01:32:34.840 --> 01:32:35.020]   the
[01:32:35.020 --> 01:32:35.350]   other
[01:32:35.350 --> 01:32:35.600]   cool
[01:32:35.600 --> 01:32:35.920]   thing
[01:32:35.920 --> 01:32:36.040]   is
[01:32:36.040 --> 01:32:36.290]   they
[01:32:36.290 --> 01:32:36.480]  're
[01:32:36.480 --> 01:32:36.830]   ha
[01:32:36.830 --> 01:32:36.850]   they
[01:32:36.850 --> 01:32:37.160]  're
[01:32:37.160 --> 01:32:37.360]   doing
[01:32:37.360 --> 01:32:37.420]   a
[01:32:37.420 --> 01:32:37.740]   bunch
[01:32:37.740 --> 01:32:37.860]   of
[01:32:37.860 --> 01:32:38.270]   camps
[01:32:38.270 --> 01:32:38.430]   this
[01:32:38.430 --> 01:32:38.810]   summer
[01:32:38.810 --> 01:32:39.000]   and
[01:32:39.000 --> 01:32:39.120]   uh
[01:32:39.120 --> 01:32:39.400]   they
[01:32:39.400 --> 01:32:39.620]   have
[01:32:39.620 --> 01:32:39.690]   a
[01:32:39.690 --> 01:32:40.060]   couple
[01:32:40.060 --> 01:32:40.570]   robotics
[01:32:40.570 --> 01:32:40.890]   camps
[01:32:40.890 --> 01:32:41.070]   and
[01:32:41.070 --> 01:32:41.200]   um
[01:32:41.200 --> 01:32:41.520]   there
[01:32:41.520 --> 01:32:41.640]  's
[01:32:41.640 --> 01:32:41.830]   one
[01:32:41.830 --> 01:32:41.980]   uh
[01:32:41.980 --> 01:32:42.470]   robotics
[01:32:42.470 --> 01:32:42.710]   camp
[01:32:42.710 --> 01:32:42.960]   that
[01:32:42.960 --> 01:32:43.080]  's
[01:32:43.080 --> 01:32:43.330]   they
[01:32:43.330 --> 01:32:43.520]  're
[01:32:43.520 --> 01:32:43.840]   doing
[01:32:43.840 --> 01:32:43.980]   it
[01:32:43.980 --> 01:32:44.080]  's
[01:32:44.080 --> 01:32:44.200]   on
[01:32:44.200 --> 01:32:44.650]   Arduino
[01:32:44.650 --> 01:32:44.770]   so
[01:32:44.770 --> 01:32:45.230]   you
[01:32:45.230 --> 01:32:45.280]   build
[01:32:45.280 --> 01:32:45.530]   your
[01:32:45.530 --> 01:32:45.740]   own
[01:32:45.740 --> 01:32:46.040]   robot
[01:32:46.040 --> 01:32:46.160]  ,
[01:32:46.160 --> 01:32:46.310]   um
[01:32:46.310 --> 01:32:46.470]   use
[01:32:46.470 --> 01:32:46.710]   your
[01:32:46.710 --> 01:32:46.910]   own
[01:32:46.910 --> 01:32:47.230]   parts
[01:32:47.230 --> 01:32:47.350]   and
[01:32:47.350 --> 01:32:47.780]   they
[01:32:47.780 --> 01:32:47.860]  're
[01:32:47.860 --> 01:32:48.180]   doing
[01:32:48.180 --> 01:32:48.820]   everything
[01:32:48.820 --> 01:32:49.010]  .
[01:32:49.010 --> 01:32:49.190]   So
[01:32:49.190 --> 01:32:49.310]   I
[01:32:49.310 --> 01:32:49.330]  'm
[01:32:49.330 --> 01:32:49.820]   actually
[01:32:49.820 --> 01:32:50.190]   gonna
[01:32:50.190 --> 01:32:50.260]   be
[01:32:50.260 --> 01:32:50.710]   sending
[01:32:50.710 --> 01:32:50.890]   Col
[01:32:50.890 --> 01:32:51.140]  by
[01:32:51.140 --> 01:32:51.160]   up
[01:32:51.160 --> 01:32:51.330]   for
[01:32:51.330 --> 01:32:51.480]   a
[01:32:51.480 --> 01:32:51.660]   week
[01:32:51.660 --> 01:32:51.870]   to
[01:32:51.870 --> 01:32:52.010]   stay
[01:32:52.010 --> 01:32:52.260]   with
[01:32:52.260 --> 01:32:52.510]   Doug
[01:32:52.510 --> 01:32:52.570]   '
[01:32:52.570 --> 01:32:52.890]  Cause
[01:32:52.890 --> 01:32:53.080]  .
[01:32:53.080 --> 01:32:53.270]   you
[01:32:53.270 --> 01:32:53.520]   know
[01:32:53.520 --> 01:32:53.770]   Doug
[01:32:53.770 --> 01:32:53.890]  ,
[01:32:53.890 --> 01:32:54.010]   we
[01:32:54.010 --> 01:32:54.260]   yeah
[01:32:54.260 --> 01:32:54.600]   well
[01:32:54.600 --> 01:32:54.640]   so
[01:32:54.640 --> 01:32:54.820]   you
[01:32:54.820 --> 01:32:55.070]   know
[01:32:55.070 --> 01:32:55.190]   we
[01:32:55.190 --> 01:32:55.500]   Doug
[01:32:55.500 --> 01:32:55.640]   uh
[01:32:55.640 --> 01:32:55.750]   our
[01:32:55.750 --> 01:32:56.000]   two
[01:32:56.000 --> 01:32:56.490]   families
[01:32:56.490 --> 01:32:56.570]   we
[01:32:56.570 --> 01:32:56.820]   went
[01:32:56.820 --> 01:32:57.090]   on
[01:32:57.090 --> 01:32:57.550]   vacation
[01:32:57.550 --> 01:32:57.570]   uh
[01:32:57.570 --> 01:32:57.630]   f
[01:32:57.630 --> 01:32:57.750]   uh
[01:32:57.750 --> 01:32:57.970]   last
[01:32:57.970 --> 01:32:58.380]   summer
[01:32:58.380 --> 01:32:58.890]   together
[01:32:58.890 --> 01:32:59.080]   for
[01:32:59.080 --> 01:32:59.140]   a
[01:32:59.140 --> 01:32:59.330]   few
[01:32:59.330 --> 01:32:59.580]   days
[01:32:59.580 --> 01:32:59.770]   and
[01:32:59.770 --> 01:33:00.140]   um
[01:33:00.140 --> 01:33:00.150]   Doug
[01:33:00.150 --> 01:33:00.260]  's
[01:33:00.260 --> 01:33:00.440]   son
[01:33:00.440 --> 01:33:01.000]   Eli
[01:33:01.000 --> 01:33:01.680]  's
[01:33:01.680 --> 01:33:01.680]  
[01:33:01.680 --> 01:33:01.790]   is
[01:33:01.790 --> 01:33:01.930]   Col
[01:33:01.930 --> 01:33:02.030]  by
[01:33:02.030 --> 01:33:02.130]  's
[01:33:02.130 --> 01:33:02.430]   age
[01:33:02.430 --> 01:33:02.540]   and
[01:33:02.540 --> 01:33:02.680]   grade
[01:33:02.680 --> 01:33:02.830]   and
[01:33:02.830 --> 01:33:03.390]   everything
[01:33:03.390 --> 01:33:03.540]  .
[01:33:03.540 --> 01:33:03.740]   They
[01:33:03.740 --> 01:33:03.900]   got
[01:33:03.900 --> 01:33:03.960]   a
[01:33:03.960 --> 01:33:04.130]   lot
[01:33:04.130 --> 01:33:04.270]   of
[01:33:04.270 --> 01:33:04.520]   grade
[01:33:04.520 --> 01:33:04.730]  .
[01:33:04.730 --> 01:33:04.910]   And
[01:33:04.910 --> 01:33:05.030]   so
[01:33:05.030 --> 01:33:05.150]   he
[01:33:05.150 --> 01:33:05.270]  's
[01:33:05.270 --> 01:33:05.510]   just
[01:33:05.510 --> 01:33:06.030]   gonna
[01:33:06.030 --> 01:33:06.090]   come
[01:33:06.090 --> 01:33:06.340]   stay
[01:33:06.340 --> 01:33:06.590]   with
[01:33:06.590 --> 01:33:06.840]   hang
[01:33:06.840 --> 01:33:07.030]   out
[01:33:07.030 --> 01:33:07.310]   with
[01:33:07.310 --> 01:33:07.470]   Eli
[01:33:07.470 --> 01:33:07.660]   for
[01:33:07.660 --> 01:33:07.720]   a
[01:33:07.720 --> 01:33:07.970]   week
[01:33:07.970 --> 01:33:08.160]   and
[01:33:08.160 --> 01:33:08.300]   go
[01:33:08.300 --> 01:33:08.400]   to
[01:33:08.400 --> 01:33:08.590]   his
[01:33:08.590 --> 01:33:08.840]   camp
[01:33:08.840 --> 01:33:09.030]   for
[01:33:09.030 --> 01:33:09.090]   a
[01:33:09.090 --> 01:33:09.660]   week
[01:33:09.660 --> 01:33:09.830]   and
[01:33:09.830 --> 01:33:09.910]   that
[01:33:09.910 --> 01:33:09.950]  's
[01:33:09.950 --> 01:33:10.080]   that
[01:33:10.080 --> 01:33:10.160]  's
[01:33:10.160 --> 01:33:10.510]   really
[01:33:10.510 --> 01:33:10.650]   gonna
[01:33:10.650 --> 01:33:10.710]   be
[01:33:10.710 --> 01:33:10.880]   cool
[01:33:10.880 --> 01:33:11.030]  .
[01:33:11.030 --> 01:33:11.180]   That
[01:33:11.180 --> 01:33:11.260]  's
[01:33:11.260 --> 01:33:11.470]   about
[01:33:11.470 --> 01:33:11.630]   that
[01:33:11.630 --> 01:33:11.720]  's
[01:33:11.720 --> 01:33:11.810]   of
[01:33:11.810 --> 01:33:12.060]   course
[01:33:12.060 --> 01:33:12.190]   Col
[01:33:12.190 --> 01:33:12.270]  by
[01:33:12.270 --> 01:33:12.390]  's
[01:33:12.390 --> 01:33:12.580]   first
[01:33:12.580 --> 01:33:12.730]   time
[01:33:12.730 --> 01:33:12.900]   away
[01:33:12.900 --> 01:33:13.070]   from
[01:33:13.070 --> 01:33:13.240]   home
[01:33:13.240 --> 01:33:13.370]  .
[01:33:13.370 --> 01:33:13.450]   So
[01:33:13.450 --> 01:33:13.470]   that
[01:33:13.470 --> 01:33:13.830]  'll
[01:33:13.830 --> 01:33:13.930]   be
[01:33:13.930 --> 01:33:14.310]   interesting
[01:33:14.310 --> 01:33:14.390]   to
[01:33:14.390 --> 01:33:14.520]   see
[01:33:14.520 --> 01:33:14.650]   how
[01:33:14.650 --> 01:33:14.820]   that
[01:33:14.820 --> 01:33:14.990]   goes
[01:33:14.990 --> 01:33:15.680]  . [SPEAKER_TURN]
[01:33:15.680 --> 01:33:17.260]   M
[01:33:17.260 --> 01:33:18.820]  m
[01:33:18.820 --> 01:33:20.380]  -
[01:33:20.380 --> 01:33:22.450]  h
[01:33:22.450 --> 01:33:25.090]  mm
[01:33:25.090 --> 01:33:29.820]  .
[01:33:31.260 --> 01:33:31.260]  
[01:33:31.260 --> 01:33:31.360]   Isn
[01:33:31.360 --> 01:33:31.420]  't
[01:33:31.420 --> 01:33:31.550]   that
[01:33:31.550 --> 01:33:31.670]   the
[01:33:31.670 --> 01:33:31.920]   typical
[01:33:31.920 --> 01:33:32.070]   thing
[01:33:32.070 --> 01:33:32.100]   to
[01:33:32.100 --> 01:33:32.160]   do
[01:33:32.160 --> 01:33:32.280]   yeah
[01:33:32.280 --> 01:33:32.660]  , [SPEAKER_TURN]
[01:33:32.660 --> 01:33:32.890]   Yeah
[01:33:32.890 --> 01:33:33.120]   yeah
[01:33:33.120 --> 01:33:33.230]  ,
[01:33:33.230 --> 01:33:33.280]   I
[01:33:33.280 --> 01:33:33.510]   mean
[01:33:33.510 --> 01:33:33.560]   I
[01:33:33.560 --> 01:33:33.850]   think
[01:33:33.850 --> 01:33:33.900]   I
[01:33:33.900 --> 01:33:34.050]   I
[01:33:34.050 --> 01:33:34.240]   think
[01:33:34.240 --> 01:33:34.350]   we
[01:33:34.350 --> 01:33:34.760]  're
[01:33:34.760 --> 01:33:34.810]   gonna
[01:33:34.810 --> 01:33:34.980]   hit
[01:33:34.980 --> 01:33:35.810]   profitability
[01:33:35.810 --> 01:33:35.850]   in
[01:33:35.850 --> 01:33:36.660]   August
[01:33:36.660 --> 01:33:36.750]   assuming
[01:33:36.750 --> 01:33:36.770]   we
[01:33:36.770 --> 01:33:36.940]   don
[01:33:36.940 --> 01:33:37.050]  't
[01:33:37.050 --> 01:33:37.280]   hire
[01:33:37.280 --> 01:33:37.690]   anybody
[01:33:37.690 --> 01:33:37.920]   else
[01:33:37.920 --> 01:33:38.090]  .
[01:33:38.090 --> 01:33:38.230]   Um
[01:33:38.230 --> 01:33:38.370]   but
[01:33:38.370 --> 01:33:38.480]   we
[01:33:38.480 --> 01:33:38.710]   just
[01:33:38.710 --> 01:33:38.880]   had
[01:33:38.880 --> 01:33:38.930]   a
[01:33:38.930 --> 01:33:39.040]   we
[01:33:39.040 --> 01:33:39.200]  've
[01:33:39.200 --> 01:33:39.430]   just
[01:33:39.430 --> 01:33:39.660]   had
[01:33:39.660 --> 01:33:39.730]   a
[01:33:39.730 --> 01:33:40.010]   couple
[01:33:40.010 --> 01:33:40.420]   amazing
[01:33:40.420 --> 01:33:41.200]   opportunities
[01:33:41.200 --> 01:33:41.350]   for
[01:33:41.350 --> 01:33:41.700]   people
[01:33:41.700 --> 01:33:41.810]   to
[01:33:41.810 --> 01:33:42.040]   hire
[01:33:42.040 --> 01:33:42.270]   that
[01:33:42.270 --> 01:33:42.380]   we
[01:33:42.380 --> 01:33:42.610]   just
[01:33:42.610 --> 01:33:42.900]   kinda
[01:33:42.900 --> 01:33:43.250]   couldn
[01:33:43.250 --> 01:33:43.360]  't
[01:33:43.360 --> 01:33:43.580]   pass
[01:33:43.580 --> 01:33:43.700]   up
[01:33:43.700 --> 01:33:43.930]  .
[01:33:43.930 --> 01:33:43.980]   Um
[01:33:43.980 --> 01:33:44.150]   and
[01:33:44.150 --> 01:33:44.290]   it
[01:33:44.290 --> 01:33:44.370]   it
[01:33:44.370 --> 01:33:44.490]  's
[01:33:44.490 --> 01:33:44.830]   played
[01:33:44.830 --> 01:33:45.090]   off
[01:33:45.090 --> 01:33:45.170]  .
[01:33:45.170 --> 01:33:45.390]   It
[01:33:45.390 --> 01:33:45.470]  's
[01:33:45.470 --> 01:33:45.620]   made
[01:33:45.620 --> 01:33:45.790]   the
[01:33:45.790 --> 01:33:46.380]   difference
[01:33:46.380 --> 01:33:46.540]  .
[01:33:46.540 --> 01:33:46.690]   And
[01:33:46.690 --> 01:33:46.740]   you
[01:33:46.740 --> 01:33:47.360]   know
[01:33:47.360 --> 01:33:47.400]   those
[01:33:47.400 --> 01:33:47.650]   are
[01:33:47.650 --> 01:33:47.740]   all
[01:33:47.740 --> 01:33:48.200]   judgment
[01:33:48.200 --> 01:33:48.510]   calls
[01:33:48.510 --> 01:33:48.720]   that
[01:33:48.720 --> 01:33:49.120]   could
[01:33:49.120 --> 01:33:49.470]   go
[01:33:49.470 --> 01:33:49.490]   either
[01:33:49.490 --> 01:33:49.640]   way
[01:33:49.640 --> 01:33:49.930]   right
[01:33:49.930 --> 01:33:50.040]  ,
[01:33:50.040 --> 01:33:50.210]   You
[01:33:50.210 --> 01:33:50.500]   spend
[01:33:50.500 --> 01:33:50.610]   mo
[01:33:50.610 --> 01:33:50.780]   you
[01:33:50.780 --> 01:33:51.070]   spend
[01:33:51.070 --> 01:33:51.120]   t
[01:33:51.120 --> 01:33:51.410]   money
[01:33:51.410 --> 01:33:51.580]   and
[01:33:51.580 --> 01:33:51.690]   th
[01:33:51.690 --> 01:33:52.040]   people
[01:33:52.040 --> 01:33:52.200]   don
[01:33:52.200 --> 01:33:52.320]  't
[01:33:52.320 --> 01:33:52.730]   produce
[01:33:52.730 --> 01:33:52.960]   what
[01:33:52.960 --> 01:33:53.150]   you
[01:33:53.150 --> 01:33:53.520]   need
[01:33:53.520 --> 01:33:53.530]   and
[01:33:53.530 --> 01:33:53.760]   then
[01:33:53.760 --> 01:33:53.930]   you
[01:33:53.930 --> 01:33:54.100]  're
[01:33:54.100 --> 01:33:54.210]   in
[01:33:54.210 --> 01:33:54.620]   trouble
[01:33:54.620 --> 01:33:54.790]  .
[01:33:54.790 --> 01:33:54.950]   But
[01:33:54.950 --> 01:33:55.070]   if
[01:33:55.070 --> 01:33:55.180]   it
[01:33:55.180 --> 01:33:55.290]   is
[01:33:55.290 --> 01:33:55.380]   the
[01:33:55.380 --> 01:33:55.910]   right
[01:33:55.910 --> 01:33:55.980]   call
[01:33:55.980 --> 01:33:56.210]   then
[01:33:56.210 --> 01:33:56.320]   it
[01:33:56.320 --> 01:33:56.490]   can
[01:33:56.490 --> 01:33:56.600]   it
[01:33:56.600 --> 01:33:56.770]   can
[01:33:56.770 --> 01:33:56.880]   be
[01:33:56.880 --> 01:33:57.450]   difference
[01:33:57.450 --> 01:33:57.750]   maker
[01:33:57.750 --> 01:33:57.920]  .
[01:33:57.920 --> 01:33:58.000]   I
[01:33:58.000 --> 01:33:58.200]   mean
[01:33:58.200 --> 01:33:58.500]   Derek
[01:33:58.500 --> 01:33:58.660]   who
[01:33:58.660 --> 01:33:58.770]  's
[01:33:58.770 --> 01:33:58.940]   our
[01:33:58.940 --> 01:33:59.230]   sales
[01:33:59.230 --> 01:33:59.400]   guy
[01:33:59.400 --> 01:33:59.510]   is
[01:33:59.510 --> 01:33:59.730]   just
[01:33:59.730 --> 01:34:00.540]   a [SPEAKER_TURN]
[01:34:00.540 --> 01:34:00.570]  
[01:34:00.570 --> 01:34:00.790]   m
[01:34:00.790 --> 01:34:00.790]   machine
