
[00:00:00.000 --> 00:00:00.020]  
[00:00:00.020 --> 00:00:01.440]   All
[01:10:26.520 --> 01:10:26.660]  iser
[01:10:26.660 --> 01:10:27.020]   report
[01:10:27.020 --> 01:10:27.080]   T
[01:10:27.080 --> 01:10:27.130]  _
[01:10:27.130 --> 01:10:27.230]  V
[01:10:27.230 --> 01:10:27.240]  _
[01:10:27.240 --> 01:10:27.540]   shows
[01:10:27.540 --> 01:10:27.650]   or
[01:10:27.650 --> 01:10:28.190]   something
[01:10:28.190 --> 01:10:28.430]   that
[01:10:28.430 --> 01:10:28.550]   he
[01:10:28.550 --> 01:10:28.750]   had
[01:10:28.750 --> 01:10:28.960]   done
[01:10:28.960 --> 01:10:29.320]  .
[01:10:29.320 --> 01:10:29.490]   And
[01:10:29.490 --> 01:10:29.640]   uh
[01:10:29.640 --> 01:10:29.920]   they
[01:10:29.920 --> 01:10:29.990]   p
[01:10:29.990 --> 01:10:30.280]   they
[01:10:30.280 --> 01:10:30.570]   talk
[01:10:30.570 --> 01:10:30.930]   about
[01:10:30.930 --> 01:10:31.580]   basically
[01:10:31.580 --> 01:10:31.790]   all
[01:10:31.790 --> 01:10:32.190]   the
[01:10:32.190 --> 01:10:32.720]   corruption
[01:10:32.720 --> 01:10:32.860]   in
[01:10:32.860 --> 01:10:33.000]   in
[01:10:33.000 --> 01:10:33.240]   the
[01:10:33.240 --> 01:10:33.350]   um
[01:10:33.350 --> 01:10:33.490]   in
[01:10:33.490 --> 01:10:33.700]   the
[01:10:33.700 --> 01:10:34.540]   markets
[01:10:34.540 --> 01:10:34.640]   around
[01:10:34.640 --> 01:10:34.850]   the
[01:10:34.850 --> 01:10:35.210]   world
[01:10:35.210 --> 01:10:35.420]   and
[01:10:35.420 --> 01:10:36.430]   everything
[01:10:36.430 --> 01:10:36.540]   like
[01:10:36.540 --> 01:10:36.780]   that
[01:10:36.780 --> 01:10:36.930]  .
[01:10:36.930 --> 01:10:37.140]   And
[01:10:37.140 --> 01:10:37.290]   he
[01:10:37.290 --> 01:10:37.420]  's
[01:10:37.420 --> 01:10:37.850]   kinda
[01:10:37.850 --> 01:10:37.920]   he
[01:10:37.920 --> 01:10:38.060]  's
[01:10:38.060 --> 01:10:38.350]   over
[01:10:38.350 --> 01:10:38.560]   the
[01:10:38.560 --> 01:10:38.770]   top
[01:10:38.770 --> 01:10:38.980]  .
[01:10:38.980 --> 01:10:39.050]   I
[01:10:39.050 --> 01:10:39.340]   mean
[01:10:39.340 --> 01:10:39.480]   he
[01:10:39.480 --> 01:10:39.620]  's
[01:10:39.620 --> 01:10:39.760]   he
[01:10:39.760 --> 01:10:39.900]  's
[01:10:39.900 --> 01:10:40.190]   only
[01:10:40.190 --> 01:10:40.260]   I
[01:10:40.260 --> 01:10:40.620]   think
[01:10:40.620 --> 01:10:40.760]   he
[01:10:40.760 --> 01:10:40.900]  's
[01:10:40.900 --> 01:10:41.150]   only
[01:10:41.150 --> 01:10:42.200]   partially
[01:10:42.200 --> 01:10:42.350]   serious
[01:10:42.350 --> 01:10:42.710]   about
[01:10:42.710 --> 01:10:43.000]   some
[01:10:43.000 --> 01:10:43.140]   of
[01:10:43.140 --> 01:10:43.350]   the
[01:10:43.350 --> 01:10:43.780]   things
[01:10:43.780 --> 01:10:43.920]   he
[01:10:43.920 --> 01:10:44.210]   says
[01:10:44.210 --> 01:10:44.420]   but
[01:10:44.420 --> 01:10:44.610]   uh
[01:10:44.610 --> 01:10:44.850]   that
[01:10:44.850 --> 01:10:45.200]   one
[01:10:45.200 --> 01:10:45.220]  's
[01:10:45.220 --> 01:10:45.850]   hilarious
[01:10:45.850 --> 01:10:46.060]   too
[01:10:46.060 --> 01:10:46.270]  .
[01:10:46.270 --> 01:10:46.550]   Um
[01:10:46.550 --> 01:10:46.590]   if
[01:10:46.590 --> 01:10:47.380]   anyone
[01:10:47.380 --> 01:10:47.380]  
[01:10:47.380 --> 01:10:47.430]   It
[01:10:47.430 --> 01:10:47.460]  's
[01:10:47.460 --> 01:10:47.550]   like
[01:10:47.550 --> 01:10:47.570]   a
[01:10:47.570 --> 01:10:47.610]   ch
[01:10:47.610 --> 01:10:47.770]  ubby
[01:10:47.770 --> 01:10:47.790]   kind
[01:10:47.790 --> 01:10:47.830]   of
[01:10:47.830 --> 01:10:48.040]   change
[01:10:48.040 --> 01:10:48.320]  . [SPEAKER_TURN]
[01:10:48.320 --> 01:10:48.550]   I
[01:10:48.550 --> 01:10:48.620]   saw
[01:10:48.620 --> 01:10:48.690]   a
[01:10:48.690 --> 01:10:49.150]   really
[01:10:49.150 --> 01:10:50.010]   interesting
[01:10:50.010 --> 01:10:50.410]   thing
[01:10:50.410 --> 01:10:50.540]   um
[01:10:50.540 --> 01:10:51.160]   actually
[01:10:51.160 --> 01:10:51.600]   from
[01:10:51.600 --> 01:10:51.700]   CNN
[01:10:51.700 --> 01:10:51.850]  ,
[01:10:51.850 --> 01:10:52.080]   but
[01:10:52.080 --> 01:10:52.230]   it
[01:10:52.230 --> 01:10:52.380]  's
[01:10:52.380 --> 01:10:52.520]   it
[01:10:52.520 --> 01:10:52.670]  's
[01:10:52.670 --> 01:10:52.820]   uh
[01:10:52.820 --> 01:10:53.130]   an
[01:10:53.130 --> 01:10:53.440]   online
[01:10:53.440 --> 01:10:53.580]   T
[01:10:53.580 --> 01:10:53.650]  _
[01:10:53.650 --> 01:10:53.710]  V
[01:10:53.710 --> 01:10:53.720]  _
[01:10:53.720 --> 01:10:54.260]   channel
[01:10:54.260 --> 01:10:54.700]   called
[01:10:54.700 --> 01:10:54.820]   V
[01:10:54.820 --> 01:10:54.860]  _
[01:10:54.860 --> 01:10:54.920]  B
[01:10:54.920 --> 01:10:55.000]  _
[01:10:55.000 --> 01:10:55.060]  S
[01:10:55.060 --> 01:10:55.370]  _
[01:10:55.370 --> 01:10:55.440]   dot
[01:10:55.440 --> 01:10:55.470]   T
[01:10:55.470 --> 01:10:55.510]  _
[01:10:55.510 --> 01:10:55.580]  V
[01:10:55.580 --> 01:10:55.650]  _
[01:10:55.650 --> 01:10:55.880]   and
[01:10:55.880 --> 01:10:56.190]   they
[01:10:56.190 --> 01:10:56.500]   they
[01:10:56.500 --> 01:10:56.740]  've
[01:10:56.740 --> 01:10:57.040]   done
[01:10:57.040 --> 01:10:57.110]   a
[01:10:57.110 --> 01:10:57.960]   documentary
[01:10:57.960 --> 01:10:58.320]   about
[01:10:58.320 --> 01:10:58.940]   North
[01:10:58.940 --> 01:10:59.130]   Korea
[01:10:59.130 --> 01:10:59.350]   and
[01:10:59.350 --> 01:10:59.790]   sort
[01:10:59.790 --> 01:10:59.820]   of
[01:10:59.820 --> 01:11:00.130]   took
[01:11:00.130 --> 01:11:00.440]   them
[01:11:00.440 --> 01:11:00.510]   a
[01:11:00.510 --> 01:11:00.820]   year
[01:11:00.820 --> 01:11:00.970]   to
[01:11:00.970 --> 01:11:01.190]   get
[01:11:01.190 --> 01:11:01.580]   into
[01:11:01.580 --> 01:11:01.900]   North
[01:11:01.900 --> 01:11:02.130]   cor
[01:11:02.130 --> 01:11:02.200]  o
[01:11:02.200 --> 01:11:02.740]   North
[01:11:02.740 --> 01:11:02.980]   Korea
[01:11:02.980 --> 01:11:03.190]   and
[01:11:03.190 --> 01:11:03.350]   it
[01:11:03.350 --> 01:11:03.360]  's
[01:11:03.360 --> 01:11:03.880]   a
[01:11:03.880 --> 01:11:03.890]   real
[01:11:03.890 --> 01:11:04.200]   kind
[01:11:04.200 --> 01:11:04.350]   of
[01:11:04.350 --> 01:11:04.660]   just
[01:11:04.660 --> 01:11:04.970]   hand
[01:11:04.970 --> 01:11:05.040]  -
[01:11:05.040 --> 01:11:05.430]  held
[01:11:05.430 --> 01:11:05.810]   camera
[01:11:05.810 --> 01:11:06.680]   documentary
[01:11:06.680 --> 01:11:07.050]   about
[01:11:07.050 --> 01:11:07.440]   Korea
[01:11:07.440 --> 01:11:07.590]  ,
[01:11:07.590 --> 01:11:07.820]   but
[01:11:07.820 --> 01:11:07.970]   it
[01:11:07.970 --> 01:11:08.120]  's
[01:11:08.120 --> 01:11:08.320]   it
[01:11:08.320 --> 01:11:08.420]  's
[01:11:08.420 --> 01:11:08.670]   online
[01:11:08.670 --> 01:11:09.260]   and
[01:11:09.260 --> 01:11:09.350]   it
[01:11:09.350 --> 01:11:09.410]  's
[01:11:09.410 --> 01:11:09.560]   at
[01:11:09.560 --> 01:11:09.630]   V
[01:11:09.630 --> 01:11:09.750]  _
[01:11:09.750 --> 01:11:09.770]  B
[01:11:09.770 --> 01:11:09.850]  _
[01:11:09.850 --> 01:11:09.910]  S
[01:11:09.910 --> 01:11:09.980]  _
[01:11:09.980 --> 01:11:10.210]   dot
[01:11:10.210 --> 01:11:10.280]   T
[01:11:10.280 --> 01:11:10.350]  _
[01:11:10.350 --> 01:11:10.490]  V
[01:11:10.490 --> 01:11:10.500]  _
[01:11:10.500 --> 01:11:10.720]   and
[01:11:10.720 --> 01:11:10.870]   it
[01:11:10.870 --> 01:11:11.100]   was
[01:11:11.100 --> 01:11:11.410]   just
[01:11:11.410 --> 01:11:11.560]   so
[01:11:11.560 --> 01:11:12.410]   interesting
[01:11:12.410 --> 01:11:12.720]   like
[01:11:12.720 --> 01:11:12.950]   the
[01:11:12.950 --> 01:11:13.340]   North
[01:11:13.340 --> 01:11:13.570]   Cor
[01:11:13.570 --> 01:11:14.860]  o [SPEAKER_TURN]
[01:11:14.860 --> 01:11:14.860]  
[01:11:14.860 --> 01:11:15.040]   was
[01:11:15.040 --> 01:11:15.280]   that
[01:11:15.280 --> 01:11:15.590]   those
[01:11:15.590 --> 01:11:15.830]   girl
[01:11:15.830 --> 01:11:16.140]   those
[01:11:16.140 --> 01:11:16.450]   women
[01:11:16.450 --> 01:11:16.630]   who
[01:11:16.630 --> 01:11:17.110]   were
[01:11:17.110 --> 01:11:17.360]   captured
[01:11:17.360 --> 01:11:17.540]   and
[01:11:17.540 --> 01:11:17.720]   now
[01:11:17.720 --> 01:11:18.210]   prisoner
[01:11:18.210 --> 01:11:18.390]   and
[01:11:18.390 --> 01:11:18.810]   then
[01:11:18.810 --> 01:11:18.840]   now
[01:11:18.840 --> 01:11:18.990]   had
[01:11:18.990 --> 01:11:19.110]   to
[01:11:19.110 --> 01:11:19.230]   go
[01:11:19.230 --> 01:11:19.390]   or
[01:11:19.390 --> 01:11:19.780]   Clinton
[01:11:19.780 --> 01:11:19.960]   had
[01:11:19.960 --> 01:11:20.080]   to
[01:11:20.080 --> 01:11:20.200]   go
[01:11:20.200 --> 01:11:20.440]   over
[01:11:20.440 --> 01:11:20.620]   and
[01:11:20.620 --> 01:11:20.800]   get
[01:11:20.800 --> 01:11:20.880]   '
[01:11:20.880 --> 01:11:20.980]  em
[01:11:20.980 --> 01:11:21.160]   out
[01:11:21.160 --> 01:11:21.340]  ?
[01:11:21.340 --> 01:11:21.520]   And
[01:11:21.520 --> 01:11:22.440]   then [SPEAKER_TURN]
[01:11:22.440 --> 01:11:22.730]   No
[01:11:22.730 --> 01:11:23.020]   no
[01:11:23.020 --> 01:11:23.310]   no
[01:11:23.310 --> 01:11:24.000]  .
[01:11:24.000 --> 01:11:24.040]   No
[01:11:24.040 --> 01:11:25.360]   something
[01:11:25.360 --> 01:11:26.680]   different
[01:11:26.680 --> 01:11:26.970]   it
[01:11:26.970 --> 01:11:27.260]  's
[01:11:27.260 --> 01:11:27.570]  ,
[01:11:27.570 --> 01:11:28.140]   just
[01:11:28.140 --> 01:11:28.730]   like
[01:11:28.730 --> 01:11:28.870]   a
[01:11:28.870 --> 01:11:29.460]   just
[01:11:29.460 --> 01:11:30.050]   like
[01:11:30.050 --> 01:11:30.190]   a
[01:11:30.190 --> 01:11:30.330]   b
[01:11:30.330 --> 01:11:30.620]   uh
[01:11:30.620 --> 01:11:30.760]   a
[01:11:30.760 --> 01:11:32.440]   documentary
[01:11:32.440 --> 01:11:32.890]   guy
[01:11:32.890 --> 01:11:33.410]   goes
[01:11:33.410 --> 01:11:33.740]   in
[01:11:33.740 --> 01:11:34.430]   there
[01:11:34.430 --> 01:11:34.870]   and
[01:11:34.870 --> 01:11:35.470]   just
[01:11:35.470 --> 01:11:36.780]   basically
[01:11:36.780 --> 01:11:37.510]   films
[01:11:37.510 --> 01:11:37.970]   his
[01:11:37.970 --> 01:11:39.470]   experience
[01:11:39.470 --> 01:11:39.860]   and
[01:11:39.860 --> 01:11:40.150]   it
[01:11:40.150 --> 01:11:40.440]  's
[01:11:40.440 --> 01:11:41.030]   just
[01:11:41.030 --> 01:11:41.910]   really
[01:11:41.910 --> 01:11:42.500]   neat
[01:11:42.500 --> 01:11:44.280]  . [SPEAKER_TURN]
[01:11:44.280 --> 01:11:44.320]   M
[01:11:44.320 --> 01:11:44.350]  m
[01:11:44.350 --> 01:11:44.380]  -
[01:11:44.380 --> 01:11:44.410]  h
[01:11:44.410 --> 01:11:44.510]  mm
[01:11:44.510 --> 01:11:44.840]  . [SPEAKER_TURN]
[01:11:44.840 --> 01:11:44.840]  
[01:11:44.840 --> 01:11:45.520]   organizations
[01:11:45.520 --> 01:11:45.670]   and
[01:11:45.670 --> 01:11:45.880]   they
[01:11:45.880 --> 01:11:46.060]   had
[01:11:46.060 --> 01:11:46.080]   a
[01:11:46.080 --> 01:11:46.440]   couple
[01:11:46.440 --> 01:11:46.490]   of
[01:11:46.490 --> 01:11:46.750]   their
[01:11:46.750 --> 01:11:47.190]   like
[01:11:47.190 --> 01:11:47.380]   producer
[01:11:47.380 --> 01:11:47.530]   you
[01:11:47.530 --> 01:11:47.740]   know
[01:11:47.740 --> 01:11:47.840]   uh
[01:11:47.840 --> 01:11:48.330]   journalist
[01:11:48.330 --> 01:11:48.580]   or
[01:11:48.580 --> 01:11:48.930]   something
[01:11:48.930 --> 01:11:49.030]  ,
[01:11:49.030 --> 01:11:49.240]   went
[01:11:49.240 --> 01:11:49.450]   over
[01:11:49.450 --> 01:11:49.550]   to
[01:11:49.550 --> 01:11:49.800]   North
[01:11:49.800 --> 01:11:50.070]   Korea
[01:11:50.070 --> 01:11:50.220]   and
[01:11:50.220 --> 01:11:50.370]   and
[01:11:50.370 --> 01:11:50.520]   and
[01:11:50.520 --> 01:11:50.730]   went
[01:11:50.730 --> 01:11:51.040]   across
[01:11:51.040 --> 01:11:51.190]   the
[01:11:51.190 --> 01:11:51.400]   line
[01:11:51.400 --> 01:11:51.870]   somewhere
[01:11:51.870 --> 01:11:52.020]   and
[01:11:52.020 --> 01:11:52.280]   ended
[01:11:52.280 --> 01:11:52.380]   up
[01:11:52.380 --> 01:11:52.740]   getting
[01:11:52.740 --> 01:11:53.050]   picked
[01:11:53.050 --> 01:11:53.150]   up
[01:11:53.150 --> 01:11:53.250]   by
[01:11:53.250 --> 01:11:53.400]   the
[01:11:53.400 --> 01:11:53.690]   North
[01:11:53.690 --> 01:11:53.970]   Korean
[01:11:53.970 --> 01:11:54.390]   military
[01:11:54.390 --> 01:11:54.490]   or
[01:11:54.490 --> 01:11:54.960]   something
[01:11:54.960 --> 01:11:55.350]   and
[01:11:55.350 --> 01:11:55.420]   thrown
[01:11:55.420 --> 01:11:55.650]   into
[01:11:55.650 --> 01:11:55.940]   prison
[01:11:55.940 --> 01:11:56.150]   were
[01:11:56.150 --> 01:11:56.360]   held
[01:11:56.360 --> 01:11:56.410]   a
[01:11:56.410 --> 01:11:56.720]   couple
[01:11:56.720 --> 01:11:57.050]   weeks
[01:11:57.050 --> 01:11:57.310]   until
[01:11:57.310 --> 01:11:57.450]   they
[01:11:57.450 --> 01:11:57.810]   finally
[01:11:57.810 --> 01:11:57.960]   got
[01:11:57.960 --> 01:11:58.080]   '
[01:11:58.080 --> 01:11:58.160]  til
[01:11:58.160 --> 01:11:58.520]   Clinton
[01:11:58.520 --> 01:11:58.730]   flew
[01:11:58.730 --> 01:11:59.120]   over
[01:11:59.120 --> 01:11:59.240]   there
[01:11:59.240 --> 01:11:59.350]   and
[01:11:59.350 --> 01:11:59.870]   negotiated
[01:11:59.870 --> 01:12:00.100]   them
[01:12:00.100 --> 01:12:00.340]   being
[01:12:00.340 --> 01:12:00.760]   released
[01:12:00.760 --> 01:12:01.410]  .
[01:12:01.410 --> 01:12:01.470]   That
[01:12:01.470 --> 01:12:01.520]  's
[01:12:01.520 --> 01:12:01.780]   something
[01:12:01.780 --> 01:12:01.910]   like
[01:12:01.910 --> 01:12:02.080]   maybe
[01:12:02.080 --> 01:12:02.270]   that
[01:12:02.270 --> 01:12:02.300]  's
[01:12:02.300 --> 01:12:02.330]   is
[01:12:02.330 --> 01:12:02.360]   I
[01:12:02.360 --> 01:12:02.460]   was
[01:12:02.460 --> 01:12:02.770]   wondering
[01:12:02.770 --> 01:12:02.830]   if
[01:12:02.830 --> 01:12:03.000]   that
[01:12:03.000 --> 01:12:03.060]   was
[01:12:03.060 --> 01:12:03.090]   a
[01:12:03.090 --> 01:12:03.220]   show
[01:12:03.220 --> 01:12:03.700]  . [SPEAKER_TURN]
[01:12:03.700 --> 01:12:03.720]  
[01:12:03.720 --> 01:12:03.850]   No
[01:12:03.850 --> 01:12:04.000]   no
[01:12:04.000 --> 01:12:04.150]   no
[01:12:04.150 --> 01:12:04.300]  ,
[01:12:04.300 --> 01:12:04.450]   it
[01:12:04.450 --> 01:12:04.600]  's
[01:12:04.600 --> 01:12:04.750]  ,
[01:12:04.750 --> 01:12:04.980]   not
[01:12:04.980 --> 01:12:05.120]   a
[01:12:05.120 --> 01:12:05.360]   show
[01:12:05.360 --> 01:12:05.590]  .
[01:12:05.590 --> 01:12:05.820]   But
[01:12:05.820 --> 01:12:06.520]   basically
[01:12:06.520 --> 01:12:06.900]   this
[01:12:06.900 --> 01:12:06.920]   k
[01:12:06.920 --> 01:12:07.210]   this
[01:12:07.210 --> 01:12:07.460]   guy
[01:12:07.460 --> 01:12:07.750]   goes
[01:12:07.750 --> 01:12:08.000]   and
[01:12:08.000 --> 01:12:08.450]   bribes
[01:12:08.450 --> 01:12:08.680]   his
[01:12:08.680 --> 01:12:08.890]   way
[01:12:08.890 --> 01:12:09.220]   in
[01:12:09.220 --> 01:12:09.370]   from
[01:12:09.370 --> 01:12:09.520]   um
[01:12:09.520 --> 01:12:09.590]   I
[01:12:09.590 --> 01:12:09.980]   think
[01:12:09.980 --> 01:12:10.130]   it
[01:12:10.130 --> 01:12:10.270]  's
[01:12:10.270 --> 01:12:10.740]   uh
[01:12:10.740 --> 01:12:10.820]   China
[01:12:10.820 --> 01:12:11.050]   and
[01:12:11.050 --> 01:12:11.710]   the
[01:12:11.710 --> 01:12:11.750]   career
[01:12:11.750 --> 01:12:11.970]   who
[01:12:11.970 --> 01:12:12.200]  's
[01:12:12.200 --> 01:12:12.230]   b
[01:12:12.230 --> 01:12:12.590]  ribes
[01:12:12.590 --> 01:12:12.830]   his
[01:12:12.830 --> 01:12:13.050]   way
[01:12:13.050 --> 01:12:13.200]   in
[01:12:13.200 --> 01:12:13.420]   via
[01:12:13.420 --> 01:12:13.660]   the
[01:12:13.660 --> 01:12:14.130]   Korean
[01:12:14.130 --> 01:12:14.780]   consulate
[01:12:14.780 --> 01:12:15.190]   and
[01:12:15.190 --> 01:12:15.370]   gets
[01:12:15.370 --> 01:12:15.520]   in
[01:12:15.520 --> 01:12:15.910]   there
[01:12:15.910 --> 01:12:16.140]   and
[01:12:16.140 --> 01:12:16.600]   they
[01:12:16.600 --> 01:12:16.600]   ta
[01:12:16.600 --> 01:12:17.060]   they
[01:12:17.060 --> 01:12:17.610]   basically
[01:12:17.610 --> 01:12:17.970]   take
[01:12:17.970 --> 01:12:18.150]   him
[01:12:18.150 --> 01:12:18.300]   on
[01:12:18.300 --> 01:12:18.370]   a
[01:12:18.370 --> 01:12:18.680]   tour
[01:12:18.680 --> 01:12:18.830]   of
[01:12:18.830 --> 01:12:19.060]   the
[01:12:19.060 --> 01:12:19.840]   career
[01:12:19.840 --> 01:12:19.840]   that
[01:12:19.840 --> 01:12:20.440]   they
[01:12:20.440 --> 01:12:20.460]   want
[01:12:20.460 --> 01:12:20.610]   to
[01:12:20.610 --> 01:12:20.920]   show
[01:12:20.920 --> 01:12:21.150]   him
[01:12:21.150 --> 01:12:21.950]  .
[01:12:21.950 --> 01:12:21.950]   So
[01:12:21.950 --> 01:12:21.990]   he
[01:12:21.990 --> 01:12:22.480]   goes
[01:12:22.480 --> 01:12:22.620]   down
[01:12:22.620 --> 01:12:22.750]   to
[01:12:22.750 --> 01:12:23.360]   breakfast
[01:12:23.360 --> 01:12:23.560]   and
[01:12:23.560 --> 01:12:23.690]   he
[01:12:23.690 --> 01:12:23.820]  's
[01:12:23.820 --> 01:12:23.950]   in
[01:12:23.950 --> 01:12:24.210]   this
[01:12:24.210 --> 01:12:24.500]   room
[01:12:24.500 --> 01:12:24.620]  ,
[01:12:24.620 --> 01:12:24.750]   it
[01:12:24.750 --> 01:12:24.880]  's
[01:12:24.880 --> 01:12:25.190]   just
[01:12:25.190 --> 01:12:25.350]   him
[01:12:25.350 --> 01:12:25.550]  .
[01:12:25.550 --> 01:12:25.680]   He
[01:12:25.680 --> 01:12:25.810]  's
[01:12:25.810 --> 01:12:26.130]   being
[01:12:26.130 --> 01:12:26.670]   served
[01:12:26.670 --> 01:12:27.000]   by
[01:12:27.000 --> 01:12:27.080]   twenty
[01:12:27.080 --> 01:12:27.470]   people
[01:12:27.470 --> 01:12:27.700]  .
[01:12:27.700 --> 01:12:27.870]   But
[01:12:27.870 --> 01:12:28.000]   it
[01:12:28.000 --> 01:12:28.130]  's
[01:12:28.130 --> 01:12:28.400]   like
[01:12:28.400 --> 01:12:28.460]   a
[01:12:28.460 --> 01:12:28.790]   state
[01:12:28.790 --> 01:12:28.950]  ly
[01:12:28.950 --> 01:12:29.660]   banquet
[01:12:29.660 --> 01:12:29.660]   room
[01:12:29.660 --> 01:12:29.990]  ,
[01:12:29.990 --> 01:12:30.080]   and
[01:12:30.080 --> 01:12:30.260]   they
[01:12:30.260 --> 01:12:30.460]   put
[01:12:30.460 --> 01:12:30.730]   food
[01:12:30.730 --> 01:12:30.860]   on
[01:12:30.860 --> 01:12:31.060]   all
[01:12:31.060 --> 01:12:31.190]   of
[01:12:31.190 --> 01:12:31.410]   the
[01:12:31.410 --> 01:12:31.790]   tables
[01:12:31.790 --> 01:12:31.990]   and
[01:12:31.990 --> 01:12:32.600]   including
[01:12:32.600 --> 01:12:33.560]   his [SPEAKER_TURN]
[01:12:33.920 --> 01:12:33.680]   So
[01:12:33.680 --> 01:12:34.010]   he
[01:12:34.010 --> 01:12:34.040]   just
[01:12:34.040 --> 01:12:34.160]   he
[01:12:34.160 --> 01:12:34.410]   eats
[01:12:34.410 --> 01:12:34.580]   his
[01:12:34.580 --> 01:12:34.810]   meal
[01:12:34.810 --> 01:12:35.040]   and
[01:12:35.040 --> 01:12:35.230]   then
[01:12:35.230 --> 01:12:35.600]   when
[01:12:35.600 --> 01:12:35.820]   he
[01:12:35.820 --> 01:12:36.080]   finishes
[01:12:36.080 --> 01:12:36.260]   his
[01:12:36.260 --> 01:12:36.500]   meal
[01:12:36.500 --> 01:12:36.740]   they
[01:12:36.740 --> 01:12:36.970]   take
[01:12:36.970 --> 01:12:37.340]   food
[01:12:37.340 --> 01:12:37.400]   off
[01:12:37.400 --> 01:12:37.630]   all
[01:12:37.630 --> 01:12:37.700]   of
[01:12:37.700 --> 01:12:37.890]   the
[01:12:37.890 --> 01:12:38.190]   other
[01:12:38.190 --> 01:12:38.550]   tables
[01:12:38.550 --> 01:12:38.720]  .
[01:12:38.720 --> 01:12:38.840]   So
[01:12:38.840 --> 01:12:39.080]   they
[01:12:39.080 --> 01:12:39.300]  're
[01:12:39.300 --> 01:12:39.720]   just
[01:12:39.720 --> 01:12:39.740]   they
[01:12:39.740 --> 01:12:39.920]  're
[01:12:39.920 --> 01:12:40.160]   just
[01:12:40.160 --> 01:12:40.640]   proving
[01:12:40.640 --> 01:12:40.820]   that
[01:12:40.820 --> 01:12:41.060]   they
[01:12:41.060 --> 01:12:41.240]  've
[01:12:41.240 --> 01:12:41.420]   got
[01:12:41.420 --> 01:12:41.660]   lots
[01:12:41.660 --> 01:12:41.780]   of
[01:12:41.780 --> 01:12:42.050]   food
[01:12:42.050 --> 01:12:42.820]  . [SPEAKER_TURN]
[01:12:42.820 --> 01:12:43.040]   Uh
[01:12:43.040 --> 01:12:44.260]  . [SPEAKER_TURN]
[01:12:44.260 --> 01:12:44.260]  
[01:12:44.260 --> 01:12:44.470]   And
[01:12:44.470 --> 01:12:44.740]   then
[01:12:44.740 --> 01:12:45.010]   they
[01:12:45.010 --> 01:12:45.250]   and
[01:12:45.250 --> 01:12:45.490]   then
[01:12:45.490 --> 01:12:45.760]   they
[01:12:45.760 --> 01:12:46.040]   take
[01:12:46.040 --> 01:12:46.260]   him
[01:12:46.260 --> 01:12:46.380]   to
[01:12:46.380 --> 01:12:46.700]   the
[01:12:46.700 --> 01:12:47.000]   famous
[01:12:47.000 --> 01:12:47.140]   um
[01:12:47.140 --> 01:12:47.690]   American
[01:12:47.690 --> 01:12:47.960]   ship
[01:12:47.960 --> 01:12:48.250]   that
[01:12:48.250 --> 01:12:48.440]   was
[01:12:48.440 --> 01:12:48.990]   captured
[01:12:48.990 --> 01:12:49.130]   in
[01:12:49.130 --> 01:12:49.690]   nineteen
[01:12:49.690 --> 01:12:50.020]   fifty
[01:12:50.020 --> 01:12:50.360]   eight
[01:12:50.360 --> 01:12:50.710]   or
[01:12:50.710 --> 01:12:51.050]   whatever
[01:12:51.050 --> 01:12:51.250]   and
[01:12:51.250 --> 01:12:51.400]   on
[01:12:51.400 --> 01:12:51.670]   that
[01:12:51.670 --> 01:12:52.140]   ship
[01:12:52.140 --> 01:12:52.280]   there
[01:12:52.280 --> 01:12:52.420]  's
[01:12:52.420 --> 01:12:52.680]   like
[01:12:52.680 --> 01:12:52.750]   I
[01:12:52.750 --> 01:12:53.050]   don
[01:12:53.050 --> 01:12:53.090]  't
[01:12:53.090 --> 01:12:53.360]   know
[01:12:53.360 --> 01:12:53.690]   seven
[01:12:53.690 --> 01:12:54.450]   seven
[01:12:54.450 --> 01:12:54.520]   bullet
[01:12:54.520 --> 01:12:54.790]   holes
[01:12:54.790 --> 01:12:55.000]   and
[01:12:55.000 --> 01:12:55.270]   they
[01:12:55.270 --> 01:12:55.480]  've
[01:12:55.480 --> 01:12:55.680]   got
[01:12:55.680 --> 01:12:55.950]   them
[01:12:55.950 --> 01:12:56.430]   circled
[01:12:56.430 --> 01:12:56.910]   and
[01:12:56.910 --> 01:12:57.050]   they
[01:12:57.050 --> 01:12:57.110]  're
[01:12:57.110 --> 01:12:57.380]   like
[01:12:57.380 --> 01:12:57.520]   an
[01:12:57.520 --> 01:12:57.730]   and
[01:12:57.730 --> 01:12:58.070]   these
[01:12:58.070 --> 01:12:58.280]   are
[01:12:58.280 --> 01:12:58.500]   the
[01:12:58.500 --> 01:12:58.900]   famous
[01:12:58.900 --> 01:12:59.330]   bullet
[01:12:59.330 --> 01:12:59.730]   holes
[01:12:59.730 --> 01:12:59.920]   that
