
[00:00:00.000 --> 00:00:00.070]  
[00:00:00.070 --> 00:00:00.160]   J
[01:17:56.640 --> 01:17:56.790]   just
[01:17:56.790 --> 01:17:56.960]   didn
[01:17:56.960 --> 01:17:57.100]  't
[01:17:57.100 --> 01:17:57.320]   put
[01:17:57.320 --> 01:17:57.470]   it
[01:17:57.470 --> 01:17:57.750]   off
[01:17:57.750 --> 01:17:58.560]  . [SPEAKER_TURN]
[01:18:00.380 --> 01:18:00.420]  
[01:18:00.420 --> 01:18:00.530]   see
[01:18:00.530 --> 01:18:00.590]   I
[01:18:00.590 --> 01:18:00.730]   don
[01:18:00.730 --> 01:18:00.830]  't
[01:18:00.830 --> 01:18:00.880]   I
[01:18:00.880 --> 01:18:01.140]   think
[01:18:01.140 --> 01:18:01.350]   that
[01:18:01.350 --> 01:18:01.450]  's
[01:18:01.450 --> 01:18:01.640]   the
[01:18:01.640 --> 01:18:01.860]   least
[01:18:01.860 --> 01:18:01.960]   of
[01:18:01.960 --> 01:18:02.120]   the
[01:18:02.120 --> 01:18:02.530]   problems
[01:18:02.530 --> 01:18:02.630]   it
[01:18:02.630 --> 01:18:02.730]  's
[01:18:02.730 --> 01:18:02.870]   not
[01:18:02.870 --> 01:18:03.030]   the
[01:18:03.030 --> 01:18:03.340]   actors
[01:18:03.340 --> 01:18:03.490]   the
[01:18:03.490 --> 01:18:03.830]   actors
[01:18:03.830 --> 01:18:03.950]   are
[01:18:03.950 --> 01:18:04.160]   fine
[01:18:04.160 --> 01:18:04.260]   it
[01:18:04.260 --> 01:18:04.360]  's
[01:18:04.360 --> 01:18:04.590]   like
[01:18:04.590 --> 01:18:04.770]   the
[01:18:04.770 --> 01:18:04.780]   p
[01:18:04.780 --> 01:18:05.080]   the
[01:18:05.080 --> 01:18:05.540]   production
[01:18:05.540 --> 01:18:05.700]   value
[01:18:05.700 --> 01:18:05.800]   is
[01:18:05.800 --> 01:18:06.010]   fine
[01:18:06.010 --> 01:18:06.140]   it
[01:18:06.140 --> 01:18:06.210]  's
[01:18:06.210 --> 01:18:06.420]   just
[01:18:06.420 --> 01:18:06.710]   that
[01:18:06.710 --> 01:18:06.840]   like
[01:18:06.840 --> 01:18:07.100]   they
[01:18:07.100 --> 01:18:07.200]  're
[01:18:07.200 --> 01:18:07.580]   sitting
[01:18:07.580 --> 01:18:07.790]   with
[01:18:07.790 --> 01:18:07.980]   this
[01:18:07.980 --> 01:18:08.150]   big
[01:18:08.150 --> 01:18:08.490]   mystery
[01:18:08.490 --> 01:18:08.640]   and
[01:18:08.640 --> 01:18:08.850]   then
[01:18:08.850 --> 01:18:09.060]   they
[01:18:09.060 --> 01:18:09.270]   tell
[01:18:09.270 --> 01:18:09.370]   us
[01:18:09.370 --> 01:18:09.630]   right
[01:18:09.630 --> 01:18:09.840]   away
[01:18:09.840 --> 01:18:09.990]   and
[01:18:09.990 --> 01:18:10.250]   like
[01:18:10.250 --> 01:18:10.300]   oh
[01:18:10.300 --> 01:18:10.400]   we
[01:18:10.400 --> 01:18:10.550]   had
[01:18:10.550 --> 01:18:10.700]   the
[01:18:10.700 --> 01:18:11.170]   mysteries
[01:18:11.170 --> 01:18:11.380]   over
[01:18:11.380 --> 01:18:11.740]   telling
[01:18:11.740 --> 01:18:11.890]   the
[01:18:11.890 --> 01:18:12.200]   second
[01:18:12.200 --> 01:18:12.410]   that
[01:18:12.410 --> 01:18:12.620]   they
[01:18:12.620 --> 01:18:12.770]  're
[01:18:12.770 --> 01:18:13.150]   aliens
[01:18:13.150 --> 01:18:13.180]   so
[01:18:13.180 --> 01:18:13.380]   like
[01:18:13.380 --> 01:18:13.720]   okay
[01:18:13.720 --> 01:18:13.760]   you
[01:18:13.760 --> 01:18:13.960]   didn
[01:18:13.960 --> 01:18:14.060]  't
[01:18:14.060 --> 01:18:14.320]   leave
[01:18:14.320 --> 01:18:14.440]   us
[01:18:14.440 --> 01:18:14.780]   hanging
[01:18:14.780 --> 01:18:14.900]   it
[01:18:14.900 --> 01:18:14.980]  's
[01:18:14.980 --> 01:18:15.190]   like
[01:18:15.190 --> 01:18:15.340]   you
[01:18:15.340 --> 01:18:15.490]   you
[01:18:15.490 --> 01:18:15.780]   kinda
[01:18:15.780 --> 01:18:16.030]   kinda
[01:18:16.030 --> 01:18:16.220]   keep
[01:18:16.220 --> 01:18:16.370]   the
[01:18:16.370 --> 01:18:16.730]   mystery
[01:18:16.730 --> 01:18:16.830]   we
[01:18:16.830 --> 01:18:16.980]  'll
[01:18:16.980 --> 01:18:17.190]   keep
[01:18:17.190 --> 01:18:17.290]   it
[01:18:17.290 --> 01:18:17.550]   going
[01:18:17.550 --> 01:18:18.580]  . [SPEAKER_TURN]
[01:18:18.580 --> 01:18:18.760]   The
[01:18:18.760 --> 01:18:19.300]   narrative
[01:18:19.300 --> 01:18:19.760]   drives
[01:18:19.760 --> 01:18:20.200]   basically
[01:18:20.200 --> 01:18:20.400]  . [SPEAKER_TURN]
[01:18:22.240 --> 01:18:22.260]  
[01:18:22.260 --> 01:18:22.370]   um
[01:18:22.370 --> 01:18:22.620]   yeah
[01:18:22.620 --> 01:18:22.750]  ,
[01:18:22.750 --> 01:18:22.920]   I
[01:18:22.920 --> 01:18:23.160]   mean
[01:18:23.160 --> 01:18:23.210]   it
[01:18:23.210 --> 01:18:23.340]  's
[01:18:23.340 --> 01:18:23.620]   like
[01:18:23.620 --> 01:18:23.660]   A
[01:18:23.660 --> 01:18:23.920]  vent
[01:18:23.920 --> 01:18:24.050]   is
[01:18:24.050 --> 01:18:24.240]   one
[01:18:24.240 --> 01:18:24.370]   of
[01:18:24.370 --> 01:18:24.690]   those
[01:18:24.690 --> 01:18:25.020]   shows
[01:18:25.020 --> 01:18:25.300]   that
[01:18:25.300 --> 01:18:25.330]   I
[01:18:25.330 --> 01:18:25.720]   wanted
[01:18:25.720 --> 01:18:25.850]   to
[01:18:25.850 --> 01:18:26.110]   like
[01:18:26.110 --> 01:18:26.170]   '
[01:18:26.170 --> 01:18:26.520]  cause
[01:18:26.520 --> 01:18:26.550]   I
[01:18:26.550 --> 01:18:26.940]   needed
[01:18:26.940 --> 01:18:27.000]   a
[01:18:27.000 --> 01:18:27.260]   show
[01:18:27.260 --> 01:18:27.390]   to
[01:18:27.390 --> 01:18:27.710]   watch
[01:18:27.710 --> 01:18:27.890]   and
[01:18:27.890 --> 01:18:28.030]  ,
[01:18:28.030 --> 01:18:28.160]   it
[01:18:28.160 --> 01:18:28.290]  's
[01:18:28.290 --> 01:18:28.550]   just
[01:18:28.550 --> 01:18:28.950]   making
[01:18:28.950 --> 01:18:29.070]   it
[01:18:29.070 --> 01:18:29.460]   really
[01:18:29.460 --> 01:18:29.720]   hard
[01:18:29.720 --> 01:18:29.910]   for
[01:18:29.910 --> 01:18:30.040]   me
[01:18:30.040 --> 01:18:30.100]   '
[01:18:30.100 --> 01:18:30.420]  cause
[01:18:30.420 --> 01:18:30.550]   it
[01:18:30.550 --> 01:18:30.870]   sucks
[01:18:30.870 --> 01:18:31.060]   But
[01:18:31.060 --> 01:18:31.250]  .
[01:18:31.250 --> 01:18:31.640]   anyway
[01:18:31.640 --> 01:18:31.770]  ,
[01:18:31.770 --> 01:18:31.830]   I
[01:18:31.830 --> 01:18:32.140]   still
[01:18:32.140 --> 01:18:32.680]   watching
[01:18:32.680 --> 01:18:32.800]   it
[01:18:32.800 --> 01:18:32.930]   eh
[01:18:32.930 --> 01:18:33.060]   uh
[01:18:33.060 --> 01:18:33.190]   it
[01:18:33.190 --> 01:18:33.380]   but
[01:18:33.380 --> 01:18:33.570]   the
[01:18:33.570 --> 01:18:33.760]   um
[01:18:33.760 --> 01:18:33.760]   I
[01:18:33.760 --> 01:18:34.080]  'm
[01:18:34.080 --> 01:18:34.400]   gonna
[01:18:34.400 --> 01:18:34.410]   get
[01:18:34.410 --> 01:18:34.530]   to
[01:18:34.530 --> 01:18:34.720]   the
[01:18:34.720 --> 01:18:35.040]   point
[01:18:35.040 --> 01:18:35.250]  .
[01:18:35.250 --> 01:18:35.360]   So
[01:18:35.360 --> 01:18:35.550]   the
[01:18:35.550 --> 01:18:35.870]   point
[01:18:35.870 --> 01:18:36.000]   is
[01:18:36.000 --> 01:18:36.260]   this
[01:18:36.260 --> 01:18:36.460]  .
[01:18:36.460 --> 01:18:36.640]   The
[01:18:36.640 --> 01:18:37.030]   reason
[01:18:37.030 --> 01:18:37.090]   I
[01:18:37.090 --> 01:18:37.410]   bring
[01:18:37.410 --> 01:18:37.540]   it
[01:18:37.540 --> 01:18:37.670]   up
[01:18:37.670 --> 01:18:37.800]   th
[01:18:37.800 --> 01:18:38.060]   that
[01:18:38.060 --> 01:18:38.190]   we
[01:18:38.190 --> 01:18:38.250]   t
[01:18:38.250 --> 01:18:38.400]   we
[01:18:38.400 --> 01:18:38.570]  're
[01:18:38.570 --> 01:18:39.190]   talking
[01:18:39.190 --> 01:18:39.340]   about
[01:18:39.340 --> 01:18:39.600]   this
[01:18:39.600 --> 01:18:39.730]   is
[01:18:39.730 --> 01:18:39.790]   I
[01:18:39.790 --> 01:18:40.050]   said
[01:18:40.050 --> 01:18:40.240]   you
[01:18:40.240 --> 01:18:40.500]   know
[01:18:40.500 --> 01:18:40.760]   what
[01:18:40.760 --> 01:18:40.890]  's
[01:18:40.890 --> 01:18:41.020]  ,
[01:18:41.020 --> 01:18:41.740]   interesting
[01:18:41.740 --> 01:18:41.800]   I
[01:18:41.800 --> 01:18:41.990]  .
[01:18:41.990 --> 01:18:42.250]   just
[01:18:42.250 --> 01:18:42.510]   read
[01:18:42.510 --> 01:18:42.770]   this
[01:18:42.770 --> 01:18:42.830]   r
[01:18:42.830 --> 01:18:43.090]   this
[01:18:43.090 --> 01:18:43.280]   uh
[01:18:43.280 --> 01:18:43.640]   recent
[01:18:43.640 --> 01:18:43.740]   um
[01:18:43.740 --> 01:18:44.060]   email
[01:18:44.060 --> 01:18:44.320]   from
[01:18:44.320 --> 01:18:44.640]   Jason
[01:18:44.640 --> 01:18:44.700]   K
[01:18:44.700 --> 01:18:44.890]  all
[01:18:44.890 --> 01:18:45.020]  ik
[01:18:45.020 --> 01:18:45.210]  ann
[01:18:45.210 --> 01:18:45.340]  es
[01:18:45.340 --> 01:18:45.600]   that
[01:18:45.600 --> 01:18:45.730]   he
[01:18:45.730 --> 01:18:46.120]   sent
[01:18:46.120 --> 01:18:46.180]   on
[01:18:46.180 --> 01:18:46.310]   his
[01:18:46.310 --> 01:18:46.670]   email
[01:18:46.670 --> 01:18:46.890]   list
[01:18:46.890 --> 01:18:47.080]  .
[01:18:47.080 --> 01:18:47.270]   And
[01:18:47.270 --> 01:18:47.400]   he
[01:18:47.400 --> 01:18:47.920]   said
[01:18:47.920 --> 01:18:48.050]   that
[01:18:48.050 --> 01:18:48.150]  ,
[01:18:48.150 --> 01:18:48.240]   you
[01:18:48.240 --> 01:18:48.500]   know
[01:18:48.500 --> 01:18:48.630]  ,
[01:18:48.630 --> 01:18:48.760]   he
[01:18:48.760 --> 01:18:48.890]  'd
[01:18:48.890 --> 01:18:49.150]   been
[01:18:49.150 --> 01:18:49.540]   really
[01:18:49.540 --> 01:18:49.840]   att
[01:18:49.840 --> 01:18:50.120]  acking
[01:18:50.120 --> 01:18:50.250]   um
[01:18:50.250 --> 01:18:50.960]   Facebook
[01:18:50.960 --> 01:18:52.100]   and [SPEAKER_TURN]
[01:18:52.100 --> 01:18:52.100]  
[01:18:52.100 --> 01:18:52.590]   Zuckerberg
[01:18:52.590 --> 01:18:52.960]   about
[01:18:52.960 --> 01:18:53.070]   their
[01:18:53.070 --> 01:18:53.460]   policies
[01:18:53.460 --> 01:18:53.600]  .
[01:18:53.600 --> 01:18:53.640]   I
[01:18:53.640 --> 01:18:53.780]   was
[01:18:53.780 --> 01:18:53.970]   like
[01:18:53.970 --> 01:18:54.110]   how
[01:18:54.110 --> 01:18:54.300]   were
[01:18:54.300 --> 01:18:54.440]   all
[01:18:54.440 --> 01:18:54.670]   these
[01:18:54.670 --> 01:18:55.110]   features
[01:18:55.110 --> 01:18:55.210]   and
[01:18:55.210 --> 01:18:55.300]   it
[01:18:55.300 --> 01:18:55.540]   would
[01:18:55.540 --> 01:18:55.730]   kind
[01:18:55.730 --> 01:18:55.820]   of
[01:18:55.820 --> 01:18:56.090]   you
[01:18:56.090 --> 01:18:56.150]   know
[01:18:56.150 --> 01:18:56.240]  ,
[01:18:56.240 --> 01:18:56.500]   turn
[01:18:56.500 --> 01:18:56.620]   over
[01:18:56.620 --> 01:18:56.660]   a
[01:18:56.660 --> 01:18:56.800]   lot
[01:18:56.800 --> 01:18:57.010]   of
[01:18:57.010 --> 01:18:57.180]   things
[01:18:57.180 --> 01:18:57.370]   that
[01:18:57.370 --> 01:18:57.560]   were
[01:18:57.560 --> 01:18:57.900]   private
[01:18:57.900 --> 01:18:58.090]   make
[01:18:58.090 --> 01:18:58.180]  ,
[01:18:58.180 --> 01:18:58.370]   them
[01:18:58.370 --> 01:18:58.660]   public
[01:18:58.660 --> 01:18:58.800]   and
[01:18:58.800 --> 01:18:58.940]   all
[01:18:58.940 --> 01:18:59.180]   these
[01:18:59.180 --> 01:18:59.420]   kinds
[01:18:59.420 --> 01:18:59.510]   of
[01:18:59.510 --> 01:18:59.800]   things
[01:18:59.800 --> 01:18:59.940]  .
[01:18:59.940 --> 01:19:00.080]   And
[01:19:00.080 --> 01:19:00.900]   he [SPEAKER_TURN]
[01:19:00.900 --> 01:19:01.080]   Yeah
[01:19:01.080 --> 01:19:01.170]  ,
[01:19:01.170 --> 01:19:01.260]   he
[01:19:01.260 --> 01:19:01.350]  'd
[01:19:01.350 --> 01:19:01.590]   done
[01:19:01.590 --> 01:19:01.750]   quite
[01:19:01.750 --> 01:19:01.890]   a
[01:19:01.890 --> 01:19:01.920]   lot
[01:19:01.920 --> 01:19:02.010]   of
[01:19:02.010 --> 01:19:02.100]   um
[01:19:02.100 --> 01:19:02.330]   very
[01:19:02.330 --> 01:19:02.680]   scathing
[01:19:02.680 --> 01:19:02.950]   attacks
[01:19:02.950 --> 01:19:03.040]   on
[01:19:03.040 --> 01:19:03.240]   them
[01:19:03.240 --> 01:19:03.760]  . [SPEAKER_TURN]
[01:19:04.400 --> 01:19:04.460]  
[01:19:04.460 --> 01:19:04.650]   Yeah
[01:19:04.650 --> 01:19:05.030]   really
[01:19:05.030 --> 01:19:05.150]  ,
[01:19:05.150 --> 01:19:05.210]   b
[01:19:05.210 --> 01:19:05.520]  anged
[01:19:05.520 --> 01:19:05.640]   on
[01:19:05.640 --> 01:19:05.870]   them
[01:19:05.870 --> 01:19:06.110]   a
[01:19:06.110 --> 01:19:06.140]   lot
[01:19:06.140 --> 01:19:06.330]   and
[01:19:06.330 --> 01:19:06.450]   so
[01:19:06.450 --> 01:19:06.570]   he
[01:19:06.570 --> 01:19:06.620]   met
[01:19:06.620 --> 01:19:06.820]   I
[01:19:06.820 --> 01:19:06.920]   guess
[01:19:06.920 --> 01:19:07.440]   he
[01:19:07.440 --> 01:19:07.530]   was
[01:19:07.530 --> 01:19:07.560]   at
[01:19:07.560 --> 01:19:07.810]   some
[01:19:07.810 --> 01:19:08.120]   event
[01:19:08.120 --> 01:19:08.260]   or
[01:19:08.260 --> 01:19:08.870]   conference
[01:19:08.870 --> 01:19:08.990]   or
[01:19:08.990 --> 01:19:09.680]   something
[01:19:09.680 --> 01:19:09.680]   or
[01:19:09.680 --> 01:19:09.990]   party
[01:19:09.990 --> 01:19:10.180]   and
[01:19:10.180 --> 01:19:10.300]   he
[01:19:10.300 --> 01:19:10.490]   met
[01:19:10.490 --> 01:19:10.750]   was
[01:19:10.750 --> 01:19:11.350]   introduced
[01:19:11.350 --> 01:19:11.430]   to
[01:19:11.430 --> 01:19:11.620]   two
[01:19:11.620 --> 01:19:11.750]   of
[01:19:11.750 --> 01:19:11.930]   the
[01:19:11.930 --> 01:19:12.310]   senior
[01:19:12.310 --> 01:19:12.910]   Facebook
[01:19:12.910 --> 01:19:13.440]   developers
[01:19:13.440 --> 01:19:13.690]   who
[01:19:13.690 --> 01:19:13.820]   had
[01:19:13.820 --> 01:19:14.070]   been
[01:19:14.070 --> 01:19:14.380]   there
[01:19:14.380 --> 01:19:14.750]   since
[01:19:14.750 --> 01:19:14.750]   m
[01:19:14.750 --> 01:19:15.310]   very
[01:19:15.310 --> 01:19:15.400]   early
[01:19:15.400 --> 01:19:15.510]   on
[01:19:15.510 --> 01:19:15.630]   and
[01:19:15.630 --> 01:19:15.740]   he
[01:19:15.740 --> 01:19:15.990]   said
[01:19:15.990 --> 01:19:16.150]   it
[01:19:16.150 --> 01:19:16.300]   was
[01:19:16.300 --> 01:19:16.550]   kind
[01:19:16.550 --> 01:19:16.670]   of
[01:19:16.670 --> 01:19:17.110]   awkward
[01:19:17.110 --> 01:19:17.230]   he
[01:19:17.230 --> 01:19:17.350]  ,
[01:19:17.350 --> 01:19:17.540]   was
[01:19:17.540 --> 01:19:17.790]   kind
[01:19:17.790 --> 01:19:17.900]   of
[01:19:17.900 --> 01:19:17.970]   waiting
[01:19:17.970 --> 01:19:18.790]   for
[01:19:18.790 --> 01:19:18.850]   those
[01:19:18.850 --> 01:19:19.100]   guys
[01:19:19.100 --> 01:19:19.220]   to
[01:19:19.220 --> 01:19:19.460]   just
[01:19:19.460 --> 01:19:19.850]   really
[01:19:19.850 --> 01:19:20.130]   like
[01:19:20.130 --> 01:19:20.290]   lay
[01:19:20.290 --> 01:19:20.540]   into
[01:19:20.540 --> 01:19:20.670]   '
[01:19:20.670 --> 01:19:20.720]  em
[01:19:20.720 --> 01:19:21.030]   right
[01:19:21.030 --> 01:19:21.160]  ,
[01:19:21.160 --> 01:19:21.340]   But
[01:19:21.340 --> 01:19:21.460]   it
[01:19:21.460 --> 01:19:21.770]   turns
[01:19:21.770 --> 01:19:21.960]   out
[01:19:21.960 --> 01:19:22.230]   they
[01:19:22.230 --> 01:19:22.520]   were
[01:19:22.520 --> 01:19:22.710]   kind
[01:19:22.710 --> 01:19:22.830]   of
[01:19:22.830 --> 01:19:23.080]   nice
[01:19:23.080 --> 01:19:23.330]   that
[01:19:23.330 --> 01:19:23.770]   they
[01:19:23.770 --> 01:19:23.780]  're
[01:19:23.780 --> 01:19:24.020]   like
[01:19:24.020 --> 01:19:24.250]   yeah
[01:19:24.250 --> 01:19:24.410]   we
[01:19:24.410 --> 01:19:24.510]  ,
[01:19:24.510 --> 01:19:24.760]   like
[01:19:24.760 --> 01:19:25.010]   your
[01:19:25.010 --> 01:19:25.450]   writing
[01:19:25.450 --> 01:19:25.580]   or
[01:19:25.580 --> 01:19:26.070]   whatever
[01:19:26.070 --> 01:19:26.300]   and
[01:19:26.300 --> 01:19:26.380]   he
[01:19:26.380 --> 01:19:26.630]   said
[01:19:26.630 --> 01:19:26.880]   well
[01:19:26.880 --> 01:19:27.070]   let
[01:19:27.070 --> 01:19:27.190]   me
[01:19:27.190 --> 01:19:27.370]   ask
[01:19:27.370 --> 01:19:27.570]   you
[01:19:27.570 --> 01:19:27.770]   a
[01:19:27.770 --> 01:19:28.130]   question
[01:19:28.130 --> 01:19:28.250]   he
[01:19:28.250 --> 01:19:28.400]  's
[01:19:28.400 --> 01:19:28.490]  ,
[01:19:28.490 --> 01:19:29.230]   like
[01:19:29.230 --> 01:19:29.330]   t
[01:19:29.330 --> 01:19:29.500]   is
[01:19:29.500 --> 01:19:30.070]   are
[01:19:30.070 --> 01:19:30.160]   the
[01:19:30.160 --> 01:19:31.220]   decisions
[01:19:31.220 --> 01:19:31.280]   that
[01:19:31.280 --> 01:19:32.250]   Zuckerberg
[01:19:32.250 --> 01:19:32.670]   makes
[01:19:32.670 --> 01:19:33.130]   about
[01:19:33.130 --> 01:19:33.500]   this
[01:19:33.500 --> 01:19:33.780]   are
[01:19:33.780 --> 01:19:33.960]  ,
[01:19:33.960 --> 01:19:34.400]   they
[01:19:34.400 --> 01:19:34.580]  
[01:19:34.580 --> 01:19:34.630]   are
[01:19:34.630 --> 01:19:34.820]   they
[01:19:34.820 --> 01:19:35.310]   clueless
[01:19:35.310 --> 01:19:35.430]   or
[01:19:35.430 --> 01:19:35.610]   are
[01:19:35.610 --> 01:19:35.850]   they
[01:19:35.850 --> 01:19:36.400]   something
[01:19:36.400 --> 01:19:36.640]   else
[01:19:36.640 --> 01:19:36.700]   I
[01:19:36.700 --> 01:19:36.880]  ?
[01:19:36.880 --> 01:19:37.170]   mean
[01:19:37.170 --> 01:19:37.360]   what
[01:19:37.360 --> 01:19:37.480]   is
[01:19:37.480 --> 01:19:37.590]   it
[01:19:37.590 --> 01:19:37.880]  ?
[01:19:37.880 --> 01:19:38.040]   And
[01:19:38.040 --> 01:19:38.370]   the
[01:19:38.370 --> 01:19:38.410]   guys
[01:19:38.410 --> 01:19:38.570]   say
[01:19:38.570 --> 01:19:38.780]   well
[01:19:38.780 --> 01:19:38.990]   look
[01:19:38.990 --> 01:19:39.090]  ,
[01:19:39.090 --> 01:19:39.460]   either
[01:19:39.460 --> 01:19:39.610]   w
[01:19:39.610 --> 01:19:39.620]   the
[01:19:39.620 --> 01:19:39.780]   way
[01:19:39.780 --> 01:19:40.210]   Facebook
[01:19:40.210 --> 01:19:40.480]   works
[01:19:40.480 --> 01:19:40.580]   is
[01:19:40.580 --> 01:19:40.690]   it
[01:19:40.690 --> 01:19:40.780]  's
[01:19:40.780 --> 01:19:40.940]   not
[01:19:40.940 --> 01:19:41.100]   the
[01:19:41.100 --> 01:19:41.260]   top
[01:19:41.260 --> 01:19:41.310]  -
[01:19:41.310 --> 01:19:41.530]  down
[01:19:41.530 --> 01:19:41.950]   approach
[01:19:41.950 --> 01:19:42.120]  .
[01:19:42.120 --> 01:19:42.380]   There
[01:19:42.380 --> 01:19:42.510]  's
[01:19:42.510 --> 01:19:42.640]   not
[01:19:42.640 --> 01:19:42.850]   like
[01:19:42.850 --> 01:19:43.120]   there
[01:19:43.120 --> 01:19:43.290]   are
[01:19:43.290 --> 01:19:43.730]   product
[01:19:43.730 --> 01:19:44.090]   managers
[01:19:44.090 --> 01:19:44.250]   and
[01:19:44.250 --> 01:19:44.790]   committees
[01:19:44.790 --> 01:19:45.000]   that
[01:19:45.000 --> 01:19:45.210]   come
[01:19:45.210 --> 01:19:45.310]   up
[01:19:45.310 --> 01:19:45.640]   with
[01:19:45.640 --> 01:19:45.730]   what
[01:19:45.730 --> 01:19:45.830]   we
[01:19:45.830 --> 01:19:45.990]  're
[01:19:45.990 --> 01:19:46.260]   gonna
[01:19:46.260 --> 01:19:46.360]   do
[01:19:46.360 --> 01:19:46.520]   and
[01:19:46.520 --> 01:19:46.730]   then
[01:19:46.730 --> 01:19:46.950]   they
[01:19:46.950 --> 01:19:47.150]   hand
[01:19:47.150 --> 01:19:47.420]   these
[01:19:47.420 --> 01:19:47.800]   designs
[01:19:47.800 --> 01:19:47.960]   and
[01:19:47.960 --> 01:19:48.240]   specs
[01:19:48.240 --> 01:19:48.330]   to
[01:19:48.330 --> 01:19:48.490]   the
[01:19:48.490 --> 01:19:49.030]   developers
[01:19:49.030 --> 01:19:49.190]   and
[01:19:49.190 --> 01:19:49.400]   then
[01:19:49.400 --> 01:19:49.610]   they
[01:19:49.610 --> 01:19:49.710]   do
[01:19:49.710 --> 01:19:49.810]   it
[01:19:49.810 --> 01:19:50.320]  .
[01:19:50.320 --> 01:19:50.480]   The
[01:19:50.480 --> 01:19:50.890]   developers
[01:19:50.890 --> 01:19:51.060]   just
[01:19:51.060 --> 01:19:51.320]   create
[01:19:51.320 --> 01:19:51.540]   stuff
[01:19:51.540 --> 01:19:51.670]   and
[01:19:51.670 --> 01:19:52.110]   Zuckerberg
[01:19:52.110 --> 01:19:52.280]   says
[01:19:52.280 --> 01:19:52.450]   just
[01:19:52.450 --> 01:19:52.620]   roll
[01:19:52.620 --> 01:19:52.700]   it
[01:19:52.700 --> 01:19:52.830]   out
[01:19:52.830 --> 01:19:52.910]  ,
[01:19:52.910 --> 01:19:53.040]   see
[01:19:53.040 --> 01:19:53.270]   what
[01:19:53.270 --> 01:19:53.530]   happens
[01:19:53.530 --> 01:19:54.100]  . [SPEAKER_TURN]
[01:19:54.100 --> 01:19:54.100]   M
[01:19:54.100 --> 01:19:54.180]  m
[01:19:54.180 --> 01:19:54.260]  -
[01:19:54.260 --> 01:19:54.340]  h
[01:19:54.340 --> 01:19:54.350]  mm
[01:19:54.350 --> 01:19:54.600]  . [SPEAKER_TURN]
[01:19:55.480 --> 01:19:55.550]  
[01:19:55.550 --> 01:19:55.700]   which
[01:19:55.700 --> 01:19:55.780]   is
[01:19:55.780 --> 01:19:56.100]   amazing
[01:19:56.100 --> 01:19:56.320]   right
[01:19:56.320 --> 01:19:56.410]  ,
[01:19:56.410 --> 01:19:56.450]   I
[01:19:56.450 --> 01:19:56.630]   mean
[01:19:56.630 --> 01:19:56.840]   a
[01:19:56.840 --> 01:19:56.850]   site
[01:19:56.850 --> 01:19:57.030]   like
[01:19:57.030 --> 01:19:57.390]   Facebook
[01:19:57.390 --> 01:19:57.590]   well
[01:19:57.590 --> 01:19:57.750]   they
[01:19:57.750 --> 01:19:57.930]   just
[01:19:57.930 --> 01:19:58.110]   roll
[01:19:58.110 --> 01:19:58.200]   it
[01:19:58.200 --> 01:19:58.330]   out
[01:19:58.330 --> 01:19:58.420]  ,
[01:19:58.420 --> 01:19:58.550]   and
[01:19:58.550 --> 01:19:58.770]   maybe
[01:19:58.770 --> 01:19:58.860]   it
[01:19:58.860 --> 01:19:59.080]   doesn
[01:19:59.080 --> 01:19:59.170]  't
[01:19:59.170 --> 01:19:59.270]   go
[01:19:59.270 --> 01:19:59.350]   to
[01:19:59.350 --> 01:19:59.710]   everyone
[01:19:59.710 --> 01:19:59.800]  ,
[01:19:59.800 --> 01:20:00.020]   maybe
[01:20:00.020 --> 01:20:00.120]   it
[01:20:00.120 --> 01:20:00.290]   goes
[01:20:00.290 --> 01:20:00.370]   to
[01:20:00.370 --> 01:20:00.600]   some
[01:20:00.600 --> 01:20:00.870]   portion
[01:20:00.870 --> 01:20:00.960]   of
[01:20:00.960 --> 01:20:01.110]   the
[01:20:01.110 --> 01:20:01.400]   country
[01:20:01.400 --> 01:20:01.490]   or
[01:20:01.490 --> 01:20:01.670]   some
[01:20:01.670 --> 01:20:01.980]   portion
[01:20:01.980 --> 01:20:02.100]   of
[01:20:02.100 --> 01:20:02.200]   the
[01:20:02.200 --> 01:20:02.420]   world
[01:20:02.420 --> 01:20:02.510]  ,
[01:20:02.510 --> 01:20:02.600]   or
[01:20:02.600 --> 01:20:02.770]   some
[01:20:02.770 --> 01:20:03.090]   portion
[01:20:03.090 --> 01:20:03.190]   of
[01:20:03.190 --> 01:20:03.400]   users
[01:20:03.400 --> 01:20:03.490]  ,
[01:20:03.490 --> 01:20:03.620]   but
[01:20:03.620 --> 01:20:03.790]   they
