
[00:00:00.000 --> 00:00:00.020]  
[00:00:00.020 --> 00:00:05.390]   â™
[01:19:42.490 --> 01:19:42.610]   thing
[01:19:42.610 --> 01:19:42.780]   called
[01:19:42.780 --> 01:19:42.970]   general
[01:19:42.970 --> 01:19:43.100]   game
[01:19:43.100 --> 01:19:43.270]   playing
[01:19:43.270 --> 01:19:43.580]   competition
[01:19:43.580 --> 01:19:43.660]   and
[01:19:43.660 --> 01:19:43.770]   they
[01:19:43.770 --> 01:19:43.880]   also
[01:19:43.880 --> 01:19:43.990]   have
[01:19:43.990 --> 01:19:44.070]   the
[01:19:44.070 --> 01:19:44.290]   computer
[01:19:44.290 --> 01:19:44.540]   poker
[01:19:44.540 --> 01:19:45.220]  . [SPEAKER_TURN]
[01:19:45.220 --> 01:19:45.220]  
[01:19:45.220 --> 01:19:45.440]   side
[01:19:45.440 --> 01:19:45.600]  .
[01:19:45.600 --> 01:19:45.820]   Yeah
[01:19:45.820 --> 01:19:45.930]  ,
[01:19:45.930 --> 01:19:46.150]   they
[01:19:46.150 --> 01:19:46.380]   also
[01:19:46.380 --> 01:19:46.590]   have
[01:19:46.590 --> 01:19:47.270]   competitions
[01:19:47.270 --> 01:19:47.660]   during
[01:19:47.660 --> 01:19:47.810]   yeah
[01:19:47.810 --> 01:19:47.920]  ,
[01:19:47.920 --> 01:19:48.140]   just
[01:19:48.140 --> 01:19:48.430]   right
[01:19:48.430 --> 01:19:48.810]   after
[01:19:48.810 --> 01:19:48.980]   after
[01:19:48.980 --> 01:19:49.140]   the
[01:19:49.140 --> 01:19:49.300]   the
[01:19:49.300 --> 01:19:49.460]   the
[01:19:49.460 --> 01:19:49.620]   day
[01:19:49.620 --> 01:19:49.780]   you
[01:19:49.780 --> 01:19:49.890]  ,
[01:19:49.890 --> 01:19:50.110]   know
[01:19:50.110 --> 01:19:50.330]   they
[01:19:50.330 --> 01:19:50.440]  ,
[01:19:50.440 --> 01:19:50.660]   have
[01:19:50.660 --> 01:19:51.330]   competitions
[01:19:51.330 --> 01:19:51.450]  ,
[01:19:51.450 --> 01:19:51.600]   you
[01:19:51.600 --> 01:19:51.820]   know
[01:19:51.820 --> 01:19:51.870]   I
[01:19:51.870 --> 01:19:51.980]  ,
[01:19:51.980 --> 01:19:52.200]   know
[01:19:52.200 --> 01:19:52.450]   they
[01:19:52.450 --> 01:19:52.530]  ,
[01:19:52.530 --> 01:19:52.750]   have
[01:19:52.750 --> 01:19:53.140]   various
[01:19:53.140 --> 01:19:53.300]   one
[01:19:53.300 --> 01:19:53.460]   day
[01:19:53.460 --> 01:19:53.680]   they
[01:19:53.680 --> 01:19:53.790]  ,
[01:19:53.790 --> 01:19:54.010]   have
[01:19:54.010 --> 01:19:54.300]   the
[01:19:54.300 --> 01:19:54.450]   poker
[01:19:54.450 --> 01:19:55.080]   competition
[01:19:55.080 --> 01:19:55.350]   again
[01:19:55.350 --> 01:19:55.570]   this
[01:19:55.570 --> 01:19:55.790]   year
[01:19:55.790 --> 01:19:55.950]  .
[01:19:55.950 --> 01:19:56.170]   They
[01:19:56.170 --> 01:19:56.390]   have
[01:19:56.390 --> 01:19:56.500]   uh
[01:19:56.500 --> 01:19:56.720]   they
[01:19:56.720 --> 01:19:56.940]   have
[01:19:56.940 --> 01:19:56.990]   F
[01:19:56.990 --> 01:19:57.040]  _
[01:19:57.040 --> 01:19:57.090]  E
[01:19:57.090 --> 01:19:57.140]  _
[01:19:57.140 --> 01:19:57.360]   last
[01:19:57.360 --> 01:19:57.580]   year
[01:19:57.580 --> 01:19:57.800]   they
[01:19:57.800 --> 01:19:57.910]  ,
[01:19:57.910 --> 01:19:58.070]   had
[01:19:58.070 --> 01:19:58.290]   some
[01:19:58.290 --> 01:19:58.510]   kind
[01:19:58.510 --> 01:19:58.620]   of
[01:19:58.620 --> 01:19:58.760]   uh
[01:19:58.760 --> 01:19:58.840]   dr
[01:19:58.840 --> 01:19:58.950]   uh
[01:19:58.950 --> 01:19:59.100]   not
[01:19:59.100 --> 01:19:59.160]   a
[01:19:59.160 --> 01:19:59.440]   drone
[01:19:59.440 --> 01:19:59.600]   but
[01:19:59.600 --> 01:19:59.760]   com
[01:19:59.760 --> 01:20:00.020]   some
[01:20:00.020 --> 01:20:00.200]   kind
[01:20:00.200 --> 01:20:00.360]   of
[01:20:00.360 --> 01:20:00.420]   uh
[01:20:00.420 --> 01:20:00.530]   go
[01:20:00.530 --> 01:20:00.580]  -
[01:20:00.580 --> 01:20:00.800]  cart
[01:20:00.800 --> 01:20:01.020]   type
[01:20:01.020 --> 01:20:01.640]   competition
[01:20:01.640 --> 01:20:01.970]   driven
[01:20:01.970 --> 01:20:02.080]   by
[01:20:02.080 --> 01:20:02.130]   A
[01:20:02.130 --> 01:20:02.180]  _
[01:20:02.180 --> 01:20:02.230]  I
[01:20:02.230 --> 01:20:02.280]  _
[01:20:02.280 --> 01:20:02.320]   I
[01:20:02.320 --> 01:20:02.490]  .
[01:20:02.490 --> 01:20:02.710]   mean
[01:20:02.710 --> 01:20:02.870]   you
[01:20:02.870 --> 01:20:02.980]  ,
[01:20:02.980 --> 01:20:03.200]   know
[01:20:03.200 --> 01:20:03.310]   it
[01:20:03.310 --> 01:20:03.420]  's
[01:20:03.420 --> 01:20:03.530]   it
[01:20:03.530 --> 01:20:03.640]  's
[01:20:03.640 --> 01:20:03.750]  ,
[01:20:03.750 --> 01:20:04.010]   kind
[01:20:04.010 --> 01:20:04.080]   of
[01:20:04.080 --> 01:20:04.180]   a
[01:20:04.180 --> 01:20:04.200]   a
[01:20:04.200 --> 01:20:04.570]   generic
[01:20:04.570 --> 01:20:04.680]   uh
[01:20:04.680 --> 01:20:04.840]   you
[01:20:04.840 --> 01:20:05.060]   know
[01:20:05.060 --> 01:20:05.170]  ,
[01:20:05.170 --> 01:20:05.360]   yearly
[01:20:05.360 --> 01:20:05.710]   uh
[01:20:05.710 --> 01:20:05.890]   event
[01:20:05.890 --> 01:20:06.000]   uh
[01:20:06.000 --> 01:20:06.110]   to
[01:20:06.110 --> 01:20:06.690]   everybody
[01:20:06.690 --> 01:20:07.010]   anybody
[01:20:07.010 --> 01:20:07.220]   that
[01:20:07.220 --> 01:20:07.340]  's
[01:20:07.340 --> 01:20:07.890]   interested
[01:20:07.890 --> 01:20:08.000]   in
[01:20:08.000 --> 01:20:08.070]   A
[01:20:08.070 --> 01:20:08.100]  _
[01:20:08.100 --> 01:20:08.150]  I
[01:20:08.150 --> 01:20:08.200]  _
[01:20:08.200 --> 01:20:08.420]   just
[01:20:08.420 --> 01:20:08.820]   attends
[01:20:08.820 --> 01:20:08.970]   And
[01:20:08.970 --> 01:20:09.190]  .
[01:20:09.190 --> 01:20:09.290]   for
[01:20:09.290 --> 01:20:09.400]   me
[01:20:09.400 --> 01:20:09.510]   it
[01:20:09.510 --> 01:20:09.620]  's
[01:20:09.620 --> 01:20:09.780]   the
[01:20:09.780 --> 01:20:10.060]   first
[01:20:10.060 --> 01:20:10.280]   year
[01:20:10.280 --> 01:20:10.730]   actually
[01:20:10.730 --> 01:20:10.900]  .
[01:20:10.900 --> 01:20:11.000]   So
[01:20:11.000 --> 01:20:11.110]  ,
[01:20:11.110 --> 01:20:11.160]   I
[01:20:11.160 --> 01:20:11.330]  've
[01:20:11.330 --> 01:20:11.540]   been
[01:20:11.540 --> 01:20:11.590]   a
[01:20:11.590 --> 01:20:11.630]   a
[01:20:11.630 --> 01:20:11.970]   member
[01:20:11.970 --> 01:20:12.110]   for
[01:20:12.110 --> 01:20:12.270]   a
[01:20:12.270 --> 01:20:12.340]   few
[01:20:12.340 --> 01:20:12.680]   years
[01:20:12.680 --> 01:20:12.780]  .
[01:20:12.780 --> 01:20:12.960]   But
[01:20:12.960 --> 01:20:13.050]   um
[01:20:13.050 --> 01:20:13.100]   I
[01:20:13.100 --> 01:20:13.380]   never
[01:20:13.380 --> 01:20:13.920]   actually
[01:20:13.920 --> 01:20:15.220]   attended
[01:20:15.220 --> 01:20:15.220]  
[01:20:15.220 --> 01:20:15.250]   I
[01:20:15.250 --> 01:20:15.320]  'd
[01:20:15.320 --> 01:20:15.350]   s
[01:20:15.350 --> 01:20:15.380]   I
[01:20:15.380 --> 01:20:15.480]  'll
[01:20:15.480 --> 01:20:15.550]   be
[01:20:15.550 --> 01:20:15.580]   I
[01:20:15.580 --> 01:20:15.650]  'm
[01:20:15.650 --> 01:20:15.860]   really
[01:20:15.860 --> 01:20:16.110]   excited
[01:20:16.110 --> 01:20:16.560]  . [SPEAKER_TURN]
[01:20:16.560 --> 01:20:16.680]   I
[01:20:16.680 --> 01:20:16.730]  'm
[01:20:16.730 --> 01:20:17.100]   looking
[01:20:17.100 --> 01:20:17.300]   forward
[01:20:17.300 --> 01:20:17.400]   to
[01:20:17.400 --> 01:20:17.640]   seeing
[01:20:17.640 --> 01:20:17.810]   what
[01:20:17.810 --> 01:20:17.980]   they
[01:20:17.980 --> 01:20:18.200]   think
[01:20:18.200 --> 01:20:18.420]   about
[01:20:18.420 --> 01:20:18.500]   SW
[01:20:18.500 --> 01:20:18.630]  ARM
[01:20:18.630 --> 01:20:18.760]   and
[01:20:18.760 --> 01:20:18.910]   and
[01:20:18.910 --> 01:20:19.060]   your
[01:20:19.060 --> 01:20:19.230]   work
[01:20:19.230 --> 01:20:19.310]   on
[01:20:19.310 --> 01:20:19.390]   SW
[01:20:19.390 --> 01:20:19.520]  ARM
[01:20:19.520 --> 01:20:19.600]  ,
[01:20:19.600 --> 01:20:19.770]   that
[01:20:19.770 --> 01:20:19.850]  's
[01:20:19.850 --> 01:20:20.070]   gonna
[01:20:20.070 --> 01:20:20.180]   be
[01:20:20.180 --> 01:20:20.410]   really
[01:20:20.410 --> 01:20:20.760]   exciting
[01:20:20.760 --> 01:20:20.840]   to
[01:20:20.840 --> 01:20:21.000]   hear
[01:20:21.000 --> 01:20:21.660]  . [SPEAKER_TURN]
[01:20:21.660 --> 01:20:21.710]   I
[01:20:21.710 --> 01:20:21.940]   think
[01:20:21.940 --> 01:20:21.980]   so
[01:20:21.980 --> 01:20:22.100]   too
[01:20:22.100 --> 01:20:22.180]  ,
[01:20:22.180 --> 01:20:22.360]   yeah
[01:20:22.360 --> 01:20:22.800]  . [SPEAKER_TURN]
[01:20:22.800 --> 01:20:22.950]   Where
[01:20:22.950 --> 01:20:23.100]   where
[01:20:23.100 --> 01:20:23.190]   are
[01:20:23.190 --> 01:20:23.310]   they
[01:20:23.310 --> 01:20:23.520]   holding
[01:20:23.520 --> 01:20:23.580]   it
[01:20:23.580 --> 01:20:23.640]  ,
[01:20:23.640 --> 01:20:23.850]   Atlanta
[01:20:23.850 --> 01:20:23.980]  ? [SPEAKER_TURN]
[01:20:23.980 --> 01:20:24.010]   Um
[01:20:24.010 --> 01:20:24.650]   it
[01:20:24.650 --> 01:20:24.910]  's
[01:20:24.910 --> 01:20:25.200]   one
[01:20:25.200 --> 01:20:25.500]   of
[01:20:25.500 --> 01:20:25.880]   the
[01:20:25.880 --> 01:20:26.710]   hotels
[01:20:26.710 --> 01:20:26.970]   uh
[01:20:26.970 --> 01:20:27.240]   by
[01:20:27.240 --> 01:20:27.800]   the [SPEAKER_TURN]
[01:20:27.800 --> 01:20:27.850]   It
[01:20:27.850 --> 01:20:27.900]  's
[01:20:27.900 --> 01:20:27.980]   not
[01:20:27.980 --> 01:20:28.030]   at
[01:20:28.030 --> 01:20:28.080]   it
[01:20:28.080 --> 01:20:28.130]  's
[01:20:28.130 --> 01:20:28.210]   not
[01:20:28.210 --> 01:20:28.260]   at
[01:20:28.260 --> 01:20:28.390]   like
[01:20:28.390 --> 01:20:28.560]   Georgia
[01:20:28.560 --> 01:20:28.670]   Tech
[01:20:28.670 --> 01:20:28.720]   or
[01:20:28.720 --> 01:20:28.770]   Em
[01:20:28.770 --> 01:20:28.850]  ory
[01:20:28.850 --> 01:20:29.120]   University
[01:20:29.120 --> 01:20:29.500]  ? [SPEAKER_TURN]
[01:20:29.500 --> 01:20:29.600]   No
[01:20:29.600 --> 01:20:29.700]   it
[01:20:29.700 --> 01:20:29.800]  's
[01:20:29.800 --> 01:20:29.950]   not
[01:20:29.950 --> 01:20:30.050]  ,
[01:20:30.050 --> 01:20:30.150]   no
[01:20:30.150 --> 01:20:30.310]   it
[01:20:30.310 --> 01:20:30.350]  's
[01:20:30.350 --> 01:20:30.500]   not
[01:20:30.500 --> 01:20:30.600]  ,
[01:20:30.600 --> 01:20:30.700]   it
[01:20:30.700 --> 01:20:30.800]  's
[01:20:30.800 --> 01:20:31.010]   like
[01:20:31.010 --> 01:20:31.060]   a
[01:20:31.060 --> 01:20:31.270]   huge
[01:20:31.270 --> 01:20:31.530]   hotel
[01:20:31.530 --> 01:20:31.630]   by
[01:20:31.630 --> 01:20:31.780]   the
[01:20:31.780 --> 01:20:32.200]   although
[01:20:32.200 --> 01:20:32.350]   you
[01:20:32.350 --> 01:20:32.560]   know
[01:20:32.560 --> 01:20:32.610]   C
[01:20:32.610 --> 01:20:32.660]  _
[01:20:32.660 --> 01:20:32.710]  N
[01:20:32.710 --> 01:20:32.760]  _
[01:20:32.760 --> 01:20:32.810]  N
[01:20:32.810 --> 01:20:32.860]  _
[01:20:32.860 --> 01:20:33.010]   and
[01:20:33.010 --> 01:20:33.160]   the
[01:20:33.160 --> 01:20:33.520]   Georgia
[01:20:33.520 --> 01:20:33.690]   Aqu
[01:20:33.690 --> 01:20:33.930]  arium
[01:20:33.930 --> 01:20:34.080]   and
[01:20:34.080 --> 01:20:34.230]   all
[01:20:34.230 --> 01:20:34.440]   that
[01:20:34.440 --> 01:20:34.650]   kind
[01:20:34.650 --> 01:20:34.750]   of
[01:20:34.750 --> 01:20:34.960]   good
[01:20:34.960 --> 01:20:35.220]   stuff
[01:20:35.220 --> 01:20:35.320]  ,
[01:20:35.320 --> 01:20:35.430]   so
[01:20:35.430 --> 01:20:36.160]   uh [SPEAKER_TURN]
[01:20:36.240 --> 01:20:36.240]  
[01:20:36.240 --> 01:20:36.470]   from
[01:20:36.470 --> 01:20:36.980]   Atlanta
[01:20:36.980 --> 01:20:37.050]  .
[01:20:37.050 --> 01:20:37.160]   So
[01:20:37.160 --> 01:20:37.210]   I
[01:20:37.210 --> 01:20:37.260]   g
[01:20:37.260 --> 01:20:37.350]   I
[01:20:37.350 --> 01:20:37.560]   grew
[01:20:37.560 --> 01:20:37.650]   up
[01:20:37.650 --> 01:20:37.940]   there
[01:20:37.940 --> 01:20:38.110]  .
[01:20:38.110 --> 01:20:38.200]   I
[01:20:38.200 --> 01:20:38.210]   I
[01:20:38.210 --> 01:20:38.260]   d
[01:20:38.260 --> 01:20:38.310]   d
[01:20:38.310 --> 01:20:38.450]   uh
[01:20:38.450 --> 01:20:38.490]   I
[01:20:38.490 --> 01:20:38.700]   yeah
[01:20:38.700 --> 01:20:38.810]  ,
[01:20:38.810 --> 01:20:38.870]   I
[01:20:38.870 --> 01:20:38.910]   I
[01:20:38.910 --> 01:20:38.960]   I
[01:20:38.960 --> 01:20:39.190]   well
[01:20:39.190 --> 01:20:39.350]   I
[01:20:39.350 --> 01:20:39.470]   live
[01:20:39.470 --> 01:20:39.580]   in
[01:20:39.580 --> 01:20:40.050]   Pasadena
[01:20:40.050 --> 01:20:40.640]   California
[01:20:40.640 --> 01:20:40.810]  .
[01:20:40.810 --> 01:20:40.980]   Now
[01:20:40.980 --> 01:20:41.030]   I
[01:20:41.030 --> 01:20:41.140]   um
[01:20:41.140 --> 01:20:41.190]   I
[01:20:41.190 --> 01:20:41.420]   grew
[01:20:41.420 --> 01:20:41.530]   up
[01:20:41.530 --> 01:20:41.820]   there
[01:20:41.820 --> 01:20:42.110]   until
[01:20:42.110 --> 01:20:42.160]   I
[01:20:42.160 --> 01:20:42.390]   went
[01:20:42.390 --> 01:20:42.850]   to
[01:20:42.850 --> 01:20:42.850]   school
[01:20:42.850 --> 01:20:43.170]   in
[01:20:43.170 --> 01:20:43.370]   Chicago
[01:20:43.370 --> 01:20:43.630]  .
[01:20:43.630 --> 01:20:43.650]   So
[01:20:43.650 --> 01:20:43.700]   I
[01:20:43.700 --> 01:20:43.750]   I
[01:20:43.750 --> 01:20:44.040]   haven
[01:20:44.040 --> 01:20:44.150]  't
[01:20:44.150 --> 01:20:44.380]   been
[01:20:44.380 --> 01:20:44.660]   back
[01:20:44.660 --> 01:20:44.720]   in
[01:20:44.720 --> 01:20:45.010]   quite
[01:20:45.010 --> 01:20:45.100]   a
[01:20:45.100 --> 01:20:45.390]   while
[01:20:45.390 --> 01:20:45.520]  .
[01:20:45.520 --> 01:20:45.690]   But
[01:20:45.690 --> 01:20:45.920]   that
[01:20:45.920 --> 01:20:46.030]  's
[01:20:46.030 --> 01:20:46.200]   uh
[01:20:46.200 --> 01:20:46.790]   interesting
[01:20:46.790 --> 01:20:47.020]   that
[01:20:47.020 --> 01:20:47.280]   that
[01:20:47.280 --> 01:20:47.360]  's
[01:20:47.360 --> 01:20:47.470]   in
[01:20:47.470 --> 01:20:47.880]   Atlanta
[01:20:47.880 --> 01:20:48.050]  .
[01:20:48.050 --> 01:20:48.180]   Um
[01:20:48.180 --> 01:20:48.210]   I
[01:20:48.210 --> 01:20:48.320]   th
[01:20:48.320 --> 01:20:48.370]   I
[01:20:48.370 --> 01:20:48.480]  'm
[01:20:48.480 --> 01:20:48.830]   trying
[01:20:48.830 --> 01:20:48.940]   to
[01:20:48.940 --> 01:20:48.990]   I
[01:20:48.990 --> 01:20:49.090]  'm
[01:20:49.090 --> 01:20:49.450]   trying
[01:20:49.450 --> 01:20:49.560]   to
[01:20:49.560 --> 01:20:49.790]   look
[01:20:49.790 --> 01:20:49.900]   on
[01:20:49.900 --> 01:20:50.090]   the
[01:20:50.090 --> 01:20:50.520]   website
[01:20:50.520 --> 01:20:50.590]   to
[01:20:50.590 --> 01:20:50.760]   see
[01:20:50.760 --> 01:20:50.870]   if
[01:20:50.870 --> 01:20:51.180]   Peter
[01:20:51.180 --> 01:20:51.500]   Stone
[01:20:51.500 --> 01:20:51.560]   is
[01:20:51.560 --> 01:20:51.840]   gonna
[01:20:51.840 --> 01:20:51.960]   be
[01:20:51.960 --> 01:20:52.250]   given
[01:20:52.250 --> 01:20:52.390]   a
[01:20:52.390 --> 01:20:52.530]   talk
[01:20:52.530 --> 01:20:52.820]   there
[01:20:52.820 --> 01:20:52.930]   or
[01:20:52.930 --> 01:20:53.460]   something
[01:20:53.460 --> 01:20:53.630]  .
[01:20:53.630 --> 01:20:53.800]   You
[01:20:53.800 --> 01:20:54.030]   know
[01:20:54.030 --> 01:20:54.140]   he
[01:20:54.140 --> 01:20:54.250]  's
[01:20:54.250 --> 01:20:54.420]   he
[01:20:54.420 --> 01:20:54.470]  's
[01:20:54.470 --> 01:20:54.700]   done
[01:20:54.700 --> 01:20:54.930]   some
[01:20:54.930 --> 01:20:55.280]   pretty
[01:20:55.280 --> 01:20:55.450]   big
[01:20:55.450 --> 01:20:55.740]   stuff
[01:20:55.740 --> 01:20:55.790]   I
[01:20:55.790 --> 01:20:55.970]  .
[01:20:55.970 --> 01:20:56.140]   was
[01:20:56.140 --> 01:20:56.420]   gonna
[01:20:56.420 --> 01:20:56.650]   say
[01:20:56.650 --> 01:20:56.760]   you
[01:20:56.760 --> 01:20:57.110]   should
[01:20:57.110 --> 01:20:57.280]   say
[01:20:57.280 --> 01:20:57.390]   hi
[01:20:57.390 --> 01:20:57.500]   to
[01:20:57.500 --> 01:20:57.670]   him
[01:20:57.670 --> 01:20:57.780]  ,
[01:20:57.780 --> 01:20:57.880]   uh
[01:20:57.880 --> 01:20:57.940]   f
[01:20:57.940 --> 01:20:58.200]  esar
[01:20:58.200 --> 01:20:58.360]  .
[01:20:58.360 --> 01:20:58.640]   Well
[01:20:58.640 --> 01:21:00.200]  . [SPEAKER_TURN]
[01:21:00.200 --> 01:21:01.510]   Yeah
[01:21:01.510 --> 01:21:05.120]  . [SPEAKER_TURN]
[01:21:05.120 --> 01:21:05.120]  
[01:21:05.120 --> 01:21:05.310]   you
[01:21:05.310 --> 01:21:05.470]   know
[01:21:05.470 --> 01:21:05.570]   uh
[01:21:05.570 --> 01:21:05.770]   very
[01:21:05.770 --> 01:21:06.220]   difficult
[01:21:06.220 --> 01:21:06.270]   '
[01:21:06.270 --> 01:21:06.510]  cause
[01:21:06.510 --> 01:21:06.770]   there
[01:21:06.770 --> 01:21:06.870]  's
[01:21:06.870 --> 01:21:07.000]   all
[01:21:07.000 --> 01:21:07.230]   kind
[01:21:07.230 --> 01:21:07.300]   of
[01:21:07.300 --> 01:21:07.550]   thing
[01:21:07.550 --> 01:21:07.600]   I
[01:21:07.600 --> 01:21:07.690]  'm
[01:21:07.690 --> 01:21:08.190]   interested
[01:21:08.190 --> 01:21:08.290]   in
[01:21:08.290 --> 01:21:08.430]  .
[01:21:08.430 --> 01:21:08.580]   And
[01:21:08.580 --> 01:21:08.740]   the
[01:21:08.740 --> 01:21:08.960]   good
[01:21:08.960 --> 01:21:09.130]   news
[01:21:09.130 --> 01:21:09.230]   is
[01:21:09.230 --> 01:21:09.430]   that
[01:21:09.430 --> 01:21:09.580]   you
[01:21:09.580 --> 01:21:09.780]   know
[01:21:09.780 --> 01:21:10.040]   they
[01:21:10.040 --> 01:21:10.380]   actually
[01:21:10.380 --> 01:21:10.780]   actually
[01:21:10.780 --> 01:21:10.870]   as
[01:21:10.870 --> 01:21:10.930]   a
[01:21:10.930 --> 01:21:11.050]   if
[01:21:11.050 --> 01:21:11.290]   you
[01:21:11.290 --> 01:21:11.320]  're
[01:21:11.320 --> 01:21:11.770]   attending
[01:21:11.770 --> 01:21:11.920]   you
[01:21:11.920 --> 01:21:12.070]   get
[01:21:12.070 --> 01:21:12.120]   a
[01:21:12.120 --> 01:21:12.520]   complete
[01:21:12.520 --> 01:21:12.570]   C
[01:21:12.570 --> 01:21:12.610]  _
[01:21:12.610 --> 01:21:12.650]  D
[01:21:12.650 --> 01:21:12.690]  _
[01:21:12.690 --> 01:21:12.890]   with
[01:21:12.890 --> 01:21:13.030]   all
[01:21:13.030 --> 01:21:13.190]   the
[01:21:13.190 --> 01:21:13.830]   presentations
[01:21:13.830 --> 01:21:13.930]   on
[01:21:13.930 --> 01:21:14.020]   it
[01:21:14.020 --> 01:21:14.160]  .
[01:21:14.160 --> 01:21:14.270]   So
[01:21:14.270 --> 01:21:14.370]   if
[01:21:14.370 --> 01:21:14.540]   you
[01:21:14.540 --> 01:21:14.720]   miss
[01:21:14.720 --> 01:21:14.800]   a
[01:21:14.800 --> 01:21:15.070]   couple
[01:21:15.070 --> 01:21:15.270]   you
[01:21:15.270 --> 01:21:15.390]   can
[01:21:15.390 --> 01:21:15.760]   review
[01:21:15.760 --> 01:21:15.870]   them
[01:21:15.870 --> 01:21:16.120]   later
[01:21:16.120 --> 01:21:16.220]   on
[01:21:16.220 --> 01:21:16.370]   the
[01:21:16.370 --> 01:21:16.670]   papers
[01:21:16.670 --> 01:21:16.820]   all
[01:21:16.820 --> 01:21:16.910]  ,
[01:21:16.910 --> 01:21:17.180]   like
[01:21:17.180 --> 01:21:17.260]   all
[01:21:17.260 --> 01:21:17.410]   the
[01:21:17.410 --> 01:21:17.610]   good
[01:21:17.610 --> 01:21:17.860]   stuff
[01:21:17.860 --> 01:21:18.000]  .
[01:21:18.000 --> 01:21:18.640]   So [SPEAKER_TURN]
[01:21:18.860 --> 01:21:18.910]  
[01:21:18.910 --> 01:21:19.150]   Right
[01:21:19.150 --> 01:21:19.260]  ,
[01:21:19.260 --> 01:21:19.550]   right
[01:21:19.550 --> 01:21:19.720]  .
[01:21:19.720 --> 01:21:19.950]   That
[01:21:19.950 --> 01:21:20.050]  's
[01:21:20.050 --> 01:21:20.170]   uh
[01:21:20.170 --> 01:21:20.400]   well
[01:21:20.400 --> 01:21:20.620]   that
[01:21:20.620 --> 01:21:20.940]  's
[01:21:20.940 --> 01:21:21.090]   really
[01:21:21.090 --> 01:21:21.740]   interesting
[01:21:21.740 --> 01:21:21.910]   Hey
[01:21:21.910 --> 01:21:22.080]  .
[01:21:22.080 --> 01:21:22.390]   have
[01:21:22.390 --> 01:21:22.470]   you
[01:21:22.470 --> 01:21:22.770]   heard
[01:21:22.770 --> 01:21:22.880]   of
[01:21:22.880 --> 01:21:23.050]   the
[01:21:23.050 --> 01:21:23.340]   there
[01:21:23.340 --> 01:21:23.500]  's
[01:21:23.500 --> 01:21:23.510]   a
[01:21:23.510 --> 01:21:23.710]   new
[01:21:23.710 --> 01:21:23.840]   web
[01:21:23.840 --> 01:21:24.070]   site
[01:21:24.070 --> 01:21:24.420]   called
[01:21:24.420 --> 01:21:24.650]   Meta
[01:21:24.650 --> 01:21:24.700]  -
[01:21:24.700 --> 01:21:24.990]  optim
[01:21:24.990 --> 01:21:25.140]  ize
[01:21:25.140 --> 01:21:25.470]   called
[01:21:25.470 --> 01:21:25.990]   four
[01:21:25.990 --> 01:21:26.070]   slash
[01:21:26.070 --> 01:21:26.080]   G
[01:21:26.080 --> 01:21:26.130]  _
[01:21:26.130 --> 01:21:26.180]  A
[01:21:26.180 --> 01:21:26.340]  _
[01:21:26.340 --> 01:21:26.370]   It
[01:21:26.370 --> 01:21:26.450]  's
[01:21:26.450 --> 01:21:26.620]  .
[01:21:26.620 --> 01:21:26.850]   like
[01:21:26.850 --> 01:21:26.900]   a
[01:21:26.900 --> 01:21:27.210]   stack
[01:21:27.210 --> 01:21:27.660]   overflow
[01:21:27.660 --> 01:21:27.830]   but
[01:21:27.830 --> 01:21:28.030]   it
[01:21:28.030 --> 01:21:28.050]  's
[01:21:28.050 --> 01:21:28.280]   four
[01:21:28.280 --> 01:21:28.390]   um
[01:21:28.390 --> 01:21:28.560]   Let
[01:21:28.560 --> 01:21:28.670]  's
[01:21:28.670 --> 01:21:28.840]   see
[01:21:28.840 --> 01:21:29.010]  .
[01:21:29.010 --> 01:21:29.130]   It
[01:21:29.130 --> 01:21:29.230]  's
[01:21:29.230 --> 01:21:29.340]   it
[01:21:29.340 --> 01:21:29.570]   says
[01:21:29.570 --> 01:21:29.620]   a
[01:21:29.620 --> 01:21:30.150]   community
[01:21:30.150 --> 01:21:30.260]   of
[01:21:30.260 --> 01:21:30.490]   data
[01:21:30.490 --> 01:21:30.560]   G
[01:21:30.560 --> 01:21:30.770]  eeks
[01:21:30.770 --> 01:21:31.360]   interested
[01:21:31.360 --> 01:21:31.470]   in
[01:21:31.470 --> 01:21:31.880]   machine
[01:21:31.880 --> 01:21:32.430]   learning
[01:21:32.430 --> 01:21:32.460]  ,
[01:21:32.460 --> 01:21:32.870]   natural
[01:21:32.870 --> 01:21:33.370]   language
[01:21:33.370 --> 01:21:33.930]   processing
[01:21:33.930 --> 01:21:34.040]  ,
[01:21:34.040 --> 01:21:34.680]   artificial
[01:21:34.680 --> 01:21:35.340]   intelligence
[01:21:35.340 --> 01:21:35.450]  ,
[01:21:35.450 --> 01:21:35.680]   text
[01:21:35.680 --> 01:21:36.150]   analysis
[01:21:36.150 --> 01:21:36.260]  ,
[01:21:36.260 --> 01:21:36.910]   information
