
[00:00:00.000 --> 00:00:00.820]  
[00:00:00.820 --> 00:00:09.710]   ðŸ
[00:36:20.220 --> 00:36:20.420]   see
[00:36:20.420 --> 00:36:20.750]   like
[00:36:20.750 --> 00:36:21.210]   how
[00:36:21.210 --> 00:36:21.590]   similar
[00:36:21.590 --> 00:36:21.870]   the
[00:36:21.870 --> 00:36:22.760]   products
[00:36:22.760 --> 00:36:22.760]   are
[00:36:22.760 --> 00:36:23.080]   um
[00:36:23.080 --> 00:36:23.100]   if
[00:36:23.100 --> 00:36:23.410]   they
[00:36:23.410 --> 00:36:24.020]   really
[00:36:24.020 --> 00:36:24.180]   are
[00:36:24.180 --> 00:36:24.910]   competing
[00:36:24.910 --> 00:36:25.480]  .
[00:36:25.480 --> 00:36:25.480]  
[00:36:25.480 --> 00:36:25.620]   And
[00:36:25.620 --> 00:36:25.710]   by
[00:36:25.710 --> 00:36:25.840]   the
[00:36:25.840 --> 00:36:26.010]   end
[00:36:26.010 --> 00:36:26.080]   of
[00:36:26.080 --> 00:36:26.220]   the
[00:36:26.220 --> 00:36:26.700]   discussion
[00:36:26.700 --> 00:36:26.820]   we
[00:36:26.820 --> 00:36:26.980]   just
[00:36:26.980 --> 00:36:27.310]   decided
[00:36:27.310 --> 00:36:27.450]   you
[00:36:27.450 --> 00:36:27.830]   know
[00:36:27.830 --> 00:36:27.830]   what
[00:36:27.830 --> 00:36:28.160]   like
[00:36:28.160 --> 00:36:28.250]   you
[00:36:28.250 --> 00:36:28.300]  're
[00:36:28.300 --> 00:36:28.540]   good
[00:36:28.540 --> 00:36:28.580]   at
[00:36:28.580 --> 00:36:28.770]   tech
[00:36:28.770 --> 00:36:28.940]  ,
[00:36:28.940 --> 00:36:29.000]   you
[00:36:29.000 --> 00:36:29.140]  're
[00:36:29.140 --> 00:36:29.220]   good
[00:36:29.220 --> 00:36:29.630]   at
[00:36:29.630 --> 00:36:29.850]   marketing
[00:36:29.850 --> 00:36:29.940]  ,
[00:36:29.940 --> 00:36:30.110]   let
[00:36:30.110 --> 00:36:30.170]  's
[00:36:30.170 --> 00:36:30.430]   just
[00:36:30.430 --> 00:36:30.450]   do
[00:36:30.450 --> 00:36:30.700]   this
[00:36:30.700 --> 00:36:31.030]   together
[00:36:31.030 --> 00:36:31.400]  .
[00:36:31.400 --> 00:36:31.410]   So
[00:36:31.410 --> 00:36:31.500]   uh
[00:36:31.500 --> 00:36:31.600]   it
[00:36:31.600 --> 00:36:31.700]  's
[00:36:31.700 --> 00:36:32.080]   great
[00:36:32.080 --> 00:36:32.120]   and
[00:36:32.120 --> 00:36:32.170]   I
[00:36:32.170 --> 00:36:32.320]  've
[00:36:32.320 --> 00:36:32.370]   I
[00:36:32.370 --> 00:36:32.470]   sa
[00:36:32.470 --> 00:36:32.520]   I
[00:36:32.520 --> 00:36:32.730]   said
[00:36:32.730 --> 00:36:32.940]   this
[00:36:32.940 --> 00:36:33.040]   to
[00:36:33.040 --> 00:36:33.300]   Jason
[00:36:33.300 --> 00:36:33.400]   it
[00:36:33.400 --> 00:36:33.500]  's
[00:36:33.500 --> 00:36:33.760]   funny
[00:36:33.760 --> 00:36:33.810]   '
[00:36:33.810 --> 00:36:34.070]  cause
[00:36:34.070 --> 00:36:34.180]   it
[00:36:34.180 --> 00:36:34.430]   doesn
[00:36:34.430 --> 00:36:34.530]  't
[00:36:34.530 --> 00:36:34.740]   feel
[00:36:34.740 --> 00:36:34.950]   like
[00:36:34.950 --> 00:36:35.160]   work
[00:36:35.160 --> 00:36:35.460]   for
[00:36:35.460 --> 00:36:35.630]   either
[00:36:35.630 --> 00:36:35.730]   of
[00:36:35.730 --> 00:36:35.830]   us
[00:36:35.830 --> 00:36:35.980]  .
[00:36:35.980 --> 00:36:36.190]   Like
[00:36:36.190 --> 00:36:36.290]   I
[00:36:36.290 --> 00:36:36.400]   don
[00:36:36.400 --> 00:36:36.610]  't
[00:36:36.610 --> 00:36:36.710]   feel
[00:36:36.710 --> 00:36:36.920]   like
[00:36:36.920 --> 00:36:36.970]   I
[00:36:36.970 --> 00:36:37.120]  'm
[00:36:37.120 --> 00:36:37.490]   actually
[00:36:37.490 --> 00:36:37.750]   doing
[00:36:37.750 --> 00:36:37.930]   any
[00:36:37.930 --> 00:36:38.120]   work
[00:36:38.120 --> 00:36:38.280]   and
[00:36:38.280 --> 00:36:38.490]   they
[00:36:38.490 --> 00:36:38.650]   don
[00:36:38.650 --> 00:36:38.750]  't
[00:36:38.750 --> 00:36:38.960]   feel
[00:36:38.960 --> 00:36:39.170]   like
[00:36:39.170 --> 00:36:39.420]   they
[00:36:39.420 --> 00:36:39.530]  're
[00:36:39.530 --> 00:36:39.790]   doing
[00:36:39.790 --> 00:36:39.940]   any
[00:36:39.940 --> 00:36:40.160]   work
[00:36:40.160 --> 00:36:40.310]  .
[00:36:40.310 --> 00:36:40.470]   But
[00:36:40.470 --> 00:36:40.570]   if
[00:36:40.570 --> 00:36:40.620]   I
[00:36:40.620 --> 00:36:40.780]   was
[00:36:40.780 --> 00:36:40.880]   to
[00:36:40.880 --> 00:36:40.980]   do
[00:36:40.980 --> 00:36:41.190]   what
[00:36:41.190 --> 00:36:41.400]   they
[00:36:41.400 --> 00:36:41.550]  're
[00:36:41.550 --> 00:36:41.810]   doing
[00:36:41.810 --> 00:36:41.910]   it
[00:36:41.910 --> 00:36:42.170]   would
[00:36:42.170 --> 00:36:42.270]   be
[00:36:42.270 --> 00:36:42.480]   like
[00:36:42.480 --> 00:36:42.640]   the
[00:36:42.640 --> 00:36:42.850]   most
[00:36:42.850 --> 00:36:43.230]   painful
[00:36:43.230 --> 00:36:43.480]   thing
[00:36:43.480 --> 00:36:43.580]   in
[00:36:43.580 --> 00:36:43.740]   the
[00:36:43.740 --> 00:36:44.150]   world
[00:36:44.150 --> 00:36:44.240]  .
[00:36:44.240 --> 00:36:44.310]   And
[00:36:44.310 --> 00:36:44.400]   I
[00:36:44.400 --> 00:36:44.620]   think
[00:36:44.620 --> 00:36:44.830]   that
[00:36:44.830 --> 00:36:44.930]  's
[00:36:44.930 --> 00:36:45.140]   vice
[00:36:45.140 --> 00:36:45.400]   versa
[00:36:45.400 --> 00:36:45.500]   as
[00:36:45.500 --> 00:36:45.710]   well
[00:36:45.710 --> 00:36:45.860]  .
[00:36:45.860 --> 00:36:45.960]   So
[00:36:45.960 --> 00:36:46.060]   so
[00:36:46.060 --> 00:36:46.370]   that
[00:36:46.370 --> 00:36:46.370]  's
[00:36:46.370 --> 00:36:46.680]   really
[00:36:46.680 --> 00:36:46.840]   why
[00:36:46.840 --> 00:36:47.900]  . [SPEAKER_TURN]
[00:36:47.900 --> 00:36:48.650]   M
[00:36:48.650 --> 00:36:49.390]  m
[00:36:49.390 --> 00:36:50.130]  -
[00:36:50.130 --> 00:36:50.870]  h
[00:36:50.870 --> 00:36:52.360]  mm
[00:36:52.360 --> 00:36:54.620]  . [SPEAKER_TURN]
[00:36:54.620 --> 00:36:54.660]  
[00:36:54.660 --> 00:36:54.660]   So
[00:36:54.660 --> 00:36:54.750]   what
[00:36:54.750 --> 00:36:54.790]  's
[00:36:54.790 --> 00:36:54.880]   your
[00:36:54.880 --> 00:36:55.000]   time
[00:36:55.000 --> 00:36:55.080]   frame
[00:36:55.080 --> 00:36:55.380]  ? [SPEAKER_TURN]
[00:36:55.380 --> 00:36:55.730]   Well
[00:36:55.730 --> 00:36:55.940]   so
[00:36:55.940 --> 00:36:56.070]   um
[00:36:56.070 --> 00:36:56.260]   we
[00:36:56.260 --> 00:36:56.410]   we
[00:36:56.410 --> 00:36:56.870]  're
[00:36:56.870 --> 00:36:57.470]   expecting
[00:36:57.470 --> 00:36:57.730]   our
[00:36:57.730 --> 00:36:58.080]   baby
[00:36:58.080 --> 00:36:58.340]   boy
[00:36:58.340 --> 00:36:58.670]   in
[00:36:58.670 --> 00:36:58.910]   like
[00:36:58.910 --> 00:36:59.210]   five
[00:36:59.210 --> 00:36:59.730]   weeks
[00:36:59.730 --> 00:37:00.040]  .
[00:37:00.040 --> 00:37:00.150]   So
[00:37:00.150 --> 00:37:00.700]   ideally
[00:37:00.700 --> 00:37:01.080]   I
[00:37:01.080 --> 00:37:01.230]   would
[00:37:01.230 --> 00:37:01.500]   like
[00:37:01.500 --> 00:37:02.020]   to
[00:37:02.020 --> 00:37:02.100]   have
[00:37:02.100 --> 00:37:02.440]   just
[00:37:02.440 --> 00:37:02.710]   you
[00:37:02.710 --> 00:37:03.060]   know
[00:37:03.060 --> 00:37:03.320]   not
[00:37:03.320 --> 00:37:03.580]   not
[00:37:03.580 --> 00:37:04.180]   early
[00:37:04.180 --> 00:37:04.550]   launch
[00:37:04.550 --> 00:37:04.810]   but
[00:37:04.810 --> 00:37:05.250]   maybe
[00:37:05.250 --> 00:37:05.340]   a
[00:37:05.340 --> 00:37:06.020]   couple
[00:37:06.020 --> 00:37:06.040]   of
[00:37:06.040 --> 00:37:06.570]   people
[00:37:06.570 --> 00:37:06.660]   I
[00:37:06.660 --> 00:37:07.010]   mean
[00:37:07.010 --> 00:37:07.250]   is
[00:37:07.250 --> 00:37:07.350]   is
[00:37:07.350 --> 00:37:07.520]   it
[00:37:07.520 --> 00:37:07.890]   when
[00:37:07.890 --> 00:37:08.130]   you
[00:37:08.130 --> 00:37:08.390]  've
[00:37:08.390 --> 00:37:08.830]   just
[00:37:08.830 --> 00:37:09.080]   got
[00:37:09.080 --> 00:37:09.260]   two
[00:37:09.260 --> 00:37:09.790]   people
[00:37:09.790 --> 00:37:10.310]   doing
[00:37:10.310 --> 00:37:10.580]   beta
[00:37:10.580 --> 00:37:11.190]   testing
[00:37:11.190 --> 00:37:11.410]   is
[00:37:11.410 --> 00:37:11.720]   that
[00:37:11.720 --> 00:37:11.890]   is
[00:37:11.890 --> 00:37:12.250]   that
[00:37:12.250 --> 00:37:12.680]   early
[00:37:12.680 --> 00:37:13.210]   launch
[00:37:13.210 --> 00:37:14.000]  ?
[00:37:14.000 --> 00:37:14.000]   Or
[00:37:14.000 --> 00:37:14.120]   is
[00:37:14.120 --> 00:37:14.620]   that
[00:37:14.620 --> 00:37:14.710]   that
[00:37:14.710 --> 00:37:14.740]  's
[00:37:14.740 --> 00:37:14.860]   be
[00:37:14.860 --> 00:37:15.110]   beta
[00:37:15.110 --> 00:37:15.710]   testing
[00:37:15.710 --> 00:37:16.280]  . [SPEAKER_TURN]
[00:37:18.080 --> 00:37:18.080]  
[00:37:18.080 --> 00:37:18.260]   You
[00:37:18.260 --> 00:37:18.400]   can
[00:37:18.400 --> 00:37:18.620]   call
[00:37:18.620 --> 00:37:18.730]   it
[00:37:18.730 --> 00:37:19.000]   early
[00:37:19.000 --> 00:37:19.330]   access
[00:37:19.330 --> 00:37:19.440]   or
[00:37:19.440 --> 00:37:19.590]   or
[00:37:19.590 --> 00:37:19.770]   beta
[00:37:19.770 --> 00:37:20.190]   testing
[00:37:20.190 --> 00:37:20.310]  .
[00:37:20.310 --> 00:37:20.420]   If
[00:37:20.420 --> 00:37:20.660]   they
[00:37:20.660 --> 00:37:20.970]   really
[00:37:20.970 --> 00:37:21.130]   are
[00:37:21.130 --> 00:37:21.460]   trying
[00:37:21.460 --> 00:37:21.570]   to
[00:37:21.570 --> 00:37:21.790]   work
[00:37:21.790 --> 00:37:21.980]   out
[00:37:21.980 --> 00:37:22.170]   bugs
[00:37:22.170 --> 00:37:22.390]   then
[00:37:22.390 --> 00:37:22.550]   you
[00:37:22.550 --> 00:37:22.730]  're
[00:37:22.730 --> 00:37:22.980]   still
[00:37:22.980 --> 00:37:23.090]   in
[00:37:23.090 --> 00:37:23.310]   beta
[00:37:23.310 --> 00:37:23.660]   right
[00:37:23.660 --> 00:37:23.740]  ?
[00:37:23.740 --> 00:37:24.010]   Early
[00:37:24.010 --> 00:37:24.340]   access
[00:37:24.340 --> 00:37:24.450]   is
[00:37:24.450 --> 00:37:24.720]   kind
[00:37:24.720 --> 00:37:24.790]   of
[00:37:24.790 --> 00:37:25.000]   okay
[00:37:25.000 --> 00:37:25.140]   we
[00:37:25.140 --> 00:37:25.270]  're
[00:37:25.270 --> 00:37:25.600]   pretty
[00:37:25.600 --> 00:37:25.830]   sure
[00:37:25.830 --> 00:37:25.870]   m
[00:37:25.870 --> 00:37:26.030]   you
[00:37:26.030 --> 00:37:26.310]   know
[00:37:26.310 --> 00:37:26.410]   not
[00:37:26.410 --> 00:37:26.570]   all
[00:37:26.570 --> 00:37:26.720]   but
[00:37:26.720 --> 00:37:26.780]   n
[00:37:26.780 --> 00:37:27.110]   ninety
[00:37:27.110 --> 00:37:27.710]   nine
[00:37:27.710 --> 00:37:27.720]   percent
[00:37:27.720 --> 00:37:27.820]   of
[00:37:27.820 --> 00:37:27.980]   the
[00:37:27.980 --> 00:37:28.200]   bugs
[00:37:28.200 --> 00:37:28.360]   are
[00:37:28.360 --> 00:37:28.520]   out
[00:37:28.520 --> 00:37:28.680]   and
[00:37:28.680 --> 00:37:28.840]   now
[00:37:28.840 --> 00:37:28.970]   we
[00:37:28.970 --> 00:37:29.110]  're
[00:37:29.110 --> 00:37:29.360]   just
[00:37:29.360 --> 00:37:29.600]   gonna
[00:37:29.600 --> 00:37:29.760]   let
[00:37:29.760 --> 00:37:30.090]   people
[00:37:30.090 --> 00:37:30.250]   you
[00:37:30.250 --> 00:37:30.470]   know
[00:37:30.470 --> 00:37:30.800]   actual
[00:37:30.800 --> 00:37:31.280]   customers
[00:37:31.280 --> 00:37:31.610]   who
[00:37:31.610 --> 00:37:31.670]   are
[00:37:31.670 --> 00:37:31.880]   gonna
[00:37:31.880 --> 00:37:32.040]   pay
[00:37:32.040 --> 00:37:32.160]   us
[00:37:32.160 --> 00:37:32.420]   start
[00:37:32.420 --> 00:37:32.750]   coming
[00:37:32.750 --> 00:37:32.860]   in
[00:37:32.860 --> 00:37:33.020]   and
[00:37:33.020 --> 00:37:33.340]   trying
[00:37:33.340 --> 00:37:33.460]   to
[00:37:33.460 --> 00:37:33.790]   trying
[00:37:33.790 --> 00:37:33.900]   to
[00:37:33.900 --> 00:37:34.130]   work
[00:37:34.130 --> 00:37:34.340]   with
[00:37:34.340 --> 00:37:34.720]   them
[00:37:34.720 --> 00:37:34.720]   one
[00:37:34.720 --> 00:37:34.770]  -
[00:37:34.770 --> 00:37:34.930]  on
[00:37:34.930 --> 00:37:35.000]  -
[00:37:35.000 --> 00:37:35.090]  one
[00:37:35.090 --> 00:37:36.100]  . [SPEAKER_TURN]
[00:37:36.440 --> 00:37:36.520]  
[00:37:36.520 --> 00:37:36.710]   Yeah
[00:37:36.710 --> 00:37:37.040]   well
[00:37:37.040 --> 00:37:37.110]   so
[00:37:37.110 --> 00:37:37.270]   it
[00:37:37.270 --> 00:37:37.440]  'll
[00:37:37.440 --> 00:37:37.620]   it
[00:37:37.620 --> 00:37:37.770]  'll
[00:37:37.770 --> 00:37:37.900]   be
[00:37:37.900 --> 00:37:37.960]   a
[00:37:37.960 --> 00:37:38.320]   push
[00:37:38.320 --> 00:37:38.360]   to
[00:37:38.360 --> 00:37:38.630]   like
[00:37:38.630 --> 00:37:38.830]   get
[00:37:38.830 --> 00:37:38.960]   it
[00:37:38.960 --> 00:37:39.500]   actually
[00:37:39.500 --> 00:37:40.310]   properly
[00:37:40.310 --> 00:37:40.350]   sale
[00:37:40.350 --> 00:37:40.580]  able
[00:37:40.580 --> 00:37:40.980]   within
[00:37:40.980 --> 00:37:41.180]   the
[00:37:41.180 --> 00:37:41.450]   next
[00:37:41.450 --> 00:37:41.900]   five
[00:37:41.900 --> 00:37:42.050]   weeks
[00:37:42.050 --> 00:37:42.250]  .
[00:37:42.250 --> 00:37:42.450]   But
[00:37:42.450 --> 00:37:42.510]   I
[00:37:42.510 --> 00:37:42.630]   I
[00:37:42.630 --> 00:37:43.300]   definitely
[00:37:43.300 --> 00:37:43.570]   think
[00:37:43.570 --> 00:37:43.700]   it
[00:37:43.700 --> 00:37:44.040]   would
[00:37:44.040 --> 00:37:44.160]   it
[00:37:44.160 --> 00:37:44.490]   would
[00:37:44.490 --> 00:37:44.690]   be
[00:37:44.690 --> 00:37:44.820]   for
[00:37:44.820 --> 00:37:45.090]   some
[00:37:45.090 --> 00:37:45.420]   early
[00:37:45.420 --> 00:37:46.310]   access
[00:37:46.310 --> 00:37:46.420]   customers
[00:37:46.420 --> 00:37:46.690]   like
[00:37:46.690 --> 00:37:46.890]   you
[00:37:46.890 --> 00:37:47.490]   described
[00:37:47.490 --> 00:37:47.690]  .
[00:37:47.690 --> 00:37:47.810]   I
[00:37:47.810 --> 00:37:48.020]   mean
[00:37:48.020 --> 00:37:48.370]   maybe
[00:37:48.370 --> 00:37:48.750]   maybe
[00:37:48.750 --> 00:37:49.010]   there
[00:37:49.010 --> 00:37:49.340]   could
[00:37:49.340 --> 00:37:49.710]   be
[00:37:49.710 --> 00:37:49.740]   some
[00:37:49.740 --> 00:37:49.800]   I
[00:37:49.800 --> 00:37:50.200]   mean
[00:37:50.200 --> 00:37:50.540]   knowing
[00:37:50.540 --> 00:37:50.870]   Lance
[00:37:50.870 --> 00:37:51.080]   and
[00:37:51.080 --> 00:37:51.200]   Jo
[00:37:51.200 --> 00:37:51.470]  anna
[00:37:51.470 --> 00:37:51.740]   they
[00:37:51.740 --> 00:37:52.280]   probably
[00:37:52.280 --> 00:37:52.420]   will
[00:37:52.420 --> 00:37:52.910]   get
[00:37:52.910 --> 00:37:53.150]   people
[00:37:53.150 --> 00:37:53.280]   uh
[00:37:53.280 --> 00:37:53.410]   to
[00:37:53.410 --> 00:37:53.950]   actually
[00:37:53.950 --> 00:37:54.190]   put
[00:37:54.190 --> 00:37:54.490]   their
[00:37:54.490 --> 00:37:54.800]   money
[00:37:54.800 --> 00:37:55.140]   where
[00:37:55.140 --> 00:37:55.470]   their
[00:37:55.470 --> 00:37:55.800]   mouth
[00:37:55.800 --> 00:37:55.940]   is
[00:37:55.940 --> 00:37:56.200]   even
[00:37:56.200 --> 00:37:56.540]   even
[00:37:56.540 --> 00:37:56.600]   at
[00:37:56.600 --> 00:37:56.870]   when
[00:37:56.870 --> 00:37:57.120]   they
[00:37:57.120 --> 00:37:57.470]  're
[00:37:57.470 --> 00:37:57.610]   beta
[00:37:57.610 --> 00:37:58.080]   testing
[00:37:58.080 --> 00:37:58.410]  .
[00:37:58.410 --> 00:37:58.530]   So
[00:37:58.530 --> 00:37:58.680]   yeah
[00:37:58.680 --> 00:37:58.880]  .
[00:37:58.880 --> 00:37:59.230]   Yeah
[00:37:59.230 --> 00:38:01.060]  .
[00:38:01.060 --> 00:38:02.050]   So
[00:38:02.050 --> 00:38:02.050]   anything
[00:38:02.050 --> 00:38:02.580]   else
[00:38:02.580 --> 00:38:02.590]  ?
[00:38:02.590 --> 00:38:02.820]   Any
[00:38:02.820 --> 00:38:03.260]   more
[00:38:03.260 --> 00:38:03.840]   questions
[00:38:03.840 --> 00:38:04.140]  ? [SPEAKER_TURN]
[00:38:04.140 --> 00:38:04.180]   M
[00:38:04.180 --> 00:38:04.640]  m
[00:38:04.640 --> 00:38:04.880]  -
[00:38:04.880 --> 00:38:05.340]  h
[00:38:05.340 --> 00:38:06.420]  mm
[00:38:06.420 --> 00:38:06.420]  .
[00:38:06.480 --> 00:38:06.690]   Now
[00:38:06.690 --> 00:38:06.780]   I
[00:38:06.780 --> 00:38:07.400]   think
[00:38:07.400 --> 00:38:07.600]   that
[00:38:07.600 --> 00:38:07.780]  's
[00:38:07.780 --> 00:38:07.960]   it
[00:38:07.960 --> 00:38:09.000]  . [SPEAKER_TURN]
[00:38:09.000 --> 00:38:09.100]   It
[00:38:09.100 --> 00:38:09.200]  's
[00:38:09.200 --> 00:38:09.400]   been
[00:38:09.400 --> 00:38:09.550]   fun
[00:38:09.550 --> 00:38:09.640]   it
[00:38:09.640 --> 00:38:09.750]  's
[00:38:09.750 --> 00:38:09.950]   been
[00:38:09.950 --> 00:38:10.100]   fun
[00:38:10.100 --> 00:38:10.300]   just
[00:38:10.300 --> 00:38:10.420]   in
[00:38:10.420 --> 00:38:10.750]   talking
[00:38:10.750 --> 00:38:11.000]   about
[00:38:11.000 --> 00:38:11.150]   the
[00:38:11.150 --> 00:38:11.350]   tech
[00:38:11.350 --> 00:38:11.550]   yeah
[00:38:11.550 --> 00:38:11.650]  ,
[00:38:11.650 --> 00:38:11.850]   Yeah
[00:38:11.850 --> 00:38:12.420]  . [SPEAKER_TURN]
[00:38:12.420 --> 00:38:12.560]   It
[00:38:12.560 --> 00:38:12.750]  's
[00:38:12.750 --> 00:38:12.810]   it
[00:38:12.810 --> 00:38:13.080]   has
[00:38:13.080 --> 00:38:13.260]   been
[00:38:13.260 --> 00:38:13.640]   really
[00:38:13.640 --> 00:38:13.960]   nice
[00:38:13.960 --> 00:38:14.140]  .
[00:38:14.140 --> 00:38:14.230]   It
[00:38:14.230 --> 00:38:14.360]  's
[00:38:14.360 --> 00:38:14.620]   been
[00:38:14.620 --> 00:38:15.020]   really
[00:38:15.020 --> 00:38:15.270]   good
[00:38:15.270 --> 00:38:15.460]   and
[00:38:15.460 --> 00:38:16.030]   honestly
[00:38:16.030 --> 00:38:16.110]   um
[00:38:16.110 --> 00:38:16.240]   uh
[00:38:16.240 --> 00:38:16.820]   actually
[00:38:16.820 --> 00:38:16.850]   a
[00:38:16.850 --> 00:38:17.340]   treasure
[00:38:17.340 --> 00:38:17.670]   trove
[00:38:17.670 --> 00:38:17.800]   of
[00:38:17.800 --> 00:38:18.530]   information
[00:38:18.530 --> 00:38:18.900]   there
[00:38:18.900 --> 00:38:19.020]  .
[00:38:19.020 --> 00:38:19.230]   So
[00:38:19.230 --> 00:38:19.320]   I
[00:38:19.320 --> 00:38:19.560]   think
[00:38:19.560 --> 00:38:19.820]   that
[00:38:19.820 --> 00:38:20.080]   kind
[00:38:20.080 --> 00:38:20.210]   of
[00:38:20.210 --> 00:38:20.540]   gives
[00:38:20.540 --> 00:38:20.670]   me
[00:38:20.670 --> 00:38:20.730]   a
[00:38:20.730 --> 00:38:20.790]   a
[00:38:20.790 --> 00:38:21.250]   massive
[00:38:21.250 --> 00:38:21.510]   head
[00:38:21.510 --> 00:38:21.830]   start
[00:38:21.830 --> 00:38:21.850]   and
[00:38:21.850 --> 00:38:22.150]   um
[00:38:22.150 --> 00:38:22.220]   I
[00:38:22.220 --> 00:38:22.510]  'm
[00:38:22.510 --> 00:38:22.680]   gonna
[00:38:22.680 --> 00:38:22.810]   be
[00:38:22.810 --> 00:38:23.400]   listening
[00:38:23.400 --> 00:38:23.830]   back
[00:38:23.830 --> 00:38:23.850]   and
[00:38:23.850 --> 00:38:24.440]   reviewing
[00:38:24.440 --> 00:38:24.630]   the
[00:38:24.630 --> 00:38:24.890]   show
[00:38:24.890 --> 00:38:24.950]   '
[00:38:24.950 --> 00:38:25.260]  cause
[00:38:25.260 --> 00:38:25.330]   I
[00:38:25.330 --> 00:38:25.460]  'm
[00:38:25.460 --> 00:38:25.720]   sure
[00:38:25.720 --> 00:38:25.930]   I
[00:38:25.930 --> 00:38:26.170]   missed
[00:38:26.170 --> 00:38:26.360]   out
[00:38:26.360 --> 00:38:26.550]   you
[00:38:26.550 --> 00:38:26.810]   know
[00:38:26.810 --> 00:38:27.070]   some
[00:38:27.070 --> 00:38:27.330]   some
[00:38:27.330 --> 00:38:27.470]   of
[00:38:27.470 --> 00:38:27.650]   the
[00:38:27.650 --> 00:38:28.240]   specifics
[00:38:28.240 --> 00:38:28.500]   that
[00:38:28.500 --> 00:38:28.700]   you
[00:38:28.700 --> 00:38:29.020]   spoke
[00:38:29.020 --> 00:38:29.150]   of
[00:38:29.150 --> 00:38:29.530]  .
[00:38:29.530 --> 00:38:29.630]   But
[00:38:29.630 --> 00:38:29.660]   uh
[00:38:29.660 --> 00:38:29.920]   yeah
[00:38:29.920 --> 00:38:30.110]   the
[00:38:30.110 --> 00:38:30.300]   the
[00:38:30.300 --> 00:38:30.490]   the
[00:38:30.490 --> 00:38:30.680]   the
[00:38:30.680 --> 00:38:30.870]   wh
[00:38:30.870 --> 00:38:30.900]  a
[00:38:30.900 --> 00:38:31.230]   what
[00:38:31.230 --> 00:38:31.320]   was
[00:38:31.320 --> 00:38:31.510]   the
[00:38:31.510 --> 00:38:31.830]   name
[00:38:31.830 --> 00:38:31.900]   of
[00:38:31.900 --> 00:38:32.180]   that
[00:38:32.180 --> 00:38:32.290]   um
[00:38:32.290 --> 00:38:32.420]   oh
[00:38:32.420 --> 00:38:32.680]   side
[00:38:32.680 --> 00:38:32.980]  kick
[00:38:32.980 --> 00:38:33.200]   side
[00:38:33.200 --> 00:38:33.480]  kick
[00:38:33.480 --> 00:38:33.710]   yeah
[00:38:33.710 --> 00:38:34.840]  , [SPEAKER_TURN]
[00:38:34.840 --> 00:38:35.000]   Side
[00:38:35.000 --> 00:38:35.150]  kick
[00:38:35.150 --> 00:38:35.340]   yeah
[00:38:35.340 --> 00:38:35.760]  , [SPEAKER_TURN]
[00:38:36.000 --> 00:38:36.060]   Yeah
[00:38:36.060 --> 00:38:36.060]  .
[00:38:36.060 --> 00:38:36.140]   So
[00:38:36.140 --> 00:38:36.390]   things
[00:38:36.390 --> 00:38:36.570]   like
[00:38:36.570 --> 00:38:36.740]   that
[00:38:36.740 --> 00:38:36.820]   I
[00:38:36.820 --> 00:38:36.910]  'll
[00:38:36.910 --> 00:38:37.040]  .
[00:38:37.040 --> 00:38:37.080]   I
[00:38:37.080 --> 00:38:37.210]  'll
[00:38:37.210 --> 00:38:37.380]   have
[00:38:37.380 --> 00:38:37.680]   another
[00:38:37.680 --> 00:38:37.940]   listen
[00:38:37.940 --> 00:38:38.300]   through
[00:38:38.300 --> 00:38:38.370]   and
[00:38:38.370 --> 00:38:38.500]   and
[00:38:38.500 --> 00:38:38.690]   look
[00:38:38.690 --> 00:38:38.840]   at
[00:38:38.840 --> 00:38:38.880]   the
[00:38:38.880 --> 00:38:39.050]   core
[00:38:39.050 --> 00:38:39.480]   technology
[00:38:39.480 --> 00:38:39.630]   and
[00:38:39.630 --> 00:38:39.640]   I
[00:38:39.640 --> 00:38:39.780]   may
[00:38:39.780 --> 00:38:40.130]   actually
[00:38:40.130 --> 00:38:40.300]   send
[00:38:40.300 --> 00:38:40.430]   you
[00:38:40.430 --> 00:38:40.470]   a
[00:38:40.470 --> 00:38:40.600]   few
[00:38:40.600 --> 00:38:40.770]   more
[00:38:40.770 --> 00:38:41.030]   emails
[00:38:41.030 --> 00:38:41.110]   if
[00:38:41.110 --> 00:38:41.240]   you
[00:38:41.240 --> 00:38:41.370]   don
[00:38:41.370 --> 00:38:41.450]  't
[00:38:41.450 --> 00:38:41.610]   mind
[00:38:41.610 --> 00:38:42.260]  . [SPEAKER_TURN]
[00:38:42.260 --> 00:38:42.680]   Yeah
[00:38:42.680 --> 00:38:42.740]   feel
[00:38:42.740 --> 00:38:42.990]   free
[00:38:42.990 --> 00:38:43.190]  .
