
[00:00:00.000 --> 00:00:00.000]  
[00:00:00.000 --> 00:00:01.030]  ced
[00:56:16.420 --> 00:56:16.470]  _
[00:56:16.470 --> 00:56:16.910]   sessions
[00:56:16.910 --> 00:56:17.130]   when
[00:56:17.130 --> 00:56:17.350]   they
[00:56:17.350 --> 00:56:17.830]  're
[00:56:17.830 --> 00:56:18.110]   struggling
[00:56:18.110 --> 00:56:18.350]   right
[00:56:18.350 --> 00:56:18.460]  ,
[00:56:18.460 --> 00:56:18.720]   We
[00:56:18.720 --> 00:56:18.740]   can
[00:56:18.740 --> 00:56:18.950]   even
[00:56:18.950 --> 00:56:19.280]   invite
[00:56:19.280 --> 00:56:19.500]   them
[00:56:19.500 --> 00:56:19.660]   say
[00:56:19.660 --> 00:56:19.860]   hey
[00:56:19.860 --> 00:56:19.930]  ,
[00:56:19.930 --> 00:56:20.090]   you
[00:56:20.090 --> 00:56:20.420]   should
[00:56:20.420 --> 00:56:20.860]   probably
[00:56:20.860 --> 00:56:21.020]   do
[00:56:21.020 --> 00:56:21.020]   a
[00:56:21.020 --> 00:56:21.070]   T
[00:56:21.070 --> 00:56:21.120]  _
[00:56:21.120 --> 00:56:21.170]  A
[00:56:21.170 --> 00:56:21.520]  _
[00:56:21.520 --> 00:56:21.610]   session
[00:56:21.610 --> 00:56:21.730]  ,
[00:56:21.730 --> 00:56:21.890]   the
[00:56:21.890 --> 00:56:22.210]   system
[00:56:22.210 --> 00:56:22.370]   can
[00:56:22.370 --> 00:56:22.760]   analyse
[00:56:22.760 --> 00:56:22.920]   how
[00:56:22.920 --> 00:56:23.080]   the
[00:56:23.080 --> 00:56:23.310]   kids
[00:56:23.310 --> 00:56:23.410]   is
[00:56:23.410 --> 00:56:23.690]   doing
[00:56:23.690 --> 00:56:23.860]   and
[00:56:23.860 --> 00:56:24.060]   say
[00:56:24.060 --> 00:56:24.290]   this
[00:56:24.290 --> 00:56:24.340]   he
[00:56:24.340 --> 00:56:24.620]   would
[00:56:24.620 --> 00:56:25.390]   probably
[00:56:25.390 --> 00:56:25.450]   benefit
[00:56:25.450 --> 00:56:25.670]   from
[00:56:25.670 --> 00:56:25.890]   this
[00:56:25.890 --> 00:56:26.000]  ,
[00:56:26.000 --> 00:56:26.220]   um
[00:56:26.220 --> 00:56:26.260]   so
[00:56:26.260 --> 00:56:26.330]   we
[00:56:26.330 --> 00:56:26.380]   c
[00:56:26.380 --> 00:56:26.660]   which
[00:56:26.660 --> 00:56:26.940]   which
[00:56:26.940 --> 00:56:27.270]   really
[00:56:27.270 --> 00:56:27.550]   plays
[00:56:27.550 --> 00:56:27.770]   into
[00:56:27.770 --> 00:56:28.100]   people
[00:56:28.100 --> 00:56:28.430]   loving
[00:56:28.430 --> 00:56:28.590]   the
[00:56:28.590 --> 00:56:29.110]   product
[00:56:29.110 --> 00:56:29.260]   right
[00:56:29.260 --> 00:56:29.420]  ,
[00:56:29.420 --> 00:56:29.420]   '
[00:56:29.420 --> 00:56:29.760]  cause
[00:56:29.760 --> 00:56:29.860]   you
[00:56:29.860 --> 00:56:30.020]  're
[00:56:30.020 --> 00:56:30.450]   actually
[00:56:30.450 --> 00:56:30.950]   providing
[00:56:30.950 --> 00:56:31.170]   that
[00:56:31.170 --> 00:56:31.570]   support
[00:56:31.570 --> 00:56:31.670]  ,
[00:56:31.670 --> 00:56:31.830]   you
[00:56:31.830 --> 00:56:31.990]  're
[00:56:31.990 --> 00:56:32.150]   you
[00:56:32.150 --> 00:56:32.400]  're
[00:56:32.400 --> 00:56:32.640]   interf
[00:56:32.640 --> 00:56:32.910]  acing
[00:56:32.910 --> 00:56:33.130]   with
[00:56:33.130 --> 00:56:33.290]   the
[00:56:33.290 --> 00:56:33.840]   customer
[00:56:33.840 --> 00:56:33.870]   or
[00:56:33.870 --> 00:56:34.000]   the
[00:56:34.000 --> 00:56:34.220]   user
[00:56:34.220 --> 00:56:34.960]  .
[00:56:34.960 --> 00:56:35.040]   Um
[00:56:35.040 --> 00:56:35.230]   but
[00:56:35.230 --> 00:56:35.470]   also
[00:56:35.470 --> 00:56:35.620]   to
[00:56:35.620 --> 00:56:35.810]   be
[00:56:35.810 --> 00:56:36.150]   kinda
[00:56:36.150 --> 00:56:36.290]   goes
[00:56:36.290 --> 00:56:36.540]   into
[00:56:36.540 --> 00:56:36.730]   the
[00:56:36.730 --> 00:56:37.000]   gem
[00:56:37.000 --> 00:56:37.240]   model
[00:56:37.240 --> 00:56:37.560]   which
[00:56:37.560 --> 00:56:37.680]   is
[00:56:37.680 --> 00:56:37.930]   like
[00:56:37.930 --> 00:56:38.050]  ,
[00:56:38.050 --> 00:56:38.260]   you
[00:56:38.260 --> 00:56:38.490]   know
[00:56:38.490 --> 00:56:38.600]   if
[00:56:38.600 --> 00:56:38.610]   we
[00:56:38.610 --> 00:56:38.930]   have
[00:56:38.930 --> 00:56:39.230]   a
[00:56:39.230 --> 00:56:39.260]   lot
[00:56:39.260 --> 00:56:39.350]   of
[00:56:39.350 --> 00:56:39.790]   people
[00:56:39.790 --> 00:56:40.180]   signing
[00:56:40.180 --> 00:56:40.300]   up
[00:56:40.300 --> 00:56:40.490]   for
[00:56:40.490 --> 00:56:40.870]   access
[00:56:40.870 --> 00:56:41.700]   to [SPEAKER_TURN]
[00:56:41.700 --> 00:56:41.750]  
[00:56:41.750 --> 00:56:42.190]   Yeah
[00:56:42.190 --> 00:56:43.360]  .
[00:56:43.360 --> 00:56:43.380]   a
[00:56:43.380 --> 00:56:43.670]   multiple
[00:56:43.670 --> 00:56:43.700]   T
[00:56:43.700 --> 00:56:43.730]  _
[00:56:43.730 --> 00:56:43.760]  A
[00:56:43.760 --> 00:56:43.790]  _
[00:56:43.790 --> 00:56:44.100]   session
[00:56:44.100 --> 00:56:44.120]  ,
[00:56:44.120 --> 00:56:44.250]   but
[00:56:44.250 --> 00:56:44.260]   a
[00:56:44.260 --> 00:56:44.370]   lot
[00:56:44.370 --> 00:56:44.440]   of
[00:56:44.440 --> 00:56:44.620]   times
[00:56:44.620 --> 00:56:44.760]   they
[00:56:44.760 --> 00:56:44.870]  're
[00:56:44.870 --> 00:56:44.990]   not
[00:56:44.990 --> 00:56:45.160]   gonna
[00:56:45.160 --> 00:56:45.230]   do
[00:56:45.230 --> 00:56:45.290]   it
[00:56:45.290 --> 00:56:45.570]   because
[00:56:45.570 --> 00:56:45.700]   they
[00:56:45.700 --> 00:56:45.810]  're
[00:56:45.810 --> 00:56:45.950]   just
[00:56:45.950 --> 00:56:46.090]   like
[00:56:46.090 --> 00:56:46.160]   ah
[00:56:46.160 --> 00:56:46.190]   I
[00:56:46.190 --> 00:56:46.260]  'm
[00:56:46.260 --> 00:56:46.400]   fine
[00:56:46.400 --> 00:56:46.530]  ,
[00:56:46.530 --> 00:56:46.580]   mom
[00:56:46.580 --> 00:56:46.650]  's
[00:56:46.650 --> 00:56:46.790]   like
[00:56:46.790 --> 00:56:46.930]   well
[00:56:46.930 --> 00:56:47.000]   do
[00:56:47.000 --> 00:56:47.140]   you
[00:56:47.140 --> 00:56:47.320]   wanna
[00:56:47.320 --> 00:56:47.360]   do
[00:56:47.360 --> 00:56:47.500]   that
[00:56:47.500 --> 00:56:47.530]   T
[00:56:47.530 --> 00:56:47.570]  _
[00:56:47.570 --> 00:56:47.590]  A
[00:56:47.590 --> 00:56:47.620]  _
[00:56:47.620 --> 00:56:47.880]   session
[00:56:47.880 --> 00:56:48.000]   on
[00:56:48.000 --> 00:56:48.210]   Tuesday
[00:56:48.210 --> 00:56:48.280]   or
[00:56:48.280 --> 00:56:48.350]   do
[00:56:48.350 --> 00:56:48.470]   you
[00:56:48.470 --> 00:56:48.640]   wanna
[00:56:48.640 --> 00:56:48.770]   go
[00:56:48.770 --> 00:56:48.880]   think
[00:56:48.880 --> 00:56:48.960]   it
[00:56:48.960 --> 00:56:49.060]  's
[00:56:49.060 --> 00:56:49.160]   like
[00:56:49.160 --> 00:56:49.270]   mom
[00:56:49.270 --> 00:56:49.410]   good
[00:56:49.410 --> 00:56:49.520]  ,
[00:56:49.520 --> 00:56:49.590]   I
[00:56:49.590 --> 00:56:49.630]  'm
[00:56:49.630 --> 00:56:49.730]   fine
[00:56:49.730 --> 00:56:49.940]   right
[00:56:49.940 --> 00:56:49.980]  ,
[00:56:49.980 --> 00:56:50.010]   I
[00:56:50.010 --> 00:56:50.040]   I
[00:56:50.040 --> 00:56:50.180]   just
[00:56:50.180 --> 00:56:50.210]   I
[00:56:50.210 --> 00:56:50.280]  'm
[00:56:50.280 --> 00:56:50.310]   I
[00:56:50.310 --> 00:56:50.560]   got
[00:56:50.560 --> 00:56:50.600]   other
[00:56:50.600 --> 00:56:50.780]   stuff
[00:56:50.780 --> 00:56:50.850]   to
[00:56:50.850 --> 00:56:50.920]   do
[00:56:50.920 --> 00:56:50.950]   I
[00:56:50.950 --> 00:56:51.020]  'm
[00:56:51.020 --> 00:56:51.170]   fine
[00:56:51.170 --> 00:56:52.020]  . [SPEAKER_TURN]
[00:56:52.020 --> 00:56:52.280]   That
[00:56:52.280 --> 00:56:52.360]  's
[00:56:52.360 --> 00:56:52.820]   cool
[00:56:52.820 --> 00:56:52.830]   yeah
[00:56:52.830 --> 00:56:52.930]  ,
[00:56:52.930 --> 00:56:53.450]   product
[00:56:53.450 --> 00:56:53.570]  ised
[00:56:53.570 --> 00:56:53.980]   service
[00:56:53.980 --> 00:56:54.240]   that
[00:56:54.240 --> 00:56:54.360]  's
[00:56:54.360 --> 00:56:54.720]   cool
[00:56:54.720 --> 00:56:54.720]  .
[00:56:54.720 --> 00:56:55.060]   Um
[00:56:55.060 --> 00:56:55.130]   yeah
[00:56:55.130 --> 00:56:55.170]  ,
[00:56:55.170 --> 00:56:55.280]   so
[00:56:55.280 --> 00:56:55.330]   W
[00:56:55.330 --> 00:56:55.380]  _
[00:56:55.380 --> 00:56:55.430]  P
[00:56:55.430 --> 00:56:55.590]  _
[00:56:55.590 --> 00:56:55.770]   curve
[00:56:55.770 --> 00:56:56.030]   for
[00:56:56.030 --> 00:56:56.350]   example
[00:56:56.350 --> 00:56:56.580]   does
[00:56:56.580 --> 00:56:56.810]   that
[00:56:56.810 --> 00:56:57.030]  ,
[00:56:57.030 --> 00:56:57.090]   you
[00:56:57.090 --> 00:56:57.320]   know
[00:56:57.320 --> 00:56:57.700]   there
[00:56:57.700 --> 00:56:57.720]  's
[00:56:57.720 --> 00:56:57.770]   a
[00:56:57.770 --> 00:56:57.950]   lot
[00:56:57.950 --> 00:56:58.100]   of
[00:56:58.100 --> 00:56:58.400]   places
[00:56:58.400 --> 00:56:58.560]   out
[00:56:58.560 --> 00:56:58.840]   there
[00:56:58.840 --> 00:56:59.720]  . [SPEAKER_TURN]
[00:56:59.720 --> 00:57:00.020]   M
[00:57:00.020 --> 00:57:00.060]  m
[00:57:00.060 --> 00:57:00.170]  -
[00:57:00.170 --> 00:57:00.390]  h
[00:57:00.390 --> 00:57:00.620]  mm
[00:57:00.620 --> 00:57:02.400]  . [SPEAKER_TURN]
[00:57:04.060 --> 00:57:04.100]  
[00:57:04.100 --> 00:57:04.140]   T
[00:57:04.140 --> 00:57:04.180]  _
[00:57:04.180 --> 00:57:04.180]  A
[00:57:04.180 --> 00:57:04.220]  _
[00:57:04.220 --> 00:57:04.260]  s
[00:57:04.260 --> 00:57:04.420]   will
[00:57:04.420 --> 00:57:04.580]   have
[00:57:04.580 --> 00:57:04.740]   such
[00:57:04.740 --> 00:57:04.820]   a
[00:57:04.820 --> 00:57:04.940]   deep
[00:57:04.940 --> 00:57:05.350]   knowledge
[00:57:05.350 --> 00:57:05.530]   about
[00:57:05.530 --> 00:57:05.680]   what
[00:57:05.680 --> 00:57:05.890]   every
[00:57:05.890 --> 00:57:06.100]   kid
[00:57:06.100 --> 00:57:06.100]   in
[00:57:06.100 --> 00:57:06.220]   the
[00:57:06.220 --> 00:57:06.260]   T
[00:57:06.260 --> 00:57:06.340]  _
[00:57:06.340 --> 00:57:06.380]  A
[00:57:06.380 --> 00:57:06.390]  _
[00:57:06.390 --> 00:57:06.680]   session
[00:57:06.680 --> 00:57:06.880]   knows
[00:57:06.880 --> 00:57:07.040]   that
[00:57:07.040 --> 00:57:07.120]   it
[00:57:07.120 --> 00:57:07.240]  'll
[00:57:07.240 --> 00:57:07.450]   build
[00:57:07.450 --> 00:57:07.610]   like
[00:57:07.610 --> 00:57:07.730]   a
[00:57:07.730 --> 00:57:07.930]   curated
[00:57:07.930 --> 00:57:08.180]   list
[00:57:08.180 --> 00:57:08.200]   of
[00:57:08.200 --> 00:57:08.340]   like
[00:57:08.340 --> 00:57:08.500]   here
[00:57:08.500 --> 00:57:08.620]   are
[00:57:08.620 --> 00:57:08.740]   the
[00:57:08.740 --> 00:57:08.900]   most
[00:57:08.900 --> 00:57:09.470]   missed
[00:57:09.470 --> 00:57:09.520]   problems
[00:57:09.520 --> 00:57:09.560]   by
[00:57:09.560 --> 00:57:09.770]   these
[00:57:09.770 --> 00:57:09.930]   kids
[00:57:09.930 --> 00:57:10.010]  ,
[00:57:10.010 --> 00:57:10.170]   this
[00:57:10.170 --> 00:57:10.340]   is
[00:57:10.340 --> 00:57:10.410]   what
[00:57:10.410 --> 00:57:10.570]   they
[00:57:10.570 --> 00:57:10.690]  're
[00:57:10.690 --> 00:57:11.110]   struggling
[00:57:11.110 --> 00:57:11.270]   with
[00:57:11.270 --> 00:57:11.350]  ,
[00:57:11.350 --> 00:57:11.510]   they
[00:57:11.510 --> 00:57:11.630]   can
[00:57:11.630 --> 00:57:11.790]   have
[00:57:11.790 --> 00:57:11.950]   like
[00:57:11.950 --> 00:57:12.200]   almost
[00:57:12.200 --> 00:57:12.350]   like
[00:57:12.350 --> 00:57:12.540]   here
[00:57:12.540 --> 00:57:12.660]   are
[00:57:12.660 --> 00:57:12.760]   the
[00:57:12.760 --> 00:57:13.130]   problems
[00:57:13.130 --> 00:57:13.170]   to
[00:57:13.170 --> 00:57:13.380]   start
[00:57:13.380 --> 00:57:13.540]   with
[00:57:13.540 --> 00:57:13.620]   to
[00:57:13.620 --> 00:57:14.460]   see [SPEAKER_TURN]
[00:57:14.460 --> 00:57:14.690]   Great
[00:57:14.690 --> 00:57:14.820]  .
[00:57:14.820 --> 00:57:15.010]   So
[00:57:15.010 --> 00:57:15.040]   you
[00:57:15.040 --> 00:57:15.170]  've
[00:57:15.170 --> 00:57:15.260]   so
[00:57:15.260 --> 00:57:15.450]   you
[00:57:15.450 --> 00:57:15.520]  're
[00:57:15.520 --> 00:57:15.700]   sort
[00:57:15.700 --> 00:57:15.850]   of
[00:57:15.850 --> 00:57:16.070]   giving
[00:57:16.070 --> 00:57:16.240]   them
[00:57:16.240 --> 00:57:16.410]   that
[00:57:16.410 --> 00:57:16.740]   context
[00:57:16.740 --> 00:57:17.340]  . [SPEAKER_TURN]
[00:57:17.340 --> 00:57:17.500]   So
[00:57:17.500 --> 00:57:17.610]   the
[00:57:17.610 --> 00:57:17.640]   T
[00:57:17.640 --> 00:57:17.650]  _
[00:57:17.650 --> 00:57:17.690]  O
[00:57:17.690 --> 00:57:17.730]  _
[00:57:17.730 --> 00:57:17.870]   can
[00:57:17.870 --> 00:57:18.050]   walk
[00:57:18.050 --> 00:57:18.160]   in
[00:57:18.160 --> 00:57:18.280]   and
[00:57:18.280 --> 00:57:18.370]   be
[00:57:18.370 --> 00:57:18.550]   like
[00:57:18.550 --> 00:57:18.680]   oh
[00:57:18.680 --> 00:57:18.730]   I
[00:57:18.730 --> 00:57:18.860]   know
[00:57:18.860 --> 00:57:19.190]   exactly
[00:57:19.190 --> 00:57:19.380]   what
[00:57:19.380 --> 00:57:19.510]   you
[00:57:19.510 --> 00:57:19.650]   did
[00:57:19.650 --> 00:57:20.040]  . [SPEAKER_TURN]
[00:57:20.040 --> 00:57:20.300]   Yeah
[00:57:20.300 --> 00:57:20.750]   perfect
[00:57:20.750 --> 00:57:20.900]  ,
[00:57:20.900 --> 00:57:21.140]   yeah
[00:57:21.140 --> 00:57:21.340]  . [SPEAKER_TURN]
[00:57:21.340 --> 00:57:21.770]   So
[00:57:21.770 --> 00:57:21.910]   anyway
[00:57:21.910 --> 00:57:22.200]   enough
[00:57:22.200 --> 00:57:22.500]   about
[00:57:22.500 --> 00:57:22.870]   that
[00:57:22.870 --> 00:57:22.880]  ,
[00:57:22.880 --> 00:57:23.050]   but
[00:57:23.050 --> 00:57:23.290]   that
[00:57:23.290 --> 00:57:23.410]  's
[00:57:23.410 --> 00:57:23.840]   anyway
[00:57:23.840 --> 00:57:24.190]   just
[00:57:24.190 --> 00:57:24.200]   but
[00:57:24.200 --> 00:57:24.260]   I
[00:57:24.260 --> 00:57:24.480]  'll
[00:57:24.480 --> 00:57:24.680]   just
[00:57:24.680 --> 00:57:24.880]   say
[00:57:24.880 --> 00:57:25.100]   like
[00:57:25.100 --> 00:57:25.340]   this
[00:57:25.340 --> 00:57:25.520]   has
[00:57:25.520 --> 00:57:25.760]   been
[00:57:25.760 --> 00:57:26.000]   like
[00:57:26.000 --> 00:57:26.240]   over
[00:57:26.240 --> 00:57:26.420]   the
[00:57:26.420 --> 00:57:26.760]   last
[00:57:26.760 --> 00:57:27.230]   literally
[00:57:27.230 --> 00:57:27.460]   this
[00:57:27.460 --> 00:57:27.940]   week
[00:57:27.940 --> 00:57:27.970]   this
[00:57:27.970 --> 00:57:28.420]   happened
[00:57:28.420 --> 00:57:28.600]  .
[00:57:28.600 --> 00:57:29.460]   So [SPEAKER_TURN]
[00:57:29.460 --> 00:57:29.830]   Too
[00:57:29.830 --> 00:57:30.020]   long
[00:57:30.020 --> 00:57:30.370]   but
[00:57:30.370 --> 00:57:30.420]  ,
[00:57:30.420 --> 00:57:30.500]   I
[00:57:30.500 --> 00:57:30.990]   wanna
[00:57:30.990 --> 00:57:31.140]   get
[00:57:31.140 --> 00:57:31.380]   one
[00:57:31.380 --> 00:57:31.620]   one
[00:57:31.620 --> 00:57:32.020]   thing
[00:57:32.020 --> 00:57:32.180]   in
[00:57:32.180 --> 00:57:32.340]  ,
[00:57:32.340 --> 00:57:32.780]   which
[00:57:32.780 --> 00:57:32.900]   is
[00:57:32.900 --> 00:57:33.720]   um [SPEAKER_TURN]
[00:57:33.720 --> 00:57:33.720]   M
[00:57:33.720 --> 00:57:33.720]  m
[00:57:33.720 --> 00:57:33.720]  -
[00:57:33.720 --> 00:57:33.730]  h
[00:57:33.730 --> 00:57:33.800]  mm
[00:57:33.800 --> 00:57:33.800]  .
[00:57:34.420 --> 00:57:34.440]  
[00:57:34.440 --> 00:57:34.660]   this
[00:57:34.660 --> 00:57:34.970]   this
[00:57:34.970 --> 00:57:35.020]   em
[00:57:35.020 --> 00:57:35.140]   uh
[00:57:35.140 --> 00:57:35.320]   so
[00:57:35.320 --> 00:57:35.340]   I
[00:57:35.340 --> 00:57:35.380]   I
[00:57:35.380 --> 00:57:35.500]  'm
[00:57:35.500 --> 00:57:35.860]   really
[00:57:35.860 --> 00:57:36.150]   a
[00:57:36.150 --> 00:57:36.400]   believer
[00:57:36.400 --> 00:57:36.520]   in
[00:57:36.520 --> 00:57:36.880]   mental
[00:57:36.880 --> 00:57:37.240]   models
[00:57:37.240 --> 00:57:37.420]   now
[00:57:37.420 --> 00:57:37.720]   after
[00:57:37.720 --> 00:57:38.140]   writing
[00:57:38.140 --> 00:57:38.320]   the
[00:57:38.320 --> 00:57:38.680]   course
[00:57:38.680 --> 00:57:38.860]   and
[00:57:38.860 --> 00:57:39.350]   thinking
[00:57:39.350 --> 00:57:39.640]   about
[00:57:39.640 --> 00:57:40.000]   mental
[00:57:40.000 --> 00:57:40.360]   models
[00:57:40.360 --> 00:57:40.720]   and
[00:57:40.720 --> 00:57:40.730]   you
[00:57:40.730 --> 00:57:40.960]   know
[00:57:40.960 --> 00:57:41.270]   hyper
[00:57:41.270 --> 00:57:41.320]  -
[00:57:41.320 --> 00:57:41.560]  iter
[00:57:41.560 --> 00:57:41.870]  ation
[00:57:41.870 --> 00:57:41.980]   we
[00:57:41.980 --> 00:57:42.220]   just
[00:57:42.220 --> 00:57:42.880]   discussed
[00:57:42.880 --> 00:57:42.940]   one
[00:57:42.940 --> 00:57:43.180]  .
[00:57:43.180 --> 00:57:43.340]   And
[00:57:43.340 --> 00:57:43.600]   there
[00:57:43.600 --> 00:57:43.720]  's
[00:57:43.720 --> 00:57:43.960]   this
[00:57:43.960 --> 00:57:44.140]   new
[00:57:44.140 --> 00:57:44.620]   emerging
[00:57:44.620 --> 00:57:44.740]   one
[00:57:44.740 --> 00:57:45.080]   and
[00:57:45.080 --> 00:57:45.220]   this
[00:57:45.220 --> 00:57:45.280]   m
[00:57:45.280 --> 00:57:45.510]   the
[00:57:45.510 --> 00:57:45.580]   uh
[00:57:45.580 --> 00:57:46.000]   usually
[00:57:46.000 --> 00:57:46.100]   if
[00:57:46.100 --> 00:57:46.180]   I
[00:57:46.180 --> 00:57:46.300]   do
[00:57:46.300 --> 00:57:46.480]   if
[00:57:46.480 --> 00:57:46.490]   I
[00:57:46.490 --> 00:57:46.600]   do
[00:57:46.600 --> 00:57:46.840]   come
[00:57:46.840 --> 00:57:46.960]   up
[00:57:46.960 --> 00:57:47.240]   with
[00:57:47.240 --> 00:57:47.260]   a
[00:57:47.260 --> 00:57:47.620]   mental
[00:57:47.620 --> 00:57:47.920]   model
[00:57:47.920 --> 00:57:48.160]   this
[00:57:48.160 --> 00:57:48.730]   probably
[00:57:48.730 --> 00:57:49.000]   exists
[00:57:49.000 --> 00:57:49.560]   somewhere
[00:57:49.560 --> 00:57:49.780]   else
[00:57:49.780 --> 00:57:49.930]   in
[00:57:49.930 --> 00:57:50.140]   some
[00:57:50.140 --> 00:57:50.440]   other
[00:57:50.440 --> 00:57:50.830]   format
[00:57:50.830 --> 00:57:50.920]  ,
[00:57:50.920 --> 00:57:51.100]   but
[00:57:51.100 --> 00:57:51.160]   I
[00:57:51.160 --> 00:57:51.280]  'm
[00:57:51.280 --> 00:57:51.520]   just
[00:57:51.520 --> 00:57:51.760]   form
[00:57:51.760 --> 00:57:52.290]  ulating
[00:57:52.290 --> 00:57:52.480]   my
[00:57:52.480 --> 00:57:52.520]   own
[00:57:52.520 --> 00:57:52.900]   version
[00:57:52.900 --> 00:57:53.260]  .
[00:57:53.260 --> 00:57:53.260]   But
[00:57:53.260 --> 00:57:53.560]   um
[00:57:53.560 --> 00:57:53.630]   the
[00:57:53.630 --> 00:57:53.800]   this
[00:57:53.800 --> 00:57:54.220]   one
[00:57:54.220 --> 00:57:54.230]   that
[00:57:54.230 --> 00:57:54.340]  's
[00:57:54.340 --> 00:57:54.880]   emerging
[00:57:54.880 --> 00:57:55.000]   now
[00:57:55.000 --> 00:57:55.190]   and
[00:57:55.190 --> 00:57:55.240]   I
[00:57:55.240 --> 00:57:55.480]   just
[00:57:55.480 --> 00:57:55.780]   wanna
[00:57:55.780 --> 00:57:56.020]   talk
[00:57:56.020 --> 00:57:56.140]   to
[00:57:56.140 --> 00:57:56.330]   you
[00:57:56.330 --> 00:57:56.610]   about
[00:57:56.610 --> 00:57:56.740]   is
[00:57:56.740 --> 00:57:57.200]   this
[00:57:57.200 --> 00:57:57.220]   this
[00:57:57.220 --> 00:57:57.460]   idea
[00:57:57.460 --> 00:57:57.580]   of
[00:57:57.580 --> 00:57:58.000]   control
[00:57:58.000 --> 00:57:58.170]   of
[00:57:58.170 --> 00:57:58.540]   outcome
[00:57:58.540 --> 00:57:58.940]  .
[00:57:58.940 --> 00:57:59.640]   So
[00:57:59.640 --> 00:57:59.740]   what
[00:57:59.740 --> 00:58:00.330]   is
[00:58:00.330 --> 00:58:00.630]   your
[00:58:00.630 --> 00:58:00.910]   how
[00:58:00.910 --> 00:58:01.870]   much
[00:58:01.870 --> 00:58:02.740]   percentage
[00:58:02.740 --> 00:58:03.150]   do
[00:58:03.150 --> 00:58:03.440]   you
[00:58:03.440 --> 00:58:04.000]   have [SPEAKER_TURN]
[00:58:04.400 --> 00:58:04.530]  
[00:58:04.530 --> 00:58:04.600]   Of
[00:58:04.600 --> 00:58:04.800]   the
[00:58:04.800 --> 00:58:05.210]   outcome
[00:58:05.210 --> 00:58:05.350]  ,
[00:58:05.350 --> 00:58:05.540]   you
[00:58:05.540 --> 00:58:05.940]   know
[00:58:05.940 --> 00:58:05.960]   of
[00:58:05.960 --> 00:58:06.140]   the
[00:58:06.140 --> 00:58:06.620]   outcome
[00:58:06.620 --> 00:58:07.100]   because
[00:58:07.100 --> 00:58:07.850]   basically
[00:58:07.850 --> 00:58:07.920]  ,
[00:58:07.920 --> 00:58:08.120]   okay
[00:58:08.120 --> 00:58:08.250]   so
[00:58:08.250 --> 00:58:08.380]  ,
[00:58:08.380 --> 00:58:08.580]   for
[00:58:08.580 --> 00:58:09.710]   example
[00:58:09.710 --> 00:58:09.790]   complete
[00:58:09.790 --> 00:58:10.280]   control
[00:58:10.280 --> 00:58:10.430]   of
[00:58:10.430 --> 00:58:10.760]   of
[00:58:10.760 --> 00:58:11.090]   outcome
[00:58:11.090 --> 00:58:11.460]   being
[00:58:11.460 --> 00:58:12.090]   success
[00:58:12.090 --> 00:58:12.340]   would
[00:58:12.340 --> 00:58:12.500]   be
[00:58:12.500 --> 00:58:12.700]   let
[00:58:12.700 --> 00:58:12.850]  's
[00:58:12.850 --> 00:58:13.060]   say
[00:58:13.060 --> 00:58:13.350]   Elon
[00:58:13.350 --> 00:58:13.710]   Musk
[00:58:13.710 --> 00:58:14.150]   decides
[00:58:14.150 --> 00:58:14.320]   to
[00:58:14.320 --> 00:58:14.390]   spin
[00:58:14.390 --> 00:58:14.870]   off
[00:58:14.870 --> 00:58:14.960]   a
[00:58:14.960 --> 00:58:15.460]   business
[00:58:15.460 --> 00:58:15.600]   um
[00:58:15.600 --> 00:58:15.840]   from
[00:58:15.840 --> 00:58:16.470]   from
[00:58:16.470 --> 00:58:16.640]   SpaceX
[00:58:16.640 --> 00:58:16.970]   and
[00:58:16.970 --> 00:58:17.180]   that
[00:58:17.180 --> 00:58:17.770]   business
[00:58:17.770 --> 00:58:17.860]   is
[00:58:17.860 --> 00:58:18.520]   gonna
[00:58:18.520 --> 00:58:18.520]   make
[00:58:18.520 --> 00:58:18.930]   fuel
[00:58:18.930 --> 00:58:18.950]   So
[00:58:18.950 --> 00:58:19.230]  .
[00:58:19.230 --> 00:58:19.310]   he
[00:58:19.310 --> 00:58:19.530]   has
[00:58:19.530 --> 00:58:19.590]   a
[00:58:19.590 --> 00:58:20.170]   hundred
[00:58:20.170 --> 00:58:20.620]   percent
[00:58:20.620 --> 00:58:21.270]   control
[00:58:21.270 --> 00:58:21.280]   of
[00:58:21.280 --> 00:58:21.490]   the
[00:58:21.490 --> 00:58:22.100]   outcome
[00:58:22.100 --> 00:58:22.140]   it
[00:58:22.140 --> 00:58:22.280]  's
[00:58:22.280 --> 00:58:22.710]   going
[00:58:22.710 --> 00:58:22.790]   to
[00:58:22.790 --> 00:58:22.930]   be
