
[00:00:00.480 --> 00:00:00.590]   Wow
[01:28:41.260 --> 01:28:42.380]   first
[01:28:43.860 --> 01:28:43.970]  
[01:28:43.970 --> 01:28:44.160]   learn
[01:28:44.160 --> 01:28:44.290]   to
[01:28:44.290 --> 01:28:44.520]   pick
[01:28:44.520 --> 01:28:44.640]   up
[01:28:44.640 --> 01:28:44.700]   a
[01:28:44.700 --> 01:28:44.880]   new
[01:28:44.880 --> 01:28:45.180]   skill
[01:28:45.180 --> 01:28:45.360]   you
[01:28:45.360 --> 01:28:45.480]  ,
[01:28:45.480 --> 01:28:45.660]   you
[01:28:45.660 --> 01:28:45.870]   um
[01:28:45.870 --> 01:28:45.960]   you
[01:28:45.960 --> 01:28:46.260]   waste
[01:28:46.260 --> 01:28:46.320]   a
[01:28:46.320 --> 01:28:46.500]   lot
[01:28:46.500 --> 01:28:46.620]   of
[01:28:46.620 --> 01:28:47.090]   energy
[01:28:47.090 --> 01:28:47.400]   doing
[01:28:47.400 --> 01:28:47.410]   it
[01:28:47.410 --> 01:28:47.580]   you
[01:28:47.580 --> 01:28:47.800]  're
[01:28:47.800 --> 01:28:48.000]   very
[01:28:48.000 --> 01:28:48.660]   inefficient
[01:28:48.660 --> 01:28:48.830]   at
[01:28:48.830 --> 01:28:48.900]   it
[01:28:48.900 --> 01:28:49.020]   um
[01:28:49.020 --> 01:28:49.260]   it
[01:28:49.260 --> 01:28:49.450]  's
[01:28:49.450 --> 01:28:49.500]   like
[01:28:49.500 --> 01:28:49.740]   when
[01:28:49.740 --> 01:28:49.920]   you
[01:28:49.920 --> 01:28:50.100]  're
[01:28:50.100 --> 01:28:50.520]   playing
[01:28:50.520 --> 01:28:50.580]   a
[01:28:50.580 --> 01:28:50.710]   sport
[01:28:50.710 --> 01:28:51.110]   like
[01:28:51.110 --> 01:28:51.480]   you
[01:28:51.480 --> 01:28:51.500]  're
[01:28:51.500 --> 01:28:51.720]   like
[01:28:51.720 --> 01:28:51.760]   you
[01:28:51.760 --> 01:28:52.450]  're
[01:28:52.450 --> 01:28:52.560]   somebody
[01:28:52.560 --> 01:28:52.860]   who
[01:28:52.860 --> 01:28:52.870]  's
[01:28:52.870 --> 01:28:53.220]   really
[01:28:53.220 --> 01:28:53.450]   good
[01:28:53.450 --> 01:28:53.700]   at
[01:28:53.700 --> 01:28:53.730]   it
[01:28:53.730 --> 01:28:53.940]   they
[01:28:53.940 --> 01:28:54.120]  've
[01:28:54.120 --> 01:28:54.240]  ,
[01:28:54.240 --> 01:28:54.480]   been
[01:28:54.480 --> 01:28:54.780]   like
[01:28:54.780 --> 01:28:55.200]   breaking
[01:28:55.200 --> 01:28:55.320]   a
[01:28:55.320 --> 01:28:55.620]   sweat
[01:28:55.620 --> 01:28:55.740]   and
[01:28:55.740 --> 01:28:56.130]   they
[01:28:56.130 --> 01:28:56.170]  're
[01:28:56.170 --> 01:28:56.520]   making
[01:28:56.520 --> 01:28:56.640]   it
[01:28:56.640 --> 01:28:56.880]   look
[01:28:56.880 --> 01:28:57.120]   easy
[01:28:57.120 --> 01:28:57.420]   where
[01:28:57.420 --> 01:28:57.600]   you
[01:28:57.600 --> 01:28:57.790]  're
[01:28:57.790 --> 01:28:58.020]   just
[01:28:58.020 --> 01:28:58.530]   sweating
[01:28:58.530 --> 01:28:58.680]   and
[01:28:58.680 --> 01:28:58.860]   you
[01:28:58.860 --> 01:28:59.100]   know
[01:28:59.100 --> 01:28:59.590]   same
[01:28:59.590 --> 01:28:59.640]   thing
[01:28:59.640 --> 01:28:59.880]   with
[01:28:59.880 --> 01:29:00.120]   like
[01:29:00.120 --> 01:29:00.840]   programming
[01:29:00.840 --> 01:29:00.850]   a
[01:29:00.850 --> 01:29:01.240]   new
[01:29:01.240 --> 01:29:01.500]   language
[01:29:01.500 --> 01:29:01.740]   that
[01:29:01.740 --> 01:29:01.980]   much
[01:29:01.980 --> 01:29:02.100]   it
[01:29:02.100 --> 01:29:02.220]  's
[01:29:02.220 --> 01:29:02.460]   like
[01:29:02.460 --> 01:29:02.640]   you
[01:29:02.640 --> 01:29:02.880]   just
[01:29:02.880 --> 01:29:03.000]   do
[01:29:03.000 --> 01:29:03.240]   blah
[01:29:03.240 --> 01:29:03.480]   blah
[01:29:03.480 --> 01:29:03.720]   blah
[01:29:03.720 --> 01:29:03.900]   you
[01:29:03.900 --> 01:29:04.080]  're
[01:29:04.080 --> 01:29:04.380]   gonna
[01:29:04.380 --> 01:29:04.620]   have
[01:29:04.620 --> 01:29:04.740]   to
[01:29:04.740 --> 01:29:05.220]   research
[01:29:05.220 --> 01:29:05.370]   stuff
[01:29:05.370 --> 01:29:05.880]   and
[01:29:05.880 --> 01:29:05.960]   try
[01:29:05.960 --> 01:29:06.170]   stuff
[01:29:06.170 --> 01:29:06.420]   same
[01:29:06.420 --> 01:29:06.440]   with
[01:29:06.440 --> 01:29:07.080]   the
[01:29:07.080 --> 01:29:07.110]   baby
[01:29:07.110 --> 01:29:07.400]  .
[01:29:07.400 --> 01:29:07.500]   Like
[01:29:07.500 --> 01:29:07.530]   you
[01:29:07.530 --> 01:29:08.100]   guys
[01:29:08.100 --> 01:29:08.220]   are
[01:29:08.220 --> 01:29:08.340]   like
[01:29:08.340 --> 01:29:08.460]   we
[01:29:08.460 --> 01:29:08.640]   had
[01:29:08.640 --> 01:29:08.770]   a
[01:29:08.770 --> 01:29:08.940]   baby
[01:29:08.940 --> 01:29:09.220]   this
[01:29:09.220 --> 01:29:09.600]   is
[01:29:09.600 --> 01:29:09.650]   crazy
[01:29:09.650 --> 01:29:10.360]  . [SPEAKER_TURN]
[01:29:11.800 --> 01:29:11.800]  
[01:29:11.800 --> 01:29:11.960]   you
[01:29:11.960 --> 01:29:12.180]   know
[01:29:12.180 --> 01:29:12.340]   you
[01:29:12.340 --> 01:29:12.500]  're
[01:29:12.500 --> 01:29:12.720]   like
[01:29:12.720 --> 01:29:12.900]   you
[01:29:12.900 --> 01:29:13.040]   got
[01:29:13.040 --> 01:29:13.190]   one
[01:29:13.190 --> 01:29:13.360]   kid
[01:29:13.360 --> 01:29:13.520]   and
[01:29:13.520 --> 01:29:13.690]   it
[01:29:13.690 --> 01:29:13.740]  's
[01:29:13.740 --> 01:29:14.180]   sleeping
[01:29:14.180 --> 01:29:14.400]   most
[01:29:14.400 --> 01:29:14.540]   of
[01:29:14.540 --> 01:29:14.670]   the
[01:29:14.670 --> 01:29:14.890]   time
[01:29:14.890 --> 01:29:15.110]   like
[01:29:15.110 --> 01:29:15.370]   what
[01:29:15.370 --> 01:29:15.490]   are
[01:29:15.490 --> 01:29:15.650]   you
[01:29:15.650 --> 01:29:16.090]   freaking
[01:29:16.090 --> 01:29:16.250]   out
[01:29:16.250 --> 01:29:16.520]   about
[01:29:16.520 --> 01:29:16.900]   like
[01:29:16.900 --> 01:29:17.020]   you
[01:29:17.020 --> 01:29:17.120]   know
[01:29:17.120 --> 01:29:17.320]   you
[01:29:17.320 --> 01:29:17.380]   so
[01:29:17.380 --> 01:29:17.550]   but
[01:29:17.550 --> 01:29:17.650]   it
[01:29:17.650 --> 01:29:17.770]  's
[01:29:17.770 --> 01:29:17.990]   just
[01:29:17.990 --> 01:29:18.530]   because
[01:29:18.530 --> 01:29:18.690]   you
[01:29:18.690 --> 01:29:18.740]  're
[01:29:18.740 --> 01:29:18.800]   so
[01:29:18.800 --> 01:29:18.960]   fre
[01:29:18.960 --> 01:29:19.300]  aked
[01:29:19.300 --> 01:29:19.340]   out
[01:29:19.340 --> 01:29:19.530]   and
[01:29:19.530 --> 01:29:19.660]   you
[01:29:19.660 --> 01:29:19.820]  're
[01:29:19.820 --> 01:29:20.050]   like
[01:29:20.050 --> 01:29:20.150]   oh
[01:29:20.150 --> 01:29:20.260]   my
[01:29:20.260 --> 01:29:20.420]   God
[01:29:20.420 --> 01:29:20.640]   what
[01:29:20.640 --> 01:29:20.750]   do
[01:29:20.750 --> 01:29:20.860]   we
[01:29:20.860 --> 01:29:20.970]   do
[01:29:20.970 --> 01:29:21.130]   and
[01:29:21.130 --> 01:29:21.350]   then
[01:29:21.350 --> 01:29:21.510]   you
[01:29:21.510 --> 01:29:21.710]  're
[01:29:21.710 --> 01:29:21.890]   just
[01:29:21.890 --> 01:29:22.160]   gonna
[01:29:22.160 --> 01:29:22.330]   but
[01:29:22.330 --> 01:29:22.540]   that
[01:29:22.540 --> 01:29:22.650]  's
[01:29:22.650 --> 01:29:22.920]   gonna
[01:29:22.920 --> 01:29:23.140]   like
[01:29:23.140 --> 01:29:23.250]   be
[01:29:23.250 --> 01:29:23.470]   crap
[01:29:23.470 --> 01:29:23.630]   and
[01:29:23.630 --> 01:29:23.850]   wait
[01:29:23.850 --> 01:29:24.070]   like
[01:29:24.070 --> 01:29:24.240]   oh
[01:29:24.240 --> 01:29:24.290]   my
[01:29:24.290 --> 01:29:24.450]   God
[01:29:24.450 --> 01:29:24.720]   there
[01:29:24.720 --> 01:29:24.880]  's
[01:29:24.880 --> 01:29:25.020]   a
[01:29:25.020 --> 01:29:25.100]   baby
[01:29:25.100 --> 01:29:25.780]  .
[01:29:25.780 --> 01:29:25.780]   Then
[01:29:25.780 --> 01:29:25.900]   the
[01:29:25.900 --> 01:29:26.130]   baby
[01:29:26.130 --> 01:29:26.210]  's
[01:29:26.210 --> 01:29:26.290]   just
[01:29:26.290 --> 01:29:26.560]   sitting
[01:29:26.560 --> 01:29:26.750]   there
[01:29:26.750 --> 01:29:26.870]   and
[01:29:26.870 --> 01:29:26.990]   and
[01:29:26.990 --> 01:29:27.150]   will
[01:29:27.150 --> 01:29:27.340]   sleep
[01:29:27.340 --> 01:29:27.460]   and
[01:29:27.460 --> 01:29:27.580]   you
[01:29:27.580 --> 01:29:27.690]  're
[01:29:27.690 --> 01:29:28.410]   like
[01:29:28.410 --> 01:29:28.410]   what
[01:29:28.410 --> 01:29:28.660]   do
[01:29:28.660 --> 01:29:29.060]   we
[01:29:29.060 --> 01:29:29.160]   do
[01:29:29.160 --> 01:29:29.760]  ?
[01:29:29.760 --> 01:29:29.940]   Like
[01:29:29.940 --> 01:29:30.140]   why
[01:29:30.140 --> 01:29:30.390]   don
[01:29:30.390 --> 01:29:30.550]  't
[01:29:30.550 --> 01:29:30.800]   you
[01:29:30.800 --> 01:29:30.980]   go
[01:29:30.980 --> 01:29:31.290]   work
[01:29:31.290 --> 01:29:31.540]   out
[01:29:31.540 --> 01:29:31.820]  ?
[01:29:31.820 --> 01:29:32.000]   You
[01:29:32.000 --> 01:29:32.240]   know
[01:29:32.240 --> 01:29:32.360]   it
[01:29:32.360 --> 01:29:32.480]  's
[01:29:32.480 --> 01:29:32.720]   like
[01:29:32.720 --> 01:29:32.840]   oh
[01:29:32.840 --> 01:29:32.900]   I
[01:29:32.900 --> 01:29:33.200]   guess
[01:29:33.200 --> 01:29:33.410]   I
[01:29:33.410 --> 01:29:33.500]   work
[01:29:33.500 --> 01:29:33.620]   on
[01:29:33.620 --> 01:29:33.970]   disco
[01:29:33.970 --> 01:29:34.120]   you
[01:29:34.120 --> 01:29:34.340]   know
[01:29:34.340 --> 01:29:34.580]   what
[01:29:34.580 --> 01:29:34.640]   I
[01:29:34.640 --> 01:29:34.880]   mean
[01:29:34.880 --> 01:29:34.940]   I
[01:29:34.940 --> 01:29:35.180]   mean
[01:29:35.180 --> 01:29:35.360]   the
[01:29:35.360 --> 01:29:35.600]   baby
[01:29:35.600 --> 01:29:35.720]  's
[01:29:35.720 --> 01:29:35.960]   just
[01:29:35.960 --> 01:29:36.260]   there
[01:29:36.260 --> 01:29:36.740]   sleeping
[01:29:36.740 --> 01:29:36.920]   you
[01:29:36.920 --> 01:29:37.160]   know
[01:29:37.160 --> 01:29:37.480]   and
[01:29:37.480 --> 01:29:37.520]   she
[01:29:37.520 --> 01:29:37.700]  'll
[01:29:37.700 --> 01:29:37.760]   p
[01:29:37.760 --> 01:29:37.940]   you
[01:29:37.940 --> 01:29:38.200]   know
[01:29:38.200 --> 01:29:38.460]   fall
[01:29:38.460 --> 01:29:38.780]   asleep
[01:29:38.780 --> 01:29:38.890]   in
[01:29:38.890 --> 01:29:39.070]   the
[01:29:39.070 --> 01:29:39.680]   carrier
[01:29:39.680 --> 01:29:39.730]   and
[01:29:39.730 --> 01:29:39.860]   the
[01:29:39.860 --> 01:29:40.100]   the
[01:29:41.040 --> 01:29:41.150]  
[01:29:41.150 --> 01:29:41.270]   crib
[01:29:41.270 --> 01:29:41.440]   and
[01:29:41.440 --> 01:29:41.610]   you
[01:29:41.610 --> 01:29:41.840]   know
[01:29:41.840 --> 01:29:42.010]   you
[01:29:42.010 --> 01:29:42.360]   listen
[01:29:42.360 --> 01:29:42.470]   be
[01:29:42.470 --> 01:29:42.760]   there
[01:29:42.760 --> 01:29:42.930]   and
[01:29:42.930 --> 01:29:43.160]   then
[01:29:43.160 --> 01:29:43.330]   you
[01:29:43.330 --> 01:29:43.500]  'll
[01:29:43.500 --> 01:29:43.770]   hear
[01:29:43.770 --> 01:29:43.900]   the
[01:29:43.900 --> 01:29:44.130]   baby
[01:29:44.130 --> 01:29:44.480]   crying
[01:29:44.480 --> 01:29:44.650]   you
[01:29:44.650 --> 01:29:44.760]  ,
[01:29:44.760 --> 01:29:44.860]   go
[01:29:44.860 --> 01:29:45.100]   you
[01:29:45.100 --> 01:29:45.270]   know
[01:29:45.270 --> 01:29:45.320]   I
[01:29:45.320 --> 01:29:45.670]   mean
[01:29:45.670 --> 01:29:45.720]   it
[01:29:45.720 --> 01:29:45.780]  's
[01:29:45.780 --> 01:29:45.950]   you
[01:29:45.950 --> 01:29:46.180]   know
[01:29:46.180 --> 01:29:46.350]   and
[01:29:46.350 --> 01:29:46.520]   and
[01:29:46.520 --> 01:29:46.630]   it
[01:29:46.630 --> 01:29:46.870]   just
[01:29:46.870 --> 01:29:47.090]   goes
[01:29:47.090 --> 01:29:47.500]   through
[01:29:47.500 --> 01:29:47.850]   phases
[01:29:47.850 --> 01:29:48.490]   where
[01:29:48.490 --> 01:29:48.570]   certain
[01:29:48.570 --> 01:29:48.900]   things
[01:29:48.900 --> 01:29:49.070]   are
[01:29:49.070 --> 01:29:49.300]   easy
[01:29:49.300 --> 01:29:49.410]   to
[01:29:49.410 --> 01:29:49.520]   do
[01:29:49.520 --> 01:29:49.750]   with
[01:29:49.750 --> 01:29:49.920]   the
[01:29:49.920 --> 01:29:50.090]   kid
[01:29:50.090 --> 01:29:50.260]   and
[01:29:50.260 --> 01:29:50.490]   then
[01:29:50.490 --> 01:29:50.780]   later
[01:29:50.780 --> 01:29:51.000]   it
[01:29:51.000 --> 01:29:51.080]  's
[01:29:51.080 --> 01:29:51.170]   not
[01:29:51.170 --> 01:29:51.510]   easy
[01:29:51.510 --> 01:29:51.560]   to
[01:29:51.560 --> 01:29:51.620]   do
[01:29:51.620 --> 01:29:51.850]   once
[01:29:51.850 --> 01:29:52.020]   the
[01:29:52.020 --> 01:29:52.250]   kids
[01:29:52.250 --> 01:29:52.480]   once
[01:29:52.480 --> 01:29:52.710]   they
[01:29:52.710 --> 01:29:52.880]  're
[01:29:52.880 --> 01:29:53.110]   able
[01:29:53.110 --> 01:29:53.280]   to
[01:29:53.280 --> 01:29:53.280]   w
[01:29:53.280 --> 01:29:53.510]   once
[01:29:53.510 --> 01:29:53.680]   not
[01:29:53.680 --> 01:29:53.920]   when
[01:29:53.920 --> 01:29:54.140]   they
[01:29:54.140 --> 01:29:54.200]  're
[01:29:54.200 --> 01:29:54.790]   not
[01:29:54.790 --> 01:29:55.040]   sleeping
[01:29:55.040 --> 01:29:55.120]   all
[01:29:55.120 --> 01:29:55.290]   day
[01:29:55.290 --> 01:29:55.400]   or
[01:29:55.400 --> 01:29:55.670]   when
[01:29:55.670 --> 01:29:55.860]   they
[01:29:55.860 --> 01:29:56.030]  're
[01:29:56.030 --> 01:29:56.090]   c
[01:29:56.090 --> 01:29:56.560]   crawling
[01:29:56.560 --> 01:29:56.670]   it
[01:29:56.670 --> 01:29:56.780]  ,
[01:29:56.780 --> 01:29:57.170]   just
[01:29:57.170 --> 01:29:57.360]   things
[01:29:57.360 --> 01:29:57.760]   change
[01:29:57.760 --> 01:29:57.880]   but
[01:29:57.880 --> 01:29:58.050]   you
[01:29:58.050 --> 01:29:58.280]   know
[01:29:58.280 --> 01:29:58.590]   look
[01:29:58.590 --> 01:29:58.620]  ,
[01:29:58.620 --> 01:29:58.680]   I
[01:29:58.680 --> 01:29:58.810]   mean
[01:29:58.810 --> 01:29:59.020]   if
[01:29:59.020 --> 01:29:59.360]   you
[01:29:59.360 --> 01:29:59.360]  're
[01:29:59.360 --> 01:29:59.770]   someone
[01:29:59.770 --> 01:29:59.870]   it
[01:29:59.870 --> 01:30:00.400]   depends
[01:30:00.400 --> 01:30:00.470]   on
[01:30:00.470 --> 01:30:00.630]   what
[01:30:00.630 --> 01:30:01.000]   your
[01:30:01.000 --> 01:30:01.090]   life
[01:30:01.090 --> 01:30:01.260]   was
[01:30:01.260 --> 01:30:01.360]   before
[01:30:01.360 --> 01:30:01.860]   if
[01:30:01.860 --> 01:30:01.890]   you
[01:30:01.890 --> 01:30:02.060]  're
[01:30:02.060 --> 01:30:02.470]   someone
[01:30:02.470 --> 01:30:02.640]   who
[01:30:02.640 --> 01:30:02.740]  's
[01:30:02.740 --> 01:30:03.020]   like
[01:30:03.020 --> 01:30:03.090]   we
[01:30:03.090 --> 01:30:03.440]   travel
[01:30:03.440 --> 01:30:03.500]   a
[01:30:03.500 --> 01:30:03.670]   lot
[01:30:03.670 --> 01:30:03.900]   like
[01:30:03.900 --> 01:30:04.010]   we
[01:30:04.010 --> 01:30:04.240]   take
[01:30:04.240 --> 01:30:04.510]   road
[01:30:04.510 --> 01:30:04.760]   trips
[01:30:04.760 --> 01:30:05.280]   every
[01:30:05.280 --> 01:30:05.390]   week
[01:30:05.390 --> 01:30:05.400]  ,
[01:30:05.400 --> 01:30:05.500]   we
[01:30:05.500 --> 01:30:05.610]   do
[01:30:05.610 --> 01:30:05.780]   all
[01:30:05.780 --> 01:30:06.010]   this
[01:30:06.010 --> 01:30:06.300]   stuff
[01:30:06.300 --> 01:30:06.450]  ,
[01:30:06.450 --> 01:30:06.520]   it
[01:30:06.520 --> 01:30:06.630]  's
[01:30:06.630 --> 01:30:06.860]   like
[01:30:06.860 --> 01:30:07.090]   yeah
[01:30:07.090 --> 01:30:07.360]   well
[01:30:07.360 --> 01:30:07.550]   that
[01:30:07.550 --> 01:30:07.800]   will
[01:30:07.800 --> 01:30:08.070]   kinda
[01:30:08.070 --> 01:30:08.180]   be
[01:30:08.180 --> 01:30:08.560]   harder
[01:30:08.560 --> 01:30:10.300]  . [SPEAKER_TURN]
[01:30:10.300 --> 01:30:10.550]   Yeah
[01:30:10.550 --> 01:30:10.740]  .
[01:30:10.900 --> 01:30:10.930]   know
[01:30:10.930 --> 01:30:11.020]  ,
[01:30:11.020 --> 01:30:11.200]   like
[01:30:11.200 --> 01:30:11.400]   yeah
[01:30:11.400 --> 01:30:11.500]  ,
[01:30:11.500 --> 01:30:11.700]   but
[01:30:11.700 --> 01:30:11.720]   if
[01:30:11.720 --> 01:30:12.000]   you
[01:30:12.000 --> 01:30:12.110]  're
[01:30:12.110 --> 01:30:12.330]   someone
[01:30:12.330 --> 01:30:12.470]   who
[01:30:12.470 --> 01:30:12.590]  's
[01:30:12.590 --> 01:30:12.790]   like
[01:30:12.790 --> 01:30:12.800]   I
[01:30:12.800 --> 01:30:12.980]   mean
[01:30:12.980 --> 01:30:13.170]   when
[01:30:13.170 --> 01:30:13.210]   I
[01:30:13.210 --> 01:30:13.420]   look
[01:30:13.420 --> 01:30:13.490]   at
[01:30:13.490 --> 01:30:13.680]   what
[01:30:13.680 --> 01:30:13.820]   you
[01:30:13.820 --> 01:30:13.910]   do
[01:30:13.910 --> 01:30:14.000]  ,
[01:30:14.000 --> 01:30:14.190]   what
[01:30:14.190 --> 01:30:14.360]   did
[01:30:14.360 --> 01:30:14.470]   you
[01:30:14.470 --> 01:30:14.700]   spend
[01:30:14.700 --> 01:30:14.890]   most
[01:30:14.890 --> 01:30:15.050]   of
[01:30:15.050 --> 01:30:15.170]   your
[01:30:15.170 --> 01:30:15.310]   day
[01:30:15.310 --> 01:30:15.780]   writing
[01:30:15.780 --> 01:30:15.830]   code
[01:30:15.830 --> 01:30:15.920]  ,
[01:30:15.920 --> 01:30:16.060]   you
[01:30:16.060 --> 01:30:16.180]   go
[01:30:16.180 --> 01:30:16.340]   work
[01:30:16.340 --> 01:30:16.490]   out
[01:30:16.490 --> 01:30:16.670]   once
[01:30:16.670 --> 01:30:16.710]   a
[01:30:16.710 --> 01:30:16.850]   day
[01:30:16.850 --> 01:30:16.990]   Now
[01:30:16.990 --> 01:30:17.130]  .
[01:30:17.130 --> 01:30:17.350]   used
[01:30:17.350 --> 01:30:17.410]   to
[01:30:17.410 --> 01:30:17.640]   write
[01:30:17.640 --> 01:30:17.680]   '
[01:30:17.680 --> 01:30:17.770]  em
[01:30:17.770 --> 01:30:17.860]   do
[01:30:17.860 --> 01:30:18.050]   that
[01:30:18.050 --> 01:30:18.330]  .
[01:30:18.330 --> 01:30:18.520]   And
[01:30:18.520 --> 01:30:18.620]   then
[01:30:18.620 --> 01:30:18.660]   you
[01:30:18.660 --> 01:30:18.890]   might
[01:30:18.890 --> 01:30:19.080]   what
[01:30:19.080 --> 01:30:19.170]  ,
[01:30:19.170 --> 01:30:19.260]   go
[01:30:19.260 --> 01:30:19.490]   out
[01:30:19.490 --> 01:30:19.490]   to
[01:30:19.490 --> 01:30:19.990]   eat
[01:30:19.990 --> 01:30:20.220]   occasionally
[01:30:20.220 --> 01:30:20.380]   with
[01:30:20.380 --> 01:30:20.610]   Georg
[01:30:20.610 --> 01:30:20.700]  ie
[01:30:20.700 --> 01:30:21.440]  ? [SPEAKER_TURN]
[01:30:21.440 --> 01:30:21.470]   M
[01:30:21.470 --> 01:30:21.610]  m
[01:30:21.610 --> 01:30:21.940]  . [SPEAKER_TURN]
[01:30:21.940 --> 01:30:22.100]   Not
[01:30:22.100 --> 01:30:22.150]   a
[01:30:22.150 --> 01:30:22.310]   lot
[01:30:22.310 --> 01:30:22.620]   to
[01:30:22.620 --> 01:30:22.740]   change
[01:30:22.740 --> 01:30:22.840]  ,
[01:30:22.840 --> 01:30:23.000]   you
[01:30:23.000 --> 01:30:23.210]   know
[01:30:23.210 --> 01:30:23.320]   It
[01:30:23.320 --> 01:30:23.420]  's
[01:30:23.420 --> 01:30:23.570]  .
[01:30:23.570 --> 01:30:23.740]   not
[01:30:23.740 --> 01:30:24.030]   like
[01:30:24.030 --> 01:30:24.110]   you
[01:30:24.110 --> 01:30:24.270]  're
[01:30:24.270 --> 01:30:24.430]   not
[01:30:24.430 --> 01:30:24.590]   all
[01:30:24.590 --> 01:30:24.700]   uh
[01:30:24.700 --> 01:30:24.860]   you
[01:30:24.860 --> 01:30:25.020]  're
[01:30:25.020 --> 01:30:25.130]   on
[01:30:25.130 --> 01:30:25.620]   Sacrifice
[01:30:25.620 --> 01:30:25.780]   you
[01:30:25.780 --> 01:30:25.880]  ,
[01:30:25.880 --> 01:30:26.090]   know
[01:30:26.090 --> 01:30:26.200]   It
[01:30:26.200 --> 01:30:26.300]  's
[01:30:26.300 --> 01:30:26.500]  .
[01:30:26.500 --> 01:30:26.670]   like
[01:30:26.670 --> 01:30:26.830]   you
[01:30:26.830 --> 01:30:27.140]   know
[01:30:27.140 --> 01:30:27.160]  ,
[01:30:27.160 --> 01:30:27.300]   and
[01:30:27.300 --> 01:30:27.460]   and
[01:30:27.460 --> 01:30:27.810]   since
[01:30:27.810 --> 01:30:27.890]   you
[01:30:27.890 --> 01:30:28.100]   make
[01:30:28.100 --> 01:30:28.420]   enough
[01:30:28.420 --> 01:30:28.690]   money
[01:30:28.690 --> 01:30:28.800]   to
[01:30:28.800 --> 01:30:29.010]   hire
[01:30:29.010 --> 01:30:29.060]   a
[01:30:29.060 --> 01:30:29.330]   babys
[01:30:29.330 --> 01:30:29.590]  itter
[01:30:29.590 --> 01:30:29.860]  ,
[01:30:29.860 --> 01:30:30.020]   you
[01:30:30.020 --> 01:30:30.100]  're
[01:30:30.100 --> 01:30:30.290]   gonna
[01:30:30.290 --> 01:30:30.500]   hire
[01:30:30.500 --> 01:30:30.550]   a
[01:30:30.550 --> 01:30:30.820]   babys
[01:30:30.820 --> 01:30:31.140]  itter
[01:30:31.140 --> 01:30:31.300]   I
[01:30:31.300 --> 01:30:31.300]  .
[01:30:31.300 --> 01:30:31.460]   sit
[01:30:31.460 --> 01:30:31.780]  ter
[01:30:31.780 --> 01:30:31.840]   and
[01:30:31.840 --> 01:30:31.940]   let
[01:30:31.940 --> 01:30:32.040]  's
[01:30:32.040 --> 01:30:32.200]   say
[01:30:32.200 --> 01:30:32.360]   hey
[01:30:32.360 --> 01:30:32.530]   let
[01:30:32.530 --> 01:30:32.620]  's
[01:30:32.620 --> 01:30:32.730]   go
[01:30:32.730 --> 01:30:32.890]   out
[01:30:32.890 --> 01:30:33.100]   into
[01:30:33.100 --> 01:30:33.260]   our
[01:30:33.260 --> 01:30:33.790]   favorite
[01:30:33.790 --> 01:30:34.280]   restaurant
[01:30:34.280 --> 01:30:34.390]   Not
[01:30:34.390 --> 01:30:34.600]  .
[01:30:34.600 --> 01:30:34.600]   a
[01:30:34.600 --> 01:30:34.970]   big
[01:30:34.970 --> 01:30:35.090]   deal
[01:30:35.090 --> 01:30:36.000]  . [SPEAKER_TURN]
[01:30:36.000 --> 01:30:36.090]   M
[01:30:36.090 --> 01:30:36.270]  m
[01:30:36.270 --> 01:30:36.310]  -
[01:30:36.310 --> 01:30:36.360]  h
[01:30:36.360 --> 01:30:36.620]  mm
[01:30:36.620 --> 01:30:37.680]  . [SPEAKER_TURN]
[01:30:38.000 --> 01:30:38.000]  
[01:30:38.000 --> 01:30:38.230]   So
[01:30:38.230 --> 01:30:38.280]   you
[01:30:38.280 --> 01:30:38.450]  'll
[01:30:38.450 --> 01:30:38.690]   kind
[01:30:38.690 --> 01:30:38.790]   of
[01:30:38.790 --> 01:30:39.020]   what
[01:30:39.020 --> 01:30:39.370]   really
[01:30:39.370 --> 01:30:39.640]   sucks
[01:30:39.640 --> 01:30:39.750]   is
[01:30:39.750 --> 01:30:39.860]   w
[01:30:39.860 --> 01:30:39.970]   was
[01:30:39.970 --> 01:30:40.200]   when
[01:30:40.200 --> 01:30:40.370]   you
[01:30:40.370 --> 01:30:40.600]   have
[01:30:40.600 --> 01:30:40.650]   a
[01:30:40.650 --> 01:30:40.880]   baby
[01:30:40.880 --> 01:30:41.050]   and
[01:30:41.050 --> 01:30:41.220]   you
[01:30:41.220 --> 01:30:41.390]  're
[01:30:41.390 --> 01:30:41.670]   broke
[01:30:41.670 --> 01:30:41.840]  ,
[01:30:41.840 --> 01:30:42.050]   which
[01:30:42.050 --> 01:30:42.150]   is
[01:30:42.150 --> 01:30:42.510]   kind
[01:30:42.510 --> 01:30:42.600]   of
