
[00:00:00.000 --> 00:00:00.100]  
[00:00:00.100 --> 00:00:00.350]   The
[01:05:14.920 --> 01:05:15.320]   that
[01:05:15.320 --> 01:05:15.380]  .
[01:05:15.380 --> 01:05:15.510]   So
[01:05:15.510 --> 01:05:15.900]   anyway
[01:05:15.900 --> 01:05:15.980]   I
[01:05:15.980 --> 01:05:16.300]   wanna
[01:05:16.300 --> 01:05:16.540]   talk
[01:05:16.540 --> 01:05:16.670]   to
[01:05:16.670 --> 01:05:16.900]   you
[01:05:16.900 --> 01:05:16.920]   a
[01:05:16.920 --> 01:05:17.450]   couple
[01:05:17.450 --> 01:05:17.570]   more
[01:05:17.570 --> 01:05:17.700]   of
[01:05:17.700 --> 01:05:18.020]   these
[01:05:18.020 --> 01:05:18.280]   cool
[01:05:18.280 --> 01:05:18.610]   like
[01:05:18.610 --> 01:05:19.190]   technology
[01:05:19.190 --> 01:05:19.820]   things
[01:05:19.820 --> 01:05:19.860]   that
[01:05:19.860 --> 01:05:19.900]   I
[01:05:19.900 --> 01:05:20.160]   that
[01:05:20.160 --> 01:05:20.220]   I
[01:05:20.220 --> 01:05:20.410]   saw
[01:05:20.410 --> 01:05:20.600]  .
[01:05:20.600 --> 01:05:20.720]   So
[01:05:20.720 --> 01:05:20.930]   one
[01:05:20.930 --> 01:05:21.160]   was
[01:05:21.160 --> 01:05:21.300]   the
[01:05:21.300 --> 01:05:21.490]   the
[01:05:21.490 --> 01:05:21.750]   Navy
[01:05:21.750 --> 01:05:22.530]   successfully
[01:05:22.530 --> 01:05:22.920]   landed
[01:05:22.920 --> 01:05:22.980]   a
[01:05:22.980 --> 01:05:23.390]   drone
[01:05:23.390 --> 01:05:23.430]   uh
[01:05:23.430 --> 01:05:23.560]   on
[01:05:23.560 --> 01:05:23.770]   an
[01:05:23.770 --> 01:05:24.210]   aircraft
[01:05:24.210 --> 01:05:24.720]   carrier
[01:05:24.720 --> 01:05:24.860]  .
[01:05:24.860 --> 01:05:25.050]   It
[01:05:25.050 --> 01:05:25.180]   was
[01:05:25.180 --> 01:05:25.840]   completely
[01:05:25.840 --> 01:05:26.420]   automated
[01:05:26.420 --> 01:05:27.420]  . [SPEAKER_TURN]
[01:05:27.420 --> 01:05:28.790]   M
[01:05:28.790 --> 01:05:29.990]  m
[01:05:29.990 --> 01:05:32.210]  -
[01:05:32.210 --> 01:05:32.550]  h
[01:05:32.550 --> 01:05:35.260]  mm
[01:05:35.260 --> 01:05:39.100]  . [SPEAKER_TURN]
[01:05:41.720 --> 01:05:41.800]  
[01:05:41.800 --> 01:05:41.850]   Cor
[01:05:41.850 --> 01:05:41.940]  in
[01:05:41.940 --> 01:05:42.030]  ne
[01:05:42.030 --> 01:05:42.120]   is
[01:05:42.120 --> 01:05:42.210]   it
[01:05:42.210 --> 01:05:42.360]  ?
[01:05:43.660 --> 01:05:43.750]  
[01:05:43.750 --> 01:05:43.800]   Uh
[01:05:43.800 --> 01:05:44.010]   Cor
[01:05:44.010 --> 01:05:44.150]  in
[01:05:44.150 --> 01:05:44.290]  ne
[01:05:44.290 --> 01:05:44.430]   is
[01:05:44.430 --> 01:05:44.570]  ,
[01:05:44.570 --> 01:05:44.850]   this
[01:05:44.850 --> 01:05:45.330]   live
[01:05:45.330 --> 01:05:45.340]  ?
[01:05:45.340 --> 01:05:45.620]   Yeah
[01:05:45.620 --> 01:05:45.760]  ,
[01:05:45.760 --> 01:05:45.970]   and
[01:05:45.970 --> 01:05:46.210]   and
[01:05:46.210 --> 01:05:46.340]   uh
[01:05:46.340 --> 01:05:46.530]   you
[01:05:46.530 --> 01:05:46.810]   know
[01:05:46.810 --> 01:05:47.020]   and
[01:05:47.020 --> 01:05:47.370]   there
[01:05:47.370 --> 01:05:47.540]   was
[01:05:47.540 --> 01:05:47.720]   a
[01:05:47.720 --> 01:05:47.860]   few
[01:05:47.860 --> 01:05:48.210]   other
[01:05:48.210 --> 01:05:48.350]   um
[01:05:48.350 --> 01:05:48.830]   people
[01:05:48.830 --> 01:05:49.110]   there
[01:05:49.110 --> 01:05:49.390]   as
[01:05:49.390 --> 01:05:49.540]   well
[01:05:49.540 --> 01:05:49.960]  .
[01:05:49.960 --> 01:05:49.970]   But
[01:05:49.970 --> 01:05:50.100]   so
[01:05:50.100 --> 01:05:50.520]   anyway
[01:05:50.520 --> 01:05:50.590]   I
[01:05:50.590 --> 01:05:50.710]   I
[01:05:50.710 --> 01:05:50.870]   you
[01:05:50.870 --> 01:05:51.150]   know
[01:05:51.150 --> 01:05:51.520]   we
[01:05:51.520 --> 01:05:51.710]   should
[01:05:51.710 --> 01:05:52.040]   this
[01:05:52.040 --> 01:05:52.140]   it
[01:05:52.140 --> 01:05:52.340]   was
[01:05:52.340 --> 01:05:52.730]   like
[01:05:52.730 --> 01:05:52.760]   an
[01:05:52.760 --> 01:05:53.270]   episode
[01:05:53.270 --> 01:05:53.410]   of
[01:05:53.410 --> 01:05:53.600]   the
[01:05:53.600 --> 01:05:54.100]   podcast
[01:05:54.100 --> 01:05:54.250]   we
[01:05:54.250 --> 01:05:54.510]   were
[01:05:54.510 --> 01:05:54.860]   going
[01:05:54.860 --> 01:05:55.120]   for
[01:05:55.120 --> 01:05:55.350]   talk
[01:05:55.350 --> 01:05:55.700]   about
[01:05:55.700 --> 01:05:55.930]   all
[01:05:55.930 --> 01:05:56.190]   kind
[01:05:56.190 --> 01:05:56.330]   of
[01:05:56.330 --> 01:05:56.680]   crazy
[01:05:56.680 --> 01:05:57.520]   technologies
[01:05:57.520 --> 01:05:57.730]   and
[01:05:57.730 --> 01:05:57.800]   I
[01:05:57.800 --> 01:05:57.870]   s
[01:05:57.870 --> 01:05:58.080]   and
[01:05:58.080 --> 01:05:58.150]   I
[01:05:58.150 --> 01:05:58.430]   said
[01:05:58.430 --> 01:05:58.780]   to
[01:05:58.780 --> 01:05:58.780]   Cor
[01:05:58.780 --> 01:05:58.920]  i
[01:05:58.920 --> 01:05:58.980]   I
[01:05:58.980 --> 01:05:59.200]   said
[01:05:59.200 --> 01:05:59.410]   you
[01:05:59.410 --> 01:05:59.550]  ,
[01:05:59.550 --> 01:05:59.830]   know
[01:05:59.830 --> 01:05:59.970]   by
[01:05:59.970 --> 01:06:00.390]   the
[01:06:00.390 --> 01:06:00.570]   way
[01:06:00.570 --> 01:06:00.600]   Cor
[01:06:00.600 --> 01:06:00.670]  i
[01:06:00.670 --> 01:06:00.810]  ,
[01:06:00.810 --> 01:06:01.020]   you
[01:06:01.020 --> 01:06:01.290]  're
[01:06:01.290 --> 01:06:01.790]   probably
[01:06:01.790 --> 01:06:02.140]   among
[01:06:02.140 --> 01:06:02.350]   the
[01:06:02.350 --> 01:06:02.770]   last
[01:06:02.770 --> 01:06:03.330]   generation
[01:06:03.330 --> 01:06:03.470]   of
[01:06:03.470 --> 01:06:03.960]   fighter
[01:06:03.960 --> 01:06:04.590]   pilots
[01:06:04.590 --> 01:06:04.630]  .
[01:06:04.630 --> 01:06:04.800]   She
[01:06:04.800 --> 01:06:04.930]  's
[01:06:04.930 --> 01:06:05.340]   like
[01:06:05.340 --> 01:06:05.500]   what
[01:06:05.500 --> 01:06:05.710]   are
[01:06:05.710 --> 01:06:05.910]   you
[01:06:05.910 --> 01:06:06.490]   talking
[01:06:06.490 --> 01:06:06.830]   about
[01:06:06.830 --> 01:06:06.830]   '
[01:06:06.830 --> 01:06:07.180]  cause
[01:06:07.180 --> 01:06:07.390]   she
[01:06:07.390 --> 01:06:07.460]   '
[01:06:07.460 --> 01:06:07.820]  cause
[01:06:07.820 --> 01:06:07.880]   '
[01:06:07.880 --> 01:06:08.240]  cause
[01:06:08.240 --> 01:06:08.480]   Cor
[01:06:08.480 --> 01:06:08.510]  i
[01:06:08.510 --> 01:06:08.860]   flies
[01:06:08.860 --> 01:06:09.000]   uh
[01:06:09.000 --> 01:06:09.070]   F
[01:06:09.070 --> 01:06:09.140]  _
[01:06:09.140 --> 01:06:09.270]  A
[01:06:09.270 --> 01:06:09.280]  _
[01:06:09.280 --> 01:06:09.650]   teams
[01:06:09.650 --> 01:06:09.840]   for
[01:06:09.840 --> 01:06:10.050]   the
[01:06:10.050 --> 01:06:10.480]   Marine
[01:06:10.480 --> 01:06:10.840]   Corps
[01:06:10.840 --> 01:06:11.740]  . [SPEAKER_TURN]
[01:06:12.500 --> 01:06:12.590]  
[01:06:12.590 --> 01:06:12.680]   And
[01:06:12.680 --> 01:06:12.860]   she
[01:06:12.860 --> 01:06:12.980]  's
[01:06:12.980 --> 01:06:13.220]   like
[01:06:13.220 --> 01:06:13.460]   what
[01:06:13.460 --> 01:06:13.520]   I
[01:06:13.520 --> 01:06:13.780]  'm
[01:06:13.780 --> 01:06:13.880]   like
[01:06:13.880 --> 01:06:14.110]   guys
[01:06:14.110 --> 01:06:14.420]   you
[01:06:14.420 --> 01:06:14.500]  ,
[01:06:14.500 --> 01:06:14.660]   know
[01:06:14.660 --> 01:06:14.780]  ,
[01:06:14.780 --> 01:06:14.960]   you
[01:06:14.960 --> 01:06:15.200]   know
[01:06:15.200 --> 01:06:15.310]  ,
[01:06:15.310 --> 01:06:15.530]   we
[01:06:15.530 --> 01:06:15.680]   have
[01:06:15.680 --> 01:06:16.010]   these
[01:06:16.010 --> 01:06:16.100]   uh
[01:06:16.100 --> 01:06:16.280]   you
[01:06:16.280 --> 01:06:16.520]   know
[01:06:16.520 --> 01:06:16.760]   self
[01:06:16.760 --> 01:06:16.820]  -
[01:06:16.820 --> 01:06:17.290]  driving
[01:06:17.290 --> 01:06:17.480]   cars
[01:06:17.480 --> 01:06:17.660]   and
[01:06:17.660 --> 01:06:17.900]   they
[01:06:17.900 --> 01:06:18.080]  're
[01:06:18.080 --> 01:06:18.260]   and
[01:06:18.260 --> 01:06:18.500]   they
[01:06:18.500 --> 01:06:18.680]  're
[01:06:18.680 --> 01:06:18.940]   they
[01:06:18.940 --> 01:06:19.100]  're
[01:06:19.100 --> 01:06:19.890]   experimenting
[01:06:19.890 --> 01:06:19.950]   a
[01:06:19.950 --> 01:06:20.130]   lot
[01:06:20.130 --> 01:06:20.370]   with
[01:06:20.370 --> 01:06:20.550]   you
[01:06:20.550 --> 01:06:20.790]   know
[01:06:20.790 --> 01:06:21.110]   these
[01:06:21.110 --> 01:06:21.330]   sort
[01:06:21.330 --> 01:06:21.450]   of
[01:06:21.450 --> 01:06:21.810]   drones
[01:06:21.810 --> 01:06:22.290]   and
[01:06:22.290 --> 01:06:22.290]   stuff
[01:06:22.290 --> 01:06:22.530]   and
[01:06:22.530 --> 01:06:22.690]   I
[01:06:22.690 --> 01:06:22.770]   said
[01:06:22.770 --> 01:06:22.950]   you
[01:06:22.950 --> 01:06:23.190]   know
[01:06:23.190 --> 01:06:23.430]   with
[01:06:23.430 --> 01:06:23.850]   another
[01:06:23.850 --> 01:06:24.430]   something
[01:06:24.430 --> 01:06:24.640]   that
[01:06:24.640 --> 01:06:24.820]   may
[01:06:24.820 --> 01:06:24.940]   be
[01:06:24.940 --> 01:06:25.180]   that
[01:06:25.180 --> 01:06:25.470]   many
[01:06:25.470 --> 01:06:25.660]   more
[01:06:25.660 --> 01:06:26.270]   years
[01:06:26.270 --> 01:06:26.320]   before
[01:06:26.320 --> 01:06:26.440]   it
[01:06:26.440 --> 01:06:26.560]  's
[01:06:26.560 --> 01:06:27.040]   just
[01:06:27.040 --> 01:06:27.100]   gonna
[01:06:27.100 --> 01:06:27.220]   be
[01:06:27.220 --> 01:06:27.400]   way
[01:06:27.400 --> 01:06:27.940]   cheaper
[01:06:27.940 --> 01:06:28.180]   to
[01:06:28.180 --> 01:06:28.280]   have
[01:06:28.280 --> 01:06:28.730]   automated
[01:06:28.730 --> 01:06:28.870]   or
[01:06:28.870 --> 01:06:28.970]   mm
[01:06:28.970 --> 01:06:29.090]   or
[01:06:29.090 --> 01:06:29.450]   mostly
[01:06:29.450 --> 01:06:30.070]   automated
[01:06:30.070 --> 01:06:30.120]   uh
[01:06:30.120 --> 01:06:30.540]   fighter
[01:06:30.540 --> 01:06:31.060]   aircraft
[01:06:31.060 --> 01:06:31.260]   than
[01:06:31.260 --> 01:06:31.680]   as
[01:06:31.680 --> 01:06:31.870]   opposed
[01:06:31.870 --> 01:06:31.920]   to
[01:06:31.920 --> 01:06:32.270]   having
[01:06:32.270 --> 01:06:32.450]   to
[01:06:32.450 --> 01:06:32.520]   fl
[01:06:32.520 --> 01:06:32.630]  ai
[01:06:32.630 --> 01:06:32.790]   uh
[01:06:32.790 --> 01:06:32.940]   to
[01:06:32.940 --> 01:06:33.180]   train
[01:06:33.180 --> 01:06:33.300]   uh
[01:06:33.300 --> 01:06:33.740]   pilots
[01:06:33.740 --> 01:06:34.380]  .
[01:06:34.380 --> 01:06:34.470]   And
[01:06:34.470 --> 01:06:34.780]   also
[01:06:34.780 --> 01:06:35.150]   the
[01:06:35.150 --> 01:06:35.710]   political
[01:06:35.710 --> 01:06:36.120]   cost
[01:06:36.120 --> 01:06:36.170]  ,
[01:06:36.170 --> 01:06:36.320]   so
[01:06:36.320 --> 01:06:36.480]   if
[01:06:36.480 --> 01:06:36.770]   you
[01:06:36.770 --> 01:06:36.930]  're
[01:06:36.930 --> 01:06:37.080]   if
[01:06:37.080 --> 01:06:37.460]   we
[01:06:37.460 --> 01:06:37.840]  're
[01:06:37.840 --> 01:06:37.930]   flying
[01:06:37.930 --> 01:06:38.350]   these
[01:06:38.350 --> 01:06:38.630]   you
[01:06:38.630 --> 01:06:38.700]  ,
[01:06:38.700 --> 01:06:39.110]   know
[01:06:39.110 --> 01:06:39.160]  ,
[01:06:39.160 --> 01:06:39.460]   jets
[01:06:39.460 --> 01:06:39.890]   over
[01:06:39.890 --> 01:06:40.090]   some
[01:06:40.090 --> 01:06:40.240]   uh
[01:06:40.240 --> 01:06:40.720]   other
[01:06:40.720 --> 01:06:41.170]   country
[01:06:41.170 --> 01:06:41.410]   and
[01:06:41.410 --> 01:06:41.560]   it
[01:06:41.560 --> 01:06:41.940]   gets
[01:06:41.940 --> 01:06:42.180]   shot
[01:06:42.180 --> 01:06:42.500]   in
[01:06:42.500 --> 01:06:42.500]  
[01:06:42.500 --> 01:06:42.710]   down
[01:06:42.710 --> 01:06:42.870]   and
[01:06:42.870 --> 01:06:43.030]   you
[01:06:43.030 --> 01:06:43.240]   know
[01:06:43.240 --> 01:06:43.400]   all
[01:06:43.400 --> 01:06:43.500]   of
[01:06:43.500 --> 01:06:43.550]   a
[01:06:43.550 --> 01:06:43.870]   sudden
[01:06:43.870 --> 01:06:44.140]   there
[01:06:44.140 --> 01:06:44.290]  's
[01:06:44.290 --> 01:06:44.340]   a
[01:06:44.340 --> 01:06:44.500]   huge
[01:06:44.500 --> 01:06:45.070]   political
[01:06:45.070 --> 01:06:45.410]   backlash
[01:06:45.410 --> 01:06:45.680]   about
[01:06:45.680 --> 01:06:45.890]   like
[01:06:45.890 --> 01:06:46.100]   what
[01:06:46.100 --> 01:06:46.360]   are
[01:06:46.360 --> 01:06:46.480]   we
[01:06:46.480 --> 01:06:46.520]   why
[01:06:46.520 --> 01:06:46.680]   are
[01:06:46.680 --> 01:06:46.850]   we
[01:06:46.850 --> 01:06:46.990]   have
[01:06:46.990 --> 01:06:47.150]   you
[01:06:47.150 --> 01:06:47.360]   know
[01:06:47.360 --> 01:06:47.680]   planes
[01:06:47.680 --> 01:06:47.780]   or
[01:06:47.780 --> 01:06:47.990]   what
[01:06:47.990 --> 01:06:48.180]   are
[01:06:48.180 --> 01:06:48.290]   we
[01:06:48.290 --> 01:06:48.520]   doing
[01:06:48.520 --> 01:06:48.720]   over
[01:06:48.720 --> 01:06:48.830]   in
[01:06:48.830 --> 01:06:49.100]   Syria
[01:06:49.100 --> 01:06:49.200]   or
[01:06:49.200 --> 01:06:49.470]   Libya
[01:06:49.470 --> 01:06:49.900]   whatever
[01:06:49.900 --> 01:06:50.060]   and
[01:06:50.060 --> 01:06:50.220]   you
[01:06:50.220 --> 01:06:50.420]   know
[01:06:50.420 --> 01:06:50.740]   there
[01:06:50.740 --> 01:06:50.800]  's
[01:06:50.800 --> 01:06:50.960]   all
[01:06:50.960 --> 01:06:51.170]   this
[01:06:51.170 --> 01:06:51.380]   push
[01:06:51.380 --> 01:06:51.590]   back
[01:06:51.590 --> 01:06:51.840]   from
[01:06:51.840 --> 01:06:52.020]   the
[01:06:52.020 --> 01:06:52.280]   public
[01:06:52.280 --> 01:06:52.560]   which
[01:06:52.560 --> 01:06:52.650]   is
[01:06:52.650 --> 01:06:53.080]   Pentagon
[01:06:53.080 --> 01:06:53.370]   doesn
[01:06:53.370 --> 01:06:53.450]  't
[01:06:53.450 --> 01:06:53.870]   want
[01:06:53.870 --> 01:06:53.980]   that
[01:06:53.980 --> 01:06:54.080]   kind
[01:06:54.080 --> 01:06:54.180]   of
[01:06:54.180 --> 01:06:54.390]   push
[01:06:54.390 --> 01:06:54.600]   back
[01:06:54.600 --> 01:06:54.760]   and
[01:06:54.760 --> 01:06:54.860]   if
[01:06:54.860 --> 01:06:55.070]   they
[01:06:55.070 --> 01:06:55.280]   just
[01:06:55.280 --> 01:06:55.480]   have
[01:06:55.480 --> 01:06:55.540]   a
[01:06:55.540 --> 01:06:55.820]   drone
[01:06:55.820 --> 01:06:56.020]   goes
[01:06:56.020 --> 01:06:56.230]   down
[01:06:56.230 --> 01:06:56.520]   there
[01:06:56.520 --> 01:06:56.600]  's
[01:06:56.600 --> 01:06:56.700]   no
[01:06:56.700 --> 01:06:57.230]   political
[01:06:57.230 --> 01:06:57.390]   cost
[01:06:57.390 --> 01:06:57.490]   to
[01:06:57.490 --> 01:06:57.580]   it
[01:06:57.580 --> 01:06:57.860]   right
[01:06:57.860 --> 01:06:58.060]  ,
[01:06:58.060 --> 01:06:58.390]   probably
[01:06:58.390 --> 01:06:58.480]   be
[01:06:58.480 --> 01:06:58.540]  b
[01:06:58.540 --> 01:06:58.810]   would
[01:06:58.810 --> 01:06:59.110]   barely
[01:06:59.110 --> 01:06:59.230]   be
[01:06:59.230 --> 01:06:59.710]   mentioned
[01:06:59.710 --> 01:06:59.810]   to
[01:06:59.810 --> 01:06:59.970]   the
[01:06:59.970 --> 01:07:00.340]   news
[01:07:00.340 --> 01:07:00.340]  .
[01:07:00.340 --> 01:07:00.500]   You
[01:07:00.500 --> 01:07:00.850]   know
[01:07:00.850 --> 01:07:00.970]  .
[01:07:00.970 --> 01:07:01.060]   So
[01:07:01.060 --> 01:07:01.290]   anyway
[01:07:01.290 --> 01:07:01.810]   they
[01:07:01.810 --> 01:07:02.140]   successfully
[01:07:02.140 --> 01:07:02.350]   made
[01:07:02.350 --> 01:07:02.490]   it
[01:07:02.490 --> 01:07:02.630]   and
[01:07:02.630 --> 01:07:02.800]   it
[01:07:02.800 --> 01:07:02.810]   it
[01:07:02.810 --> 01:07:03.020]   wasn
[01:07:03.020 --> 01:07:03.120]  't
[01:07:03.120 --> 01:07:03.330]   like
[01:07:03.330 --> 01:07:03.490]   one
[01:07:03.490 --> 01:07:03.590]   of
[01:07:03.590 --> 01:07:03.870]   these
[01:07:03.870 --> 01:07:04.180]   little
[01:07:04.180 --> 01:07:04.340]   you
[01:07:04.340 --> 01:07:04.710]   know
[01:07:04.710 --> 01:07:04.820]   those
[01:07:04.820 --> 01:07:05.140]   little
[01:07:05.140 --> 01:07:05.570]   predator
[01:07:05.570 --> 01:07:05.890]   drones
[01:07:05.890 --> 01:07:06.100]   that
[01:07:06.100 --> 01:07:06.350]   they
[01:07:06.350 --> 01:07:06.540]   they
[01:07:06.540 --> 01:07:06.570]   l
[01:07:06.570 --> 01:07:06.670]  oo
[01:07:06.670 --> 01:07:06.880]   they
[01:07:06.880 --> 01:07:07.090]   look
[01:07:07.090 --> 01:07:07.520]   kinda
[01:07:07.520 --> 01:07:07.570]   like
[01:07:07.570 --> 01:07:07.780]   well
[01:07:07.780 --> 01:07:07.980]   they
[01:07:07.980 --> 01:07:08.130]   don
[01:07:08.130 --> 01:07:08.240]  't
[01:07:08.240 --> 01:07:08.670]   look
[01:07:08.670 --> 01:07:08.710]   like
[01:07:08.710 --> 01:07:08.880]   Real
[01:07:08.880 --> 01:07:09.320]   Aircraft
[01:07:09.320 --> 01:07:09.470]   you
[01:07:09.470 --> 01:07:09.680]   know
[01:07:09.680 --> 01:07:09.890]   they
[01:07:09.890 --> 01:07:10.050]  're
[01:07:10.050 --> 01:07:10.320]   kinda
[01:07:10.320 --> 01:07:10.570]   like
[01:07:10.570 --> 01:07:10.580]   s
[01:07:10.580 --> 01:07:10.790]   they
[01:07:10.790 --> 01:07:10.950]  're
[01:07:10.950 --> 01:07:12.380]   much [SPEAKER_TURN]
[01:07:12.380 --> 01:07:12.380]  
[01:07:12.380 --> 01:07:12.960]   smaller
[01:07:12.960 --> 01:07:13.090]   Well
[01:07:13.090 --> 01:07:13.220]  .
[01:07:13.220 --> 01:07:13.460]   this
[01:07:13.460 --> 01:07:13.760]   thing
[01:07:13.760 --> 01:07:14.480]   looked
[01:07:14.480 --> 01:07:14.580]   almost
[01:07:14.580 --> 01:07:14.720]   like
[01:07:14.720 --> 01:07:14.780]   a
[01:07:14.780 --> 01:07:14.970]   jet
[01:07:14.970 --> 01:07:15.320]   except
[01:07:15.320 --> 01:07:15.450]   it
[01:07:15.450 --> 01:07:15.680]   just
[01:07:15.680 --> 01:07:15.910]   didn
[01:07:15.910 --> 01:07:16.040]  't
[01:07:16.040 --> 01:07:16.280]   have
[01:07:16.280 --> 01:07:16.550]   like
[01:07:16.550 --> 01:07:16.580]   a
[01:07:16.580 --> 01:07:17.010]   cockpit
[01:07:17.010 --> 01:07:17.300]  . [SPEAKER_TURN]
[01:07:17.300 --> 01:07:17.450]   So
[01:07:17.450 --> 01:07:17.560]   it
[01:07:17.560 --> 01:07:18.050]   looked
[01:07:18.050 --> 01:07:18.440]   like
[01:07:18.440 --> 01:07:18.590]   a
[01:07:18.590 --> 01:07:18.680]   jet
[01:07:18.680 --> 01:07:19.580]  . [SPEAKER_TURN]
[01:07:19.580 --> 01:07:19.870]   Yeah
[01:07:19.870 --> 01:07:20.160]   they
[01:07:20.160 --> 01:07:20.450]   look
[01:07:20.450 --> 01:07:20.790]   very
[01:07:20.790 --> 01:07:21.030]   very
[01:07:21.030 --> 01:07:21.540]   cool
[01:07:21.540 --> 01:07:21.580]  .
[01:07:21.580 --> 01:07:21.970]   That
[01:07:21.970 --> 01:07:22.040]  's
[01:07:22.040 --> 01:07:22.060]   a
[01:07:22.060 --> 01:07:22.330]   that
[01:07:22.330 --> 01:07:22.470]  's
[01:07:22.470 --> 01:07:22.590]   a
[01:07:22.590 --> 01:07:22.620]   a
[01:07:22.620 --> 01:07:23.020]   cool
[01:07:23.020 --> 01:07:23.420]   looking
[01:07:23.420 --> 01:07:23.710]   tech
[01:07:23.710 --> 01:07:24.000]  .
[01:07:24.000 --> 01:07:24.000]   X
[01:07:24.000 --> 01:07:24.030]  _
[01:07:24.030 --> 01:07:24.600]   forty
[01:07:24.600 --> 01:07:24.810]   seven
[01:07:24.810 --> 01:07:24.880]   B
[01:07:24.880 --> 01:07:25.940]  _. [SPEAKER_TURN]
[01:07:25.940 --> 01:07:25.990]   I
[01:07:25.990 --> 01:07:26.220]   think
[01:07:26.220 --> 01:07:26.450]   it
[01:07:26.450 --> 01:07:26.480]  's
[01:07:26.480 --> 01:07:26.550]   it
[01:07:26.550 --> 01:07:26.650]  's
[01:07:26.650 --> 01:07:26.730]   a
[01:07:26.730 --> 01:07:26.800]   it
[01:07:26.800 --> 01:07:26.900]   is
[01:07:26.900 --> 01:07:27.000]   is
[01:07:27.000 --> 01:07:27.050]   a
[01:07:27.050 --> 01:07:27.290]   yeah
[01:07:27.290 --> 01:07:27.310]   X
[01:07:27.310 --> 01:07:27.360]  _
[01:07:27.360 --> 01:07:27.670]   thirty
[01:07:27.670 --> 01:07:27.770]   is
[01:07:27.770 --> 01:07:27.880]   it
[01:07:27.880 --> 01:07:28.020]   a
[01:07:28.020 --> 01:07:28.190]   forty
[01:07:28.190 --> 01:07:28.450]   seven
[01:07:28.450 --> 01:07:28.550]   or
[01:07:28.550 --> 01:07:28.870]   thirty
[01:07:28.870 --> 01:07:29.130]   seven
[01:07:29.130 --> 01:07:29.230]   B
[01:07:29.230 --> 01:07:29.250]  _
[01:07:29.250 --> 01:07:29.390]  ?
[01:07:29.390 --> 01:07:29.740]   Thirty
[01:07:29.740 --> 01:07:29.970]   seven
[01:07:29.970 --> 01:07:30.740]  . [SPEAKER_TURN]
[01:07:30.740 --> 01:07:31.010]   It
[01:07:31.010 --> 01:07:31.080]   says
[01:07:31.080 --> 01:07:31.100]   an
[01:07:31.100 --> 01:07:31.140]   X
[01:07:31.140 --> 01:07:31.180]  _
[01:07:31.180 --> 01:07:31.490]   forty
[01:07:31.490 --> 01:07:31.680]   seven
[01:07:31.680 --> 01:07:31.690]   B
[01:07:31.690 --> 01:07:31.720]  _
[01:07:31.720 --> 01:07:31.910]   navy
[01:07:31.910 --> 01:07:32.130]   drone
[01:07:32.130 --> 01:07:32.600]   approaches
[01:07:32.600 --> 01:07:32.750]   the
[01:07:32.750 --> 01:07:32.930]   dock
[01:07:32.930 --> 01:07:33.040]   as
[01:07:33.040 --> 01:07:33.080]   it
[01:07:33.080 --> 01:07:33.310]   lands
[01:07:33.310 --> 01:07:33.580]   aboard
[01:07:33.580 --> 01:07:33.710]   the
[01:07:33.710 --> 01:07:33.840]   new
[01:07:33.840 --> 01:07:33.880]   T
[01:07:33.880 --> 01:07:33.920]  _
[01:07:33.920 --> 01:07:34.100]   rare
[01:07:34.100 --> 01:07:34.330]   craft
[01:07:34.330 --> 01:07:34.670]   carrier
[01:07:34.670 --> 01:07:35.280]  . [SPEAKER_TURN]
[01:07:35.920 --> 01:07:35.960]  
[01:07:35.960 --> 01:07:36.200]   Yeah
[01:07:36.200 --> 01:07:36.390]   and
[01:07:36.390 --> 01:07:36.690]  ,
[01:07:36.690 --> 01:07:37.020]   it
[01:07:37.020 --> 01:07:37.260]   reminded
[01:07:37.260 --> 01:07:37.400]   me
[01:07:37.400 --> 01:07:37.530]   of
[01:07:37.530 --> 01:07:37.820]   this
[01:07:37.820 --> 01:07:38.170]   movie
[01:07:38.170 --> 01:07:38.240]   I
[01:07:38.240 --> 01:07:38.450]   can
[01:07:38.450 --> 01:07:38.720]  't
[01:07:38.720 --> 01:07:39.160]   remember
[01:07:39.160 --> 01:07:39.320]  ,
[01:07:39.320 --> 01:07:39.580]   with
[01:07:39.580 --> 01:07:40.080]   Gregory
[01:07:40.080 --> 01:07:40.150]   H
[01:07:40.150 --> 01:07:40.450]  ines
[01:07:40.450 --> 01:07:40.640]   and
[01:07:40.640 --> 01:07:40.990]   Chevy
[01:07:40.990 --> 01:07:41.340]   Chase
[01:07:41.340 --> 01:07:41.620]   and
[01:07:41.620 --> 01:07:41.830]   I
[01:07:41.830 --> 01:07:41.970]   can
[01:07:41.970 --> 01:07:41.980]  't
